,111,112,113-115,114,21-1,21-2,22,23,311,312,313-314,315-316,321,322-323,324-326,327,331-332,333-336,337,339,43,46,48-49,51,52,53,54,55,56,61,62,71,72,81
111,0.5057673758023404,0.2746507357409996,1.6822502914400406,5.856975265695659,0.0,2.18245171318004,0.9232272541481795,0.792442888354465,0.5078893297768461,0.2849864971135996,1.391157387710622,1.0894402771153282,0.9410262343307387,0.9114422200960131,0.6368530930120183,1.9892671075914679,1.2175902640121872,0.722308507640114,0.5631396756377878,1.618775535119207,0.467716724477214,0.7721123919349685,0.7924598086215138,1.298513956928222,0.8213167570302791,0.6867996073122851,0.7436591460327413,14.648244289437665,0.7009192194684329,0.9110359266999549,0.8121482475843842,0.5569635245274678,0.8053833607530275,0.5493993430525868
112,0.9313670241437487,0.5057673758023404,3.0978519429370723,10.785578281004783,0.0,4.018969302275258,1.7001164200049916,1.4592779408907846,0.93527458729068,0.5248006068338742,2.561806431765577,2.0061965192388924,1.7328931153763087,1.6784143636452145,1.1727604397464197,3.6632212255394236,2.242183808357424,1.330125977792204,1.0370177061025359,2.9809636307777514,0.861297020448484,1.4218394763801918,1.459309099442172,2.391204213112406,1.5124489646276342,1.2647365904746009,1.3694430264882866,26.974637640756043,1.2907377558029764,1.6776661772470398,1.4955652197144507,1.025644367774504,1.4831077287448227,1.0117149814055888
113-115,0.15205860847675368,0.08257355197661945,0.5057673758023404,1.7608955250852403,0.0,0.6561525840756458,0.2775676294875339,0.2382474012075687,0.15269657245792817,0.08568099141826419,0.4182504974976956,0.32753945881520635,0.28291888045458524,0.2740244672264633,0.19146943784956552,0.5980717672607452,0.36606766291879816,0.21716154860411635,0.16930755037271852,0.48668373462395204,0.140618706717661,0.2321350516510437,0.23825248827404555,0.3903973147040517,0.2469283096691313,0.2064858225080552,0.2235806031327383,4.403984420200986,0.21073087404640187,0.27390231540055743,0.2441718037044334,0.16745069485275227,0.24213794520091295,0.16517652897261542
114,0.043674529398171076,0.023716914546575013,0.14526735674088517,0.5057673758023404,0.0,0.18846124931676428,0.07972344160894537,0.0684298194775902,0.04385776648635632,0.024609438531942786,0.12013061168815958,0.09407643451684425,0.08126043691633834,0.07870576858218427,0.0549941741278696,0.1717791793776594,0.1051425701315096,0.06237350541132167,0.048628799514603395,0.13978612120927703,0.040388741564816914,0.0666742201526157,0.06843128059338376,0.11213057365716836,0.07092316461342515,0.05930720539779415,0.06421719705447924,1.2649198158258834,0.06052647624385491,0.07867068392920074,0.07013143633182749,0.048095470347597896,0.06954726807003977,0.047442280596729315
21-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-2,0.11720792578419065,0.06364831855798687,0.3898493195547567,1.3573115924538843,0.0,0.5057673758023404,0.21395122869378477,0.18364289926592373,0.1176996732472744,0.06604355638834519,0.3223906476653383,0.2524698927918683,0.21807601342305327,0.21122013241783535,0.14758609121984312,0.460998242802108,0.28216772399267337,0.16738976455819912,0.13050354069117,0.3751395045608189,0.10838996296189408,0.17893145398594315,0.1836468204152493,0.30092120365007236,0.1903342091818482,0.159160834118192,0.1723376203509898,3.394624508592433,0.16243295195907487,0.21112597686631085,0.1882094735304406,0.12907226240869488,0.18664176000915964,0.12731931814351857
22,0.27707223468180836,0.15046065987953625,0.9215795044193881,3.2086000461535984,0.0,1.1956025678735296,0.5057673758023404,0.43412037319680025,0.27823469504943393,0.15612285289090083,0.7621114066434516,0.5968230980771687,0.515518109934639,0.49931123434905883,0.3488843252590926,1.0897711265085412,0.6670269209070414,0.3956989752928273,0.30850224002571675,0.8868064181723824,0.2562271199153088,0.4229828100706609,0.4341296425495243,0.7113589785044315,0.4499382129798143,0.37624629638225604,0.4073953981432414,8.024680858469775,0.3839813791102357,0.4990886564909997,0.4449154702676229,0.30511878733236303,0.44120949316943603,0.30097493629519556
23,0.32280009346435645,0.1752926096243447,1.0736765107591841,3.738145743753671,0.0,1.3929241993482921,0.589238962784231,0.5057673758023404,0.32415440569181253,0.18188928805147303,0.8878898803313061,0.6953224745245321,0.6005989530512699,0.5817173030736082,0.40646401445174574,1.2696263914559995,0.777112700084531,0.4610049301943324,0.3594172906882146,1.0331644922833227,0.29851471170234517,0.49279167499922066,0.5057781749642598,0.8287612976148426,0.5241957837091266,0.43834179118411815,0.4746317246425319,9.349070050669178,0.44735346797812753,0.5814579910805927,0.5183440901289137,0.35547543470650245,0.5140264804808545,0.35064768463029516
311,0.5036542873195983,0.2735032491014149,1.675221875045463,5.832504911201136,0.0,2.173333462775008,0.919370024577768,0.7891320738956312,0.5057673758023404,0.28379582781858537,1.3853451530859793,1.084888612036979,0.9370946408890541,0.9076342282204704,0.6341923303760187,1.9809559795605602,1.2125031902176358,0.7192907135681661,0.5607868865499632,1.6120123153010468,0.4657626110429285,0.7688865179841387,0.7891489234700592,1.2930887851628188,0.8178853079827587,0.6839301688913882,0.7405521493149819,14.587044145297682,0.6979907895204913,0.9072296323121051,0.8087551044313143,0.5546365393060121,0.8020184811953066,0.5471039608674689
312,0.8975886261868053,0.4874244333847725,2.985500449886929,10.394411806427822,0.0,3.873211141475225,1.638457366678664,1.4063535085892283,0.9013544716009876,0.5057673758023404,2.4688959948512044,1.9334366913192955,1.6700453316877657,1.6175423906826978,1.1302272945791496,3.5303651750749463,2.1608653001775355,1.2818855704704617,0.9994076170000881,2.8728513901622357,0.8300598896915888,1.3702728453753887,1.4063835370963675,2.3044811002975765,1.457596149687437,1.2188676958752522,1.3197766862282703,25.99633368393357,1.243925862700311,1.6168213391703934,1.4413247367979316,0.988446761762164,1.4293190484760343,0.975022560077555
313-314,0.18387613125999197,0.09985166531481071,0.6115967343885711,2.129354332183079,0.0,0.793449314607671,0.33564730326318337,0.2880995088383446,0.18464758609518156,0.10360932131586308,0.5057673758023404,0.3960754943455827,0.34211827741637063,0.33136275156618644,0.23153348461482132,0.7232153699245791,0.4426655373949827,0.2626015443371504,0.2047343301869096,0.5885199342955834,0.17004248580888345,0.2807081799249647,0.28810566034869045,0.4720860502484795,0.29859685509005834,0.2496919745824386,0.27036375474334634,5.325496697805402,0.2548252824674032,0.33121504006600294,0.2952635636857691,0.20248893669856688,0.2928041302021676,0.199738912690903
315-316,0.2348000563218637,0.12750527476891005,0.7809765557752397,2.7190724195673583,0.0,1.0131926448626625,0.42860378435439017,0.36788777552588775,0.2357851631843535,0.13230360196145768,0.6458380840971579,0.5057673758023404,0.4368668747577734,0.42313263933477707,0.29565596608669803,0.923507626724124,0.5652603869782687,0.33532822872691764,0.26143486884077655,0.7515087073686376,0.21713522560784213,0.3584494409619462,0.36789563067797176,0.6028288197470204,0.38129232931023627,0.31884339361141567,0.34524015926443774,6.80037651444039,0.32539835521653515,0.4229440195921013,0.37703589317520764,0.258567620580141,0.3738953272055387,0.2550559859407709
321,0.27183156972017064,0.14761478140585554,0.9041483481589259,3.147911186957379,0.0,1.172988420004493,0.4962010713036213,0.4259092313205373,0.2729720428059421,0.15316987723169823,0.7476964994614042,0.585534525976175,0.5057673758023404,0.48986704412259957,0.3422853751291755,1.0691587206301376,0.6544104831146332,0.38821455247595965,0.3026670942495758,0.8700329752151383,0.2513807285361669,0.41498232891578074,0.4259183253486855,0.6979040248600298,0.44142788559037704,0.3691298100094485,0.39968974408868196,7.872898548518716,0.37671858801268937,0.48964867619912056,0.43650014522215325,0.2993476376545672,0.43286426458942207,0.2952821652213103
322-323,0.28065480486414085,0.152406130432793,0.9334956145159964,3.250087548015998,0.0,1.2110618220802996,0.5123069957748249,0.4397335906537713,0.28183229595419157,0.1581415361349652,0.7719655791634511,0.6045400771449344,0.5221838078210592,0.5057673758023404,0.35339543256001654,1.103861970175645,0.6756516420394169,0.40081540044344416,0.31249120314780005,0.8982729089771865,0.2595401607935033,0.4284520177837276,0.4397429798601023,0.720556917331652,0.4557559566002266,0.38111119655596015,0.412663059146819,8.128440740434508,0.38894629463470554,0.5055419199915393,0.4506682693500345,0.3090640020913291,0.44691437361769215,0.3048665706685888
324-326,0.40166349387763517,0.21811840658719386,1.3359867835772534,4.651413399375932,0.0,1.7332299833386544,0.7331961338074452,0.6293315750744124,0.40334867858512136,0.22632672176018853,1.1048105584016727,0.8651969443125495,0.7473314871529317,0.7238368548595876,0.5057673758023404,1.5798092461450322,0.9669693676439465,0.5736332011846744,0.4472266509854733,1.2855772601151836,0.3714449422533348,0.6131857764032995,0.6293450125832463,1.0312362515697264,0.6522622335726861,0.5454332229895555,0.5905891624103192,11.633144528420617,0.556646545600249,0.7235141902655314,0.6449809107474522,0.442321758830751,0.6396084644206028,0.4363145394945783
327,0.12859039263746735,0.06982942680135792,0.4277089346611187,1.4891248133372665,0.0,0.554884194072282,0.23472877212808135,0.201477096055506,0.129129895396631,0.07245727445760776,0.3536991179441639,0.27698811685331126,0.2392541289615286,0.23173244965154768,0.16191868673396945,0.5057673758023404,0.30957000710554755,0.18364556325025727,0.14317719067016194,0.41157059868222107,0.11891608696235872,0.19630810603721865,0.20148139800119774,0.33014470200206764,0.20881822220880036,0.17461749292832987,0.18907392242350987,3.7242882296237108,0.17820737744424492,0.23162915032892484,0.206487146133208,0.14160691600583725,0.20476718653238915,0.1396837372632524
331-332,0.21008761813113963,0.11408548999084064,0.6987796638096603,2.4328931479041938,0.0,0.9065552743113449,0.383493724778216,0.3291680066458327,0.21096904361964727,0.11837879871779579,0.5778643621803778,0.452535936214154,0.39088713433885686,0.3785984115332953,0.26453851278583185,0.8263095020661058,0.5057673758023404,0.3000353150205451,0.2339191470035065,0.6724132728463373,0.194281990706965,0.32072304603242824,0.32917503505211687,0.5393817738606086,0.3411617464292856,0.285285490003668,0.30890402617133966,6.084644640609866,0.29115054937432194,0.3784296438034574,0.33735329534395164,0.23135367335284499,0.3345432703614746,0.2282116342550316
333-336,0.3541431891225031,0.1923130911634204,1.1779278609414794,4.1011105074039085,0.0,1.5281737154068789,0.6464526177675514,0.5548761448563152,0.35562900173845224,0.1995502908517061,0.9741018053479802,0.7628365777529069,0.658915635167557,0.638200623386675,0.44593067119843,1.3929039934245593,0.85256843318084,0.5057673758023404,0.39431582619460687,1.133482225046967,0.3274997564829589,0.5406405353984645,0.5548879925903135,0.9092319825831541,0.575093905875273,0.4809037016984477,0.5207172984978711,10.25684177331025,0.4907903901591626,0.6379161328365063,0.568674027231424,0.38999122568584255,0.5639371882988833,0.38469471294346547
337,0.45424012814632014,0.2466694993929963,1.5108637379895873,5.260270477151468,0.0,1.9601049678132876,0.8291694686063293,0.7117093279963719,0.45614589884529216,0.2559522601937136,1.2494271878705243,0.978448818094643,0.8451551003924318,0.8185850860736037,0.5719709186881501,1.7866018828046097,1.093542968597399,0.6487201918690945,0.5057673758023404,1.4538557481019594,0.42006605215623255,0.6934500891828359,0.7117245244377406,1.166222208894264,0.7376415459188415,0.6168289149561454,0.6678956412623801,13.155890793860051,0.6295100303108287,0.818220185581559,0.729407118186117,0.5002204469057261,0.7233314335765748,0.49342689926532884
339,0.1580210676998826,0.08581139192202956,0.5255993168204736,1.8299430316334542,0.0,0.6818813676407002,0.2884514964981477,0.24758945970032242,0.1586840472606529,0.08904067899298483,0.43465076290433746,0.3403828005155873,0.29401257850339807,0.2847694012249038,0.1989772582031102,0.6215231098747479,0.3804217566128301,0.2256767973713805,0.1759463679666564,0.5057673758023404,0.14613258924764191,0.2412374352227037,0.24759474623874456,0.40570541263457954,0.25661076035171415,0.21458245912200088,0.2323475532095261,4.576671634609881,0.2189939658643707,0.2846424596321554,0.25374616741596306,0.1740167021965376,0.2516325580945551,0.17165336266511733
43,0.5469136018428775,0.29699468633107373,1.8191081712875588,6.333463943546502,0.0,2.360003006144729,0.9983355333757649,0.8569113293185016,0.5492081853740922,0.3081713037851152,1.504333679957425,1.178070659469945,1.0175825327405041,0.9855917390353601,0.6886636734752559,2.1511020498593774,1.316646167229207,0.7810712324584466,0.6089533708161866,1.7504694862587855,0.5057673758023404,0.8349268646099949,0.8569296261178575,1.4041533305707035,0.8881342042450948,0.7426735391612769,0.8041588318245237,15.839938335883552,0.7579418389971311,0.9851523920247099,0.8782197993931999,0.6022747647793452,0.870904561598102,0.5940952064817039
46,0.33129974482721525,0.17990824046974643,1.101947493955016,3.836574883672644,0.0,1.4296012955110817,0.6047542177500154,0.5190847398677959,0.33268971745875087,0.1866786160794924,0.9112689145516286,0.713631015128692,0.616413327994744,0.5970345051685763,0.4171666210628845,1.303056932236348,0.7975748596504721,0.4731436540130216,0.36888110970960036,1.0603687532568808,0.306374904519899,0.5057673758023404,0.5190958233825181,0.8505834167386539,0.5379983863031687,0.4498837717419629,0.48712925567456483,9.595240475047966,0.4591327350563131,0.5967683652297843,0.5319926117411929,0.3648354606923672,0.5275613150853774,0.3598805910974684
48-49,0.3227932011731318,0.17528886685059863,1.073653586071915,3.738065928444978,0.0,1.3928944582192462,0.5892263816028293,0.5057565768710002,0.3241474844838854,0.181885404428236,0.8878709224816816,0.6953076282928039,0.6005861293161551,0.5817048824915068,0.40645533580382504,1.269599282929659,0.7770961075024599,0.4609950870118203,0.3594096165620642,1.033142432591557,0.2985083379423323,0.4927811531195622,0.5057673758023404,0.8287436022537367,0.5241845913022061,0.43833243189537585,0.4746215905064615,9.34887043327509,0.4473439162758695,0.5814455760352115,0.5183330226648823,0.35546784474519577,0.5140155052046003,0.3506401977490685
51,0.19699490872713488,0.10697565562291904,0.6552315520405169,2.2812746790012777,0.0,0.8500585379933707,0.359594306328689,0.3086541796319093,0.19782140357344205,0.11100140434779633,0.5418517202347894,0.4243337910309823,0.36652695687962067,0.35500407014793545,0.2480524109161324,0.7748137010067296,0.4742478348778837,0.2813370441493368,0.2193412511570324,0.6305083207169003,0.1821742916936417,0.30073551093529244,0.3086607700262732,0.5057673758023404,0.31990046675228345,0.2675064316706558,0.2896530551509349,5.705448166230248,0.27300597917221303,0.3548458200624175,0.3163293592276182,0.21693565842315474,0.31369445565801085,0.21398943193538303
52,0.3114518682790681,0.16913009589646824,1.0359307880442827,3.6067290541849983,0.0,1.3439551383093202,0.5685239240559056,0.4879868293025574,0.31275856887183284,0.17549486425361308,0.8566755947541211,0.6708780081905481,0.5794845472525404,0.5612666926707122,0.39217453542399555,1.2249919366242237,0.7497928507614995,0.4447980335257876,0.3467817666199216,0.9968429931596867,0.28802025324924163,0.4754672968142308,0.48799724881365336,0.799625711781366,0.5057673758023404,0.4229316303595232,0.4579457700831043,9.020398051013316,0.4316264964102088,0.5610164969417548,0.5001214019161674,0.3429784888797718,0.4959555803485345,0.33832046116769127
53,0.37245309359892265,0.2022560589711372,1.2388290649640454,4.31314604541289,0.0,1.6071833239830198,0.6798754988038457,0.5835643408194704,0.37401572567068375,0.20986743622104034,1.0244647984932747,0.8022767400905851,0.6929828788941165,0.6711968599653187,0.46898617033983675,1.4649198893891853,0.8966479102133689,0.5319165511152304,0.41470273559431375,1.1920855016418206,0.3444321427081798,0.5685927221502532,0.583576801104788,0.9562410773768546,0.6048274001368409,0.5057673758023404,0.547639414431653,10.787140812985124,0.5161652256431524,0.6708976606900975,0.5980756010485797,0.4101545446717104,0.5930938581589986,0.4045841917275457
54,0.3439756503912125,0.18679173465284268,1.1441092601137621,3.9833666083085975,0.0,1.4842994692918,0.6278928028932855,0.5389455132158343,0.34541880495871086,0.1938211525443951,0.9461351010930251,0.7409353505426193,0.639998003974877,0.6198777253162757,0.4331278911079393,1.3529133745531217,0.8280909821618868,0.4912466690926184,0.3829949210965064,1.1009396694412799,0.3180971573061134,0.5251186116337015,0.538957020798453,0.8831277070172487,0.5585828173051259,0.46709683723451306,0.5057673758023404,9.962365303921546,0.4766996764191834,0.619601402560311,0.5523472549682579,0.37879448094016666,0.5477464118554584,0.373650032391322
55,0.017462887249254485,0.009483005548867728,0.05808391084505967,0.20222676190661942,0.0,0.07535461956941227,0.03187673665003101,0.0273610783788786,0.01753615303265168,0.00983987363510715,0.048033198205042434,0.03761565817463211,0.032491291085430626,0.03146982878936656,0.02198895043391289,0.06868443650287268,0.04204035790664463,0.02493951296895456,0.019443809806126533,0.05589228567143871,0.016149093071056914,0.026659116995679796,0.027361662593539008,0.04483445138280883,0.028358021118286485,0.023713479119329136,0.02567669731256427,0.5057673758023404,0.024200994144779046,0.03145580049077529,0.028041455332596187,0.019230562697605983,0.02780788064660039,0.018969390359198042
56,0.3649502415128257,0.1981817276793384,1.213873570180608,4.2262602137185645,0.0,1.5748075457646986,0.6661798002255443,0.5718087747975001,0.3664813952655691,0.20563977813813963,1.003827547836457,0.7861153393223645,0.6790231397272318,0.6576759875453531,0.4595387152724503,1.4354099257535915,0.8785854568219001,0.5212013999357854,0.40634878891394466,1.168071628897805,0.33749375646612656,0.5571387507244754,0.5718209840775791,0.9369781541107788,0.5926435020867633,0.49557898463084776,0.5366075352672337,10.569840102257555,0.5057673758023404,0.6573828154664281,0.5860277140848505,0.40189221866610036,0.5811463255235697,0.3964340772592424
61,0.28077996808816574,0.152474098777947,0.9339119242270754,3.251536984935739,0.0,1.21160191759806,0.5125354685968481,0.43992969801756615,0.2819579843022426,0.15821206229084014,0.7723098515544801,0.6048096830230321,0.5224166853908984,0.5059929321593487,0.35355303581828357,1.1043542579279693,0.6759529614409368,0.4009941515173216,0.31263056440507236,0.8986735104683892,0.25965590754975276,0.4286430939205204,0.43993909141118814,0.7208782630749051,0.45595920943576684,0.381281160174064,0.41284709390419216,8.132065769586816,0.3891197524603522,0.5057673758023404,0.4508692532369303,0.30920183492462233,0.4471136833850489,0.3050025315793623
62,0.3149679128001905,0.17103944050987363,1.0476256248474496,3.6474461640235476,0.0,1.359127325674248,0.5749421081539786,0.49349581349016153,0.31628936500605465,0.17747606205266162,0.8663467826264495,0.6784516887019983,0.5860264680915471,0.5676029483835376,0.39660187482067477,1.2388211238144815,0.758257417243196,0.4498194504703251,0.35069665766644637,1.0080965597665754,0.29127177342475036,0.4808349454116655,0.49350635062927206,0.808652851732051,0.511477088254792,0.4277061929587193,0.46311561454340194,9.122231189214915,0.43649921714956413,0.5673499281432781,0.5057673758023404,0.34685044393771364,0.5015545254139148,0.34213983078793186
71,0.45927718272576135,0.24940480975977597,1.5276176587438115,5.318601452013072,0.0,1.9818405105197414,0.8383641029201675,0.7196014504833143,0.4612040864564314,0.258790506804792,1.2632820468941517,0.9892988064478185,0.8545269988773638,0.8276623505004513,0.57831348632312,1.8064134552258828,1.1056692323871427,0.6559138297948428,0.5113758144200675,1.469977509038644,0.4247241514754538,0.7011397355414402,0.7196168154375463,1.1791544105073823,0.7458212299595693,0.62366891150927,0.6753019151469407,13.301776055561316,0.636490647355653,0.8272934036382589,0.7374954909151616,0.5057673758023404,0.7313524332289372,0.4988984947245554
72,0.31761351288262796,0.17247610100614466,1.0564252464178483,3.6780832018933327,0.0,1.3705434325813912,0.5797713838576716,0.4976409740344368,0.31894606473998893,0.17896678750536843,0.8736237369649378,0.684150402033151,0.5909488478302002,0.5723705781833002,0.39993316639063875,1.2492267084283275,0.7646264656574704,0.4535977476456351,0.3536423644153794,1.0165641535538676,0.2937183357457607,0.48487375990521325,0.4976515996811539,0.8154452009341832,0.5157732840635064,0.4312987479250037,0.46700559399280483,9.198854154937491,0.4401656298790643,0.5721154326777635,0.5100156123900644,0.34976384408351574,0.5057673758023404,0.34501366373329573
81,0.4656005538788957,0.2528386384776063,1.5486500413651079,5.391828453618245,0.0,2.0091266757935267,0.8499067782012824,0.7295089904719858,0.46755398740012283,0.2623535586762618,1.2806750321197486,1.0029195648260063,0.8662922064198035,0.8390576830545943,0.5862757604234374,1.8312843244156323,1.1208921896598967,0.6649445126727754,0.5184164844009347,1.4902162966945975,0.43057179326671385,0.7107930929142716,0.7295245669723428,1.1953891185767915,0.7560897663212757,0.6322556433402289,0.6845995349950539,13.484916150821421,0.6452539100434311,0.8386836564975395,0.7476493977239921,0.5127308282764308,0.741421761845717,0.5057673758023404
