Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023<R>,2024<P>
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",NA,-0.288454304145,0.875878303844,1.937102370768,0.759088331674,2.077275092709,3.299693681731,2.878111155012,1.191548431847,3.883394636739,-1.506452775799,1.82874537081,1.77486550454,0.194034481064,-0.892324207929,2.529257010927,-2.630877554706,0.308796366042,-1.670303163267,0.020407382029,0.332210480862,1.812760838145
Estructura porcentual en valores constantes|B.1bP---Producto interno bruto<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Estructura porcentual en valores constantes|D.21-D.31---Impuestos sobre los productos, netos",6.116019538837,6.08579101258,6.166032785489,6.206614650761,6.05416816049,6.253011916724,5.866883490841,5.559234055701,5.410277439456,5.296213218234,5.205945354843,5.203618905353,5.338255273547,5.363155229284,5.367154368771,5.389595893783,5.43274045857,5.106834409089,5.363146272989,5.493525106737,5.549823225083,5.558052052225
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,93.883980461163,93.91420898742,93.833967214511,93.793385349239,93.94583183951,93.746988083276,94.133116509159,94.440765944299,94.589722560545,94.703786781766,94.794054645157,94.796381094647,94.661744726453,94.636844770716,94.632845631229,94.610404106217,94.56725954143,94.893165590911,94.636853727011,94.506474893263,94.450176774917,94.441947947775
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,3.310061661643,3.276150030809,3.109253799247,3.144853973173,3.215338120227,3.210661975764,3.331080725389,3.250130893083,3.065887997063,3.139940773701,3.207285624688,3.227670425623,3.200974622287,3.236921549959,3.281280778297,3.296959459283,3.319848133649,3.663037015522,3.534350593515,3.461286025948,3.319194580641,3.287624584233
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",3.310061661643,3.276150030809,3.109253799247,3.144853973173,3.215338120227,3.210661975764,3.331080725389,3.250130893083,3.065887997063,3.139940773701,3.207285624688,3.227670425623,3.200974622287,3.236921549959,3.281280778297,3.296959459283,3.319848133649,3.663037015522,3.534350593515,3.461286025948,3.319194580641,3.287624584233
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",1.986111061261,1.991547713741,1.848928694068,1.90946333311,1.972049389887,1.976031502926,1.992590399559,1.956330877857,1.802350602781,1.902987586296,2.006930577994,2.038433866507,2.017011819311,2.078393404256,2.119989484814,2.135755448974,2.138733187543,2.332619091621,2.256794653529,2.210339111672,2.076964534903,2.024510269575
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",1.14090196604,1.113920606039,1.095286672299,1.079181908476,1.078039059147,1.076978023315,1.173283209109,1.133949743127,1.110315998173,1.086853654118,1.05182846914,1.039948035253,1.028422663544,0.998561699861,1.000112091356,1.003169965913,1.030034726235,1.160640140745,1.113904278363,1.092653922007,1.08739485476,1.113647000653
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",0.038514976005,0.035643135931,0.036723714245,0.031793700963,0.035505685214,0.033563615556,0.036424690479,0.03618734185,0.035296042844,0.03275036983,0.035133959852,0.037514263136,0.044046768671,0.044836630248,0.041099674783,0.039718719946,0.032396537569,0.033073305723,0.03457997182,0.03115813402,0.031263949448,0.031422198566
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",0.144533658337,0.135038575097,0.128314718635,0.124415030625,0.129743985979,0.124088833968,0.128782426242,0.12366293025,0.117925353265,0.117349163457,0.113392617702,0.111774260728,0.111493370762,0.115129815594,0.120079527343,0.11831532445,0.118683682302,0.136704477434,0.129071689802,0.127134858249,0.123571241529,0.118045115439
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,35.725111668312,35.812718103654,35.869190333186,35.953292354987,35.62454255691,34.995226644384,34.322594608198,34.234073165708,34.135389341934,34.14003022672,33.673239786585,33.805553348717,33.515232836689,33.025592196762,32.621781598808,32.043865451916,31.610100499128,31.443160012435,31.541471829095,31.859165485044,31.81647469143,31.257375604083
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,7.09236119515,6.967515283828,6.860257532511,6.493256749581,6.28690114899,5.942661385856,6.104943804719,5.92682973609,5.76426527369,5.66746174308,5.619781542745,5.392789502071,5.006464726817,4.737523752381,4.276151596823,3.922486294158,3.726417895541,4.048750946621,3.915741126124,3.930719298026,3.828871111135,3.50973932462
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,6.159533655057,6.032507150148,5.871678918197,5.560586309664,5.287834720592,4.987141209439,5.103216364915,4.850290910184,4.634395911542,4.468432622535,4.372497071783,4.174140966312,3.820800435404,3.524324774836,3.087634073712,2.790401078496,2.632038488016,2.882433534906,2.762248850055,2.782899272011,2.753100377102,2.542424360693
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,0.932827540093,0.93500813368,0.988578614313,0.932670439916,0.999066428397,0.955520176417,1.001727439804,1.076538825906,1.129869362148,1.199029120545,1.247284470962,1.218648535758,1.185664291413,1.213198977545,1.188517523111,1.132085215662,1.094379407525,1.166317411715,1.153492276069,1.147820026015,1.075770734033,0.967314963927
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",1.212095192846,1.437414716387,1.505116953024,1.650403522094,1.728733693804,1.762790726902,1.869144043545,1.829830183624,1.879368277568,1.840017025924,1.854013482294,1.918249659008,1.888760847743,1.841621853498,1.891207442193,1.889868273163,1.797378534406,1.873563847251,1.373035847111,1.328264430515,1.256679619344,1.21120261564
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,6.006202762056,6.211273286761,6.287490349509,6.533408933267,6.697448079938,6.901001581157,6.851342444846,6.516237918664,6.552944970085,6.451808686922,6.282034020115,6.291950182704,6.272932649345,6.272018919462,6.142320192461,6.042145184181,5.826420789831,5.230172000619,5.442443854409,5.408315819304,5.886409576669,5.980816760135
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,21.41445251826,21.196514816678,21.216325498143,21.276223150046,20.911459634178,20.388772950469,19.497164315088,19.96117532733,19.938810820591,20.180742770794,19.917410741431,20.202564004934,20.347074612783,20.174427671422,20.312102367331,20.189365700414,20.259883279349,20.290673217944,20.810251001451,21.1918659372,20.844514384282,20.555616903687
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,3.791667879318,3.765720556679,3.804981970793,3.693724682911,3.69381429154,3.705182956542,3.946426300526,3.827677815818,3.800152388423,3.762303260206,3.763424741029,3.710445511126,3.698128383702,3.732857867229,3.743853272265,3.771047698909,3.86893736034,4.259131654492,4.116249481828,4.087165162733,3.950428356624,3.889359720284
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,0.82354580046,0.846426877591,0.877686597833,0.881897686531,0.883682662071,0.901423265042,0.966114357351,0.918680576573,0.922479296086,0.909810289987,0.905612631976,0.909105681749,0.921248150304,0.962894076625,0.976169768582,0.993413758946,1.029823508029,1.042017864465,1.06062575674,1.071156608521,0.998197669751,0.995963277694
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",0.278117262548,0.286440164468,0.270503097762,0.26306470971,0.253936599259,0.235020599731,0.237341396171,0.236998718542,0.220480244712,0.218654528834,0.212770341192,0.21052280825,0.215940812139,0.215725472844,0.202024101395,0.206158276631,0.200938604417,0.180438911177,0.209687430702,0.198022192852,0.1799506682,0.168377522064
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",0.568960121741,0.563109139369,0.533043423991,0.5009019762,0.475300786721,0.487806212862,0.512288625303,0.497413622556,0.462419058932,0.458483630689,0.455962407885,0.455189911646,0.45549646412,0.440333167185,0.428639044288,0.424457815701,0.41468887097,0.357271903223,0.374175663198,0.381227856441,0.350776251812,0.308381500296
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,0.202597965868,0.198637076641,0.190236297452,0.185098693991,0.18546475926,0.170786359594,0.16727498528,0.166962461537,0.168439617254,0.181691991016,0.174878479134,0.166311332618,0.169290995607,0.165243462566,0.165578406138,0.160641702894,0.160320789034,0.170784582689,0.175290553559,0.164253163768,0.14298232321,0.133827205628
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,0.469445821338,0.467133512708,0.473539790834,0.47507243015,0.475970570027,0.481039449214,0.501531411263,0.504419811486,0.491057608392,0.485725590134,0.479603192717,0.491057499555,0.49883626712,0.50963268552,0.518523309932,0.522221526045,0.514770663658,0.543275973575,0.553619299493,0.553618240134,0.512960152718,0.495348492031
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,4.449701981842,4.430191300297,4.338583800401,4.210271589164,4.170846304016,4.096428757389,4.268006585325,4.002598491486,3.814392425022,3.775654824323,3.76463940902,3.600087731696,3.408858815688,3.224164649716,2.966599499867,2.781383761529,2.719427256219,2.855720261573,2.957879832388,3.012062736591,2.83854968916,2.987068417007
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,0.652791120616,0.675071456788,0.69988492347,0.717548943052,0.722817277105,0.700034967676,0.684555356244,0.667353960317,0.678361275814,0.672939794387,0.637768840737,0.650239826416,0.674767733067,0.679402207415,0.662985640574,0.651851948715,0.635897139637,0.675391697075,0.696414207318,0.667218589478,0.630987903582,0.610779039242
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,2.239941487737,2.279329412393,2.362374733966,2.381572414251,2.304737352108,2.178374141408,1.897560457486,2.00787597944,2.017563587512,2.018224388781,1.899518719082,2.019751443773,1.981790747626,1.937699258584,1.894878364884,1.770248559007,1.726154517879,1.775565401748,1.850442402656,1.799047827167,1.752962359155,1.666132070358
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",7.250031655745,6.992270456537,6.978134368458,7.277443792584,7.065582767401,6.741661038695,5.610561257673,6.470762721243,6.686369040219,6.979221355123,6.921680388058,7.286626191249,7.598021511963,7.551622735697,7.994007264377,8.128689824497,8.215936183346,7.642415011303,7.991660844586,8.451069835535,8.728912407373,8.50789381495
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",0.294353858902,0.294498238075,0.289314296491,0.276976879053,0.266154646103,0.255148589074,0.256855702369,0.252848484947,0.248662312537,0.258253573862,0.242707128485,0.232814433413,0.24267423336,0.23599078692,0.224940307932,0.229724077507,0.233133582555,0.238134672997,0.242933229254,0.232661737267,0.206388498222,0.195066901561
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,0.393297562143,0.397686625131,0.398042196691,0.412649352448,0.413151618566,0.435866613242,0.448647880097,0.407582683387,0.428433965687,0.459779543452,0.458844462117,0.470411633442,0.482020498088,0.518861301123,0.533903387097,0.549526750033,0.539854803265,0.550525283628,0.581272299729,0.574361986712,0.551418104474,0.597418942571
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,54.848807131207,54.825340852957,54.855523082078,54.695239021078,55.105951162374,55.541099463127,56.479441175572,56.956561885507,57.388445221547,57.423815781345,57.913529233884,57.763157320306,57.945537267477,58.374331023995,58.729783254125,59.269579195019,59.637310908653,59.786968562954,59.561031304401,59.186023382271,59.314507502847,59.896947759459
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,8.168097476914,8.187465397823,8.250266898108,8.418070105852,8.433985461811,8.438661420187,8.153100910065,8.569011722489,8.873368275718,8.999132166416,8.863284111909,8.996520649115,9.114088048293,9.209283981685,9.215898397447,9.382025772954,9.242659494787,9.274941970363,9.476850822973,9.662872175987,9.728761120189,9.707703137232
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,9.220427073464,9.18860771914,9.318042069639,9.317929419558,9.299820476208,9.172432578968,8.612879480148,9.115104384677,9.421118515575,9.33521043032,9.41488348737,9.382801732202,9.196076278731,9.026871612055,9.07754278344,9.271104915865,9.241121856145,9.235180964766,9.479564677207,9.722422624333,9.835484458367,10.037427992172
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",6.057264322298,6.094974474807,6.119655651719,6.07968615712,6.164486060351,6.096080221311,5.991177455581,6.201454541758,6.241380586431,6.273841325621,6.371350287407,6.463217695356,6.556711406922,6.643175111166,6.768618800137,6.840105995061,6.87793059616,6.145877788098,6.704428462203,7.22594378337,7.233361558838,7.457183554407
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,0.602955618267,0.649090304805,0.698592875509,0.732232333283,0.839164713063,0.884909480621,0.961835160363,0.944647169862,0.955295223654,1.009696046205,1.03088135836,1.050390093758,1.236072067554,1.390420441297,1.491114630837,1.535615397737,1.578681098546,1.582779906732,1.601192195538,1.740879254601,1.812920438949,1.843098959847
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,1.38101098139,1.584231196355,1.349000040658,1.445826118543,1.545574600293,1.806733266225,2.097719002829,2.437642210701,2.447977105027,2.503017165191,2.901878620479,2.901068623275,3.06179842268,3.385080175359,3.610012349535,3.667419843595,3.747643217841,3.833462072907,3.6830846085,3.779786447145,3.949138136853,3.984382319656
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,8.221920527858,8.253794056049,8.268341934583,8.241154652165,8.350210936391,8.551369895195,9.158141719471,8.987709071824,8.942138886801,8.854997930448,8.866586843971,8.843272830981,8.822251613739,8.838998617662,8.796286829275,8.771514277012,8.946642425743,9.725433211172,9.606767000817,9.532131432067,9.468652345174,9.4391371589
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",1.897423821471,1.902728054512,1.922955823258,1.888994377361,1.91516488305,1.960938475395,2.00332179291,1.895755805206,1.91490391702,1.885036394721,1.879117243772,1.846129980824,1.862791843266,1.87325013425,1.821824222563,1.802066174416,1.819969684609,1.957426673268,1.940787946732,1.993958776698,2.065570276003,2.315940515793
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,0.406763728907,0.403398374672,0.409301443103,0.447011807059,0.4415992964,0.472231135128,0.467072846644,0.46727261649,0.466402782827,0.49480107437,0.482074485076,0.51263260704,0.52268525791,0.506022393414,0.5031541948,0.524838441402,0.519613679322,0.609309476395,0.638566522195,0.636759179748,0.591758307656,0.640575594548
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",3.078144762926,3.078186836565,3.11941597636,3.085537373068,3.120654395144,3.155617219681,3.152989424571,3.029976447912,3.088220510535,3.106365050896,3.214634550861,3.129302302582,3.076161260907,3.059017773435,3.213883799624,3.282159902752,3.406951212255,3.584064367075,2.66009633336,1.005506117754,0.933739355849,0.882333523018
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,4.366410366649,4.266365985683,4.249443764636,4.048869207783,4.035636017565,4.040335432902,4.321524320832,4.11574652848,4.036881058155,3.949527868829,3.934712409735,3.858500016604,3.751892714079,3.720656616335,3.683406378123,3.631286505699,3.659110536847,3.885368180099,3.666571722835,3.577555355248,3.516025405089,3.476162601134
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,2.354948266754,2.302626034108,2.295566136608,2.354824193867,2.342734101074,2.346454149715,2.551555134151,2.445217024666,2.423656573365,2.396766107513,2.401879375386,2.336667213176,2.235960600491,2.25758837514,2.245407437528,2.265313338911,2.314954835262,2.485369321054,2.485130836622,2.374527664804,2.327558393609,2.309807030809
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",0.492460642459,0.481453415201,0.470205612403,0.470928636994,0.482577963229,0.482289694927,0.497607528037,0.49470808319,0.476750903397,0.474030354318,0.486265597641,0.468295669069,0.470136556906,0.479674003901,0.477786377613,0.477835620824,0.472909254112,0.30274713401,0.369703223318,0.493822911589,0.501379161051,0.508885579081
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,2.803297658507,2.800577141884,2.776974569523,2.678837638366,2.662733689693,2.608199622312,2.500827666996,2.395928608935,2.357598549153,2.392364738778,2.381545175752,2.345357685221,2.432140163202,2.428437619035,2.421241240327,2.415446320132,2.444711554674,1.600199115441,1.980297913539,2.316294246775,2.314899658918,2.242427151743
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,1.894553483045,1.873957352749,1.895412371938,1.874574722787,1.90749484746,1.920695812392,2.036488837609,1.962416979994,1.933572952396,1.927704009189,1.952477105479,1.921617709314,1.932868202852,1.93893239977,1.884820812027,1.864835065922,1.905899346731,1.779380555751,1.75808527816,1.738520251616,1.741306648809,1.742909139508
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",3.903128400298,3.757884508606,3.712347914032,3.610762277274,3.564113720642,3.604151058169,3.973199895365,3.893970689322,3.80917938149,3.821325118531,3.731958580685,3.707382511789,3.673902829945,3.616921769492,3.518785000848,3.538011622738,3.458512115618,3.785427825822,3.509903760402,3.385043160536,3.293952237494,3.308973501612
Contribución a la variación del estado en valores constantes|B.1bP---Producto interno bruto<C1>,NA,3.56544086222,2.113247235577,4.805013537019,2.077863883353,0.943331966922,-6.295250655299,4.971334683448,3.444045065322,3.553210641646,0.852101620043,2.503763460764,2.70232338096,1.772493375021,1.871728454483,1.972082115145,-0.392690442942,-8.35403460381,6.048483354349,3.709757110312,3.106796450736,1.350576305586
"Contribución a la variación del estado en valores constantes|D.21-D.31---Impuestos sobre los productos, netos",NA,0.186756753295,0.210545290293,0.338810539432,-0.026649116627,0.25783041654,-0.755463447286,-0.031281304395,0.037375776929,0.074121390453,-0.045907918684,0.1279598593,0.278893288586,0.119961526868,0.104457695004,0.128728781712,0.021810712217,-0.752532763176,0.580700873491,0.334175272002,0.228719829325,0.083294561212
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,NA,3.378684108925,1.902701945284,4.466202997587,2.10451299998,0.685501550382,-5.539787208013,5.002615987843,3.406669288393,3.479089251193,0.898009538727,2.375803601463,2.423430092374,1.652531848153,1.767270759479,1.843353333434,-0.414501155159,-7.601501840634,5.467782480857,3.37558183831,2.87807662141,1.267281744374
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,NA,0.082897561072,-0.101190011602,0.186710833056,0.137294496582,0.025611056305,-0.089281131569,0.08062505204,-0.078652331749,0.18562148635,0.094674183755,0.101198033686,0.059804882301,0.093321147699,0.105775894336,0.080697428826,0.009851948025,0.037177502046,0.085088185325,0.055340736889,-0.038970825883,0.012831882243
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",NA,0.082897561072,-0.101190011602,0.186710833056,0.137294496582,0.025611056305,-0.089281131569,0.08062505204,-0.078652331749,0.18562148635,0.094674183755,0.101198033686,0.059804882301,0.093321147699,0.105775894336,0.080697428826,0.009851948025,0.037177502046,0.085088185325,0.055340736889,-0.038970825883,0.012831882243
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",NA,0.076444108457,-0.103546585158,0.152284610682,0.103562558812,0.022622649882,-0.108879663553,0.060996233752,-0.091906508081,0.168254140941,0.121044079666,0.082540850834,0.033084134794,0.098220970343,0.081276526977,0.057884815393,-0.005420862259,-0.000981902011,0.060677410868,0.0355426705,-0.068847516315,-0.025111709324
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",NA,0.01273482046,0.004512181584,0.035750072967,0.02125733493,0.009098442139,0.022444066884,0.01703897089,0.014606038391,0.015155855642,-0.026062537552,0.014157405031,0.016265934383,-0.012161523707,0.020269774086,0.022841210039,0.022819912393,0.033645135526,0.020638452479,0.019284450207,0.028524077506,0.041292798411
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",NA,-0.001601005141,0.00185664119,-0.003402321646,0.00444974406,-0.001625453343,0.000568049357,0.001561645248,0.000324312616,-0.001381983388,0.002682967063,0.003319571697,0.007722791663,0.001584587878,-0.002967681157,-0.000597669065,-0.007449400483,-0.002086187251,0.003598229937,-0.002265946708,0.0010771227,0.000582629887
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",NA,-0.004680362704,-0.004012249217,0.002078471053,0.00802485878,-0.004484582373,-0.003413584257,0.001028202149,-0.001676174675,0.003593473155,-0.002990325422,0.001180206124,0.002732021461,0.005677113186,0.007197274431,0.000569072459,-0.000097701626,0.006600455782,0.000174092041,0.002779562891,0.000275490226,-0.003931836731
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,NA,1.364487720481,0.814476902672,1.811662586462,0.411479705322,-0.299194752692,-2.833325398175,1.613368910354,1.076954368385,1.217708071863,-0.179860218392,0.978724654586,0.615369461101,0.095735793823,0.20678057059,0.054015192687,-0.557894796453,-2.793712954663,2.006092489959,1.499591312817,0.945782312848,-0.13694437869
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,NA,0.123576725689,0.037716451342,-0.054998917119,-0.075722352234,-0.288180738594,-0.22203909601,0.116528473671,0.03595943131,0.104573323156,0.000206049233,-0.091969347605,-0.251033908382,-0.184968679785,-0.381334209364,-0.276310651989,-0.210701685557,-0.015901004023,0.103833129716,0.160798310547,0.017107044893,-0.271730078808
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,0.088058970039,-0.03674513953,-0.043905683616,-0.162877581201,-0.253648213889,-0.205185106178,-0.011801260465,-0.056284314943,-0.007190465548,-0.058677432368,-0.093845489155,-0.250090147403,-0.23400723742,-0.378898575596,-0.242203994606,-0.168698354077,0.009595551952,0.046889477051,0.123889225572,0.055734329891,-0.176338635406
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,NA,0.03551775565,0.074461590872,-0.011093233503,0.087155228967,-0.034532524706,-0.016853989832,0.128329734136,0.092243746253,0.111763788705,0.058883481601,0.00187614155,-0.000943760979,0.049038557635,-0.002435633768,-0.034106657382,-0.04200333148,-0.025496555975,0.056943652665,0.036909084975,-0.038627284999,-0.095391443402
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",NA,0.276569695198,0.099509079039,0.224588681722,0.114250904774,0.050686001535,-0.011313986007,0.051653122645,0.114264384367,0.026028429129,0.029794535288,0.112264610763,0.021551614734,-0.014496368899,0.084983856525,0.035930585185,-0.099547872485,-0.08033285928,-0.417480155478,0.004503967558,-0.03254233336,-0.029118788164
