Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023<R>,2024<P>
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",NA,8.22406011716,-15.192935201428,28.375582072422,15.241784088361,2.055171875946,-10.966507393497,31.187515381424,5.059839121839,12.130452410959,-3.574613547378,29.900575741983,2.714588551594,13.678639489327,27.798217428463,19.410742347203,15.651224436592,7.898380716628,12.386031767392,27.295170095494,5.787934405997,11.245509715466
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",NA,16.321813794129,0.646308470166,7.572718037119,0.732458113679,14.23881587675,2.54474242707,8.294092046938,4.78364739508,17.09075555707,19.231279684815,10.799408256343,1.617984093273,3.951661171595,6.964571733756,8.106341422705,7.54284243028,4.085902297659,10.791614612484,13.647226759426,14.757076887292,8.368105108481
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",NA,40.827706382052,-17.760695393943,-1.09270090839,244.37535653166,-49.59885592495,-48.114592462752,26.502818774941,-46.7628060688,22.31314271382,139.740599287417,-1.830428739442,7.98209501405,15.969217424632,18.156201078448,12.768666823696,18.267919035528,-19.586621778244,-44.743001077549,3.757297230158,53.970192135033,-43.153810867757
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",NA,11.506513611678,-56.380108504788,97.665191652986,-15.242278629714,8.385282587277,-54.063816379594,164.220985667014,-57.953459818166,339.177048236582,-76.710114995008,-1.227488454485,24.50002615142,-18.465407831605,16.089885873198,15.217629978813,3.829825194532,3.494368551366,8.05121321008,17.084386472671,-6.934478292285,3.622470196006
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,NA,7.054677436845,6.084079180903,9.047056605097,6.671504352888,7.344301775411,-0.408229937066,8.139032495034,9.15660022026,9.892510202966,4.036245355479,7.548147668339,11.797304736246,9.470970843848,8.278020499607,3.309849998841,4.074679865622,-2.95474920426,8.456360465482,18.141395561451,4.99759500373,0.123252071982
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,NA,0.903864947209,17.288406284242,2.324223983628,86.829973393166,12.699018995892,27.162857808472,60.669380031416,39.352830408331,-9.415769437157,56.34224443421,2.824743140361,-46.562595159723,55.405162468968,30.807431250781,-33.241669127843,-12.076375321539,58.660356885283,7.650913349349,-12.819183020623,-36.715792062045,-1.687772750556
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,NA,0.903864947209,17.288406284242,2.324223983628,86.829973393166,12.699018995892,27.162857808472,60.669380031416,39.352830408331,-9.415769437157,56.34224443421,2.824743140361,-46.562595159723,55.405162468968,30.807431250781,-33.241669127843,-12.076375321539,58.660356885283,7.650913349349,-12.819183020623,-36.715792062045,-1.687772750556
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",NA,8.595885465554,4.778909256025,18.036672341965,12.877969713464,6.857542383796,3.534330412981,1.659128447866,-3.68016919306,2.156187424351,9.065790408453,11.990893315489,-1.343571412792,6.383621886019,32.107344887156,11.849710006333,9.964183107911,4.29920479684,-6.414128590945,27.920995843847,9.75917289329,-18.131892060948
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,NA,21.988770767393,8.509021614344,7.247530411597,15.71095007151,25.060194955681,-12.391660523628,5.541422149065,23.488723868905,1.763515221046,-3.338464117881,-5.101428002186,18.825794759644,9.195432753641,18.948050948566,5.086025080739,-5.425229914925,-9.095648071057,16.822656876109,18.440496971829,2.759847432619,-5.22589103693
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,NA,3.531825753766,5.402784091976,9.140620450534,3.187055155918,1.764093121578,3.514030178249,8.415912569685,4.56316384386,14.084359044457,4.695191459808,11.41610731924,13.025432211403,8.804751479402,3.633776542089,3.524280273759,7.131811443996,-2.801911588815,7.271196329598,18.403274435189,6.263643456555,2.86106876275
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,NA,8.415540888025,4.753438527877,4.426891957816,12.22993580129,12.251357801374,10.989942038935,10.465538475945,9.788160137427,11.142500817299,8.158290227416,3.680803656478,7.458970199811,7.228835292251,4.348869556226,4.967515277852,5.27385174272,5.747838853148,8.647653171727,17.018732810066,1.150669500908,0.322057787276
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,NA,13.055744215695,20.471484669422,7.727448022051,3.261178634259,17.172195554811,12.374870609645,3.936251551842,-4.510620830227,13.224550107061,13.186223643709,25.159369728517,9.126272731103,8.210007621927,11.226463577841,10.842223942737,18.780326127008,-5.612380456457,13.546743691025,14.558736581136,3.340199044744,-1.561426350213
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",NA,5.243259429576,-4.090991953846,9.151001058453,-9.145640243986,-15.035131657276,-5.962616541327,8.374098770264,4.472104360386,9.025389542569,3.846054185878,9.348855436895,-0.821742208919,8.052790674541,-0.50721397428,11.571743031719,10.184716606328,-9.259542770362,18.277806681255,1.246315773404,-5.431853971922,0.200503650821
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",NA,1.265148607162,1.981155216253,1.856671284222,-2.624711214297,-8.432295395705,-0.02904082525,3.153547034055,1.208803377466,2.795758905479,-8.557442055229,0.434667229694,3.030764734214,-5.599186981217,-8.186298951822,-5.173191026502,-2.654905918292,-15.072637255284,11.035718409135,8.244748577482,5.346938818036,-14.716316230148
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,NA,8.664596967192,-12.620711232779,5.244486391912,12.170065470227,-3.482459750844,1.691666475956,-3.976773111347,4.275229892712,13.355871140898,-25.358455308969,4.42188043624,16.677493669771,3.10193437504,6.308785271163,3.465730103491,1.868388018871,-4.68005442748,11.547397309492,17.116906505966,-0.809238298722,-6.561232003959
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,NA,4.354397707121,10.937679837403,12.82975679775,9.162771963619,12.457115449537,14.885223076991,18.844202540047,23.90345635608,5.529626496535,-19.829371684229,2.336253342166,14.141276393664,17.329319442375,9.231749966082,1.855569842082,1.419354578204,2.727463710502,15.526203872317,12.517630650768,-3.322707456781,-5.913203346318
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,NA,15.712372818512,10.849571842732,6.511275506521,-5.299920001068,2.760509485214,-9.298648793006,2.631712358352,6.441896682436,16.868775070349,1.198421458072,3.604008362098,12.540640726811,11.238043709075,6.064152326241,5.442315783637,7.043272961369,-2.34830443523,13.178578027081,26.772246278643,12.27725001236,1.734446948087
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,NA,7.191003889104,5.94391761582,8.719860711206,0.5776478083,1.976349134155,8.813255166902,-2.682342261178,6.317355705969,13.598731502041,-4.404803037489,6.938366538364,14.794204176015,14.292160546073,10.793788594974,3.404262942905,7.973388781622,2.060976536594,13.752067035265,-7.163670032893,-2.824013266608,-2.25628786148
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,NA,40.162007012974,-13.383638045411,9.863629597589,1.900410902681,16.095877760749,-11.02300953821,17.349173695735,12.104770234603,8.727105823822,-10.378564786224,10.606843150559,13.403122573015,3.928576263247,5.450166950124,2.017819347515,-2.139575862842,-3.787993450537,23.391325573263,4.939219470832,-8.598506914852,-3.860326300655
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",NA,-12.132746133348,5.556612033318,15.290883510447,1.906543041597,-11.446935628797,4.179175836511,9.40590611775,-2.265712086667,21.025875044498,8.889243998645,20.793588054546,19.678402006333,10.631466805955,0.106337782726,0.468305520192,7.484007409248,-8.167140911668,-4.238690326131,24.59078865928,14.35401145492,10.1092155008
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",NA,8.318229794033,3.900932391588,2.038053350566,2.289712426361,2.346299674935,-3.152469058888,12.80597217155,17.526534903095,3.927135034075,1.893327769852,-3.262315834956,15.465741011935,6.935195882785,-2.197573094143,-3.221237455722,2.069386128844,-0.6500039611,19.464376839168,9.579706223937,-2.517532003613,-5.250398707674
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,NA,9.694819801596,17.144175622111,12.231671987092,13.385205100699,-4.193626409906,12.50286132668,3.121234346542,5.062351617965,9.259994996485,7.530663906582,12.828606538906,12.467829575514,7.611467929856,1.575394609314,-0.042310846179,0.125800063431,-11.337232080634,30.702429684127,5.164134083683,4.356607812348,2.841519623841
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,NA,10.090762325562,8.504146517847,9.476413133096,9.963345906975,9.067637022647,-0.597725312342,10.466652402916,7.69089696423,9.193918579543,4.741357465944,5.498663083695,7.637353000356,11.012797934532,7.292320730168,8.484723967693,4.48658933041,-3.441676617527,10.461610981493,11.103861270938,6.553168906335,7.043635623205
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,NA,12.812935109249,7.479140609187,11.915686666747,11.155742149512,10.154629746329,-3.087127214353,13.719491272147,13.576260195123,11.398487625323,3.765310479763,9.11405042818,13.285725088865,16.497880923223,7.266133105811,13.264004632394,3.461526061307,-1.845530261797,13.774462838393,15.941710716779,1.991169018014,3.843592613653
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,NA,15.942824613965,6.850022678878,7.509153309494,9.336973649663,11.176221331212,-9.271164256169,16.91862721212,11.27131672175,14.501349613894,2.989011709476,2.5802472452,4.444676322188,17.107222337288,6.81191103827,11.426481989928,0.814031348828,-2.542369936909,13.726320765345,12.236090235429,2.63468555459,7.480876628601
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",NA,3.712381896753,13.49042927483,9.6513205666,11.356691726275,3.515587549645,-2.322284387468,23.201241841275,3.068387862401,7.241624653975,2.036319516483,8.794656837238,8.694981112946,11.221071025451,5.548971378169,11.879578054502,5.225282833327,-12.384568521698,24.165115380214,21.702178525586,9.622743418324,10.101892409959
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,NA,19.011961995834,19.551823434084,18.653444938203,20.379917136515,6.77680504761,5.856420526314,5.460799588605,-3.399064327791,5.781143172112,5.273089204257,0.865936414489,-3.024178380381,-5.20209170746,2.845944691215,9.613327030752,2.915688295233,-12.639638590696,6.875796299029,6.127957085068,8.57682240708,4.702557780178
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,NA,19.345140964653,31.061260539996,7.438035609305,16.097254398273,12.169095983294,2.994638916986,5.025317045903,-0.694795991793,6.01762332541,15.583797411382,3.351076490966,3.979114123097,15.405654636286,16.469265371851,9.005605542834,8.016966607814,3.080249772457,2.965426809094,26.950085091303,20.791450094376,-0.417693538072
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,NA,8.57765828862,7.136964339598,9.765934771966,8.470618620928,9.492049207786,5.419483864826,6.649790832214,6.606017335689,5.523607225604,5.330053522939,5.926886820004,5.628914717683,5.152888193269,4.068027315405,4.984300298818,5.576448851303,4.125157238982,5.524345903902,5.357251769743,8.644544297569,8.949344176433
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",NA,1.996334538359,6.312023397594,6.150818802903,6.991400881548,14.335792586097,-11.544029553923,4.371248145027,7.189936271542,7.285274778779,8.444841030211,8.412565775048,4.135731851659,6.710700646452,15.023086688623,6.298122710223,1.221087314286,8.940327656109,10.791787740828,10.904038512518,9.325220615346,30.233385919184
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,NA,19.698760785827,3.847523329011,8.90888624366,1.519480596625,20.768263070127,-3.743719688564,1.85833937344,7.841809808069,7.715606713925,-4.147683040443,5.321297171591,7.528938818681,25.281176276952,16.959867371516,8.365671861335,7.187510026185,4.24049991711,18.989726746023,14.35787199207,2.88776668014,7.864640278179
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",NA,11.611471447975,8.742658287526,15.340184422659,11.407993816308,13.007796968176,-7.062612984433,1.354248432224,7.950182607621,5.403130634643,4.353906807205,0.403795999699,4.016685977152,8.029938922304,11.106655045725,5.310065457725,5.704760559331,-1.633165776401,-17.298638265207,-59.121621900593,3.397423414703,3.712190700023
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,NA,9.200345116654,8.627368873392,6.59139585395,9.842455374571,6.83296710777,6.077239217745,8.173208689031,5.875817907585,11.853643063766,7.695518610548,4.691717838198,5.29970472996,5.950537288732,1.724967854982,4.173172361236,3.69844992693,0.08117845263,2.983208894465,7.788109683912,8.710476379478,5.357797284991
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,NA,6.82765528933,-1.660068266348,4.459819545833,10.104747471922,11.20692739076,5.880356142669,6.221851883647,13.746071419644,10.537510066807,9.027531489024,6.070831806458,5.681732150756,10.852423299124,9.345441510369,13.688346212562,12.047035783576,1.865504212949,10.136865244035,7.044299435581,6.331074803106,4.899768219312
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",NA,6.685991961866,5.926106902762,10.89622542324,13.373803559438,7.048810505361,0.377842049814,5.865707723417,4.775696731754,5.465570089499,9.209892840184,3.79001020213,4.973580034236,7.797013752655,7.37854087791,6.113385906757,3.113912536513,-40.833065664644,31.717722903675,48.788857625632,11.166707156209,7.251578529959
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,NA,4.277255321143,1.521949446947,7.134475976553,-0.146294487987,4.318096203884,1.072282915086,5.394019537271,6.161370974537,4.095299880289,3.469797599016,2.233442769832,33.734011925414,12.451256455,16.081671904986,-4.464579948425,5.568128040443,-43.450158131594,48.098947362842,36.662176776673,-1.585089361882,3.326049622681
Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,NA,8.883557607536,7.549867161006,6.595117570265,8.457482811067,5.803885789554,2.034343767638,4.819219933759,3.393986751506,8.4024013131,3.729362839583,5.265535139548,4.766155605536,9.18790278696,5.808292411328,4.909557394948,6.706483293398,-5.264459322768,9.832151294913,14.076655528521,15.044551528363,10.954816336646
"Variación porcentual anual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",NA,9.524097139021,8.598004513211,8.911631011186,10.638771537919,6.694088025675,12.830369910807,13.468795721453,7.306161602477,14.703763999213,1.202051336991,3.800574906996,1.315549502584,5.019820374666,5.433460458113,3.39914808726,6.592982721626,5.226015932306,2.845409485211,5.391457998277,7.408705207248,5.735962613355
Estructura porcentual en valores corrientes|B.1bP---Producto interno bruto<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos",5.266940156619,4.82591376979,4.68502472597,4.346518132275,4.29890363052,3.239391501147,4.780177888311,4.772041555026,4.020585171146,3.69676017996,4.61795452919,6.309517736898,6.762176776415,6.914762732232,6.311043454214,6.290166221358,6.71855451456,7.003615448571,6.80021490558,5.682688876251,6.864162876265,7.199682633448
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,94.733059843381,95.17408623021,95.31497527403,95.653481867725,95.70109636948,96.760608498853,95.219822111689,95.227958444974,95.979414828854,96.30323982004,95.38204547081,93.690482263102,93.237823223585,93.085237267768,93.688956545786,93.709833778642,93.28144548544,92.99638455143,93.19978509442,94.317311123749,93.135837123735,92.800317366552
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,4.92585162024,5.099984567715,4.341655769279,4.691209709941,4.599954638799,4.63426018202,4.343668872803,4.747515260256,4.543492635712,4.972481134711,4.902649581072,5.331106358791,4.998876817476,4.881290730568,5.303279511695,5.638490384602,5.988499855546,6.51065802997,6.623026497447,7.137503214756,7.249325290005,7.551918475498
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",4.92585162024,5.099984567715,4.341655769279,4.691209709941,4.599954638799,4.63426018202,4.343668872803,4.747515260256,4.543492635712,4.972481134711,4.902649581072,5.331106358791,4.998876817476,4.881290730568,5.303279511695,5.638490384602,5.988499855546,6.51065802997,6.623026497447,7.137503214756,7.249325290005,7.551918475498
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",2.151547071498,2.141944272453,1.703869558354,2.000415693082,2.120996572428,2.01746890272,1.781394532816,2.120920978602,2.081833912147,2.13093336706,1.947737650501,2.327375404439,2.190062846581,2.25231912045,2.680083456147,2.987441233993,3.281641943903,3.627198648303,3.716248624227,4.201855882294,4.130007226867,4.353679369204
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",2.487512572238,2.661705135543,2.512776934077,2.472051773775,2.291061434221,2.43939591248,2.480821665298,2.438215997098,2.386989713354,2.551369576509,2.883585142654,2.93896981228,2.736047965617,2.573058257361,2.562613879557,2.586080258115,2.641588089107,2.816580894186,2.844789943631,2.871663260897,3.061868331766,3.144207001655
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",0.008021505616,0.010391482024,0.008015914274,0.007250749309,0.022973369428,0.010791876215,0.005553183738,0.00637549797,0.003171130593,0.003540686452,0.008046337731,0.007266078018,0.007188028863,0.007541313888,0.008296542358,0.008733598764,0.009810740283,0.008081561949,0.0040710242,0.003751861515,0.005367313629,0.002891222193
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",0.278770470888,0.285943677695,0.116993362574,0.211491493775,0.164923262722,0.166603490604,0.075899490951,0.182002786586,0.071497879619,0.28663750469,0.063280450186,0.057495064054,0.065577976415,0.048372038869,0.052285633633,0.05623529373,0.055459082253,0.058796925532,0.057916905389,0.06023221005,0.052082417744,0.051140882446
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,31.308677418417,30.832153670395,30.679637005222,30.596070134134,30.027820309321,30.04240301724,29.672762106878,29.12140473772,29.699366141938,29.793086051929,29.381188718655,29.066798674022,29.77052836088,29.483564718734,29.724454720523,28.665748239187,28.336744460246,28.170169516426,27.852588981315,29.227531184141,28.513137330018,27.052231369286
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,0.182364763059,0.169270867843,0.186223056233,0.174266292969,0.299550249426,0.314645616196,0.396809280225,0.578611157874,0.753333807624,0.622931473762,0.923178790193,0.873189201905,0.427475984879,0.600996083734,0.731977374703,0.456153258796,0.380941206838,0.619143902312,0.607617680458,0.470517523459,0.276658917319,0.257736156692
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,0.182364763059,0.169270867843,0.186223056233,0.174266292969,0.299550249426,0.314645616196,0.396809280225,0.578611157874,0.753333807624,0.622931473762,0.923178790193,0.873189201905,0.427475984879,0.600996083734,0.731977374703,0.456153258796,0.380941206838,0.619143902312,0.607617680458,0.470517523459,0.276658917319,0.257736156692
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",1.219619696278,1.218347826459,1.197405668966,1.29258690174,1.34238991513,1.336951726786,1.372776895904,1.266537955593,1.139774088999,1.062878623519,1.098857622814,1.13200680912,1.023133807472,0.984694894283,1.211217810275,1.264633743214,1.320862485282,1.411249570841,1.204024141535,1.368048493125,1.395133732291,1.082315138252
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,5.667180963231,6.359462758869,6.472654414978,6.348501167402,6.758579146464,7.877825732135,6.844656752309,6.556113774643,7.564124071403,7.026692700881,6.438339205851,5.620286261173,6.118249317657,6.044023203596,6.693866569581,6.566435324512,5.898567492059,5.492833666719,5.849848388657,6.154167282277,5.875790051069,5.276903103263
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,24.23951199585,23.085072217224,22.823353865045,22.780715772022,21.627300998301,20.512979942123,21.05851917844,20.72014184961,20.242134173912,21.080583253768,20.920813099797,21.441316401823,22.201669250872,21.853850537121,21.087392965964,20.378525912664,20.736373276066,20.646942376555,20.191098770665,21.23479788528,20.96555462934,20.435276971079
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,5.335681367165,5.321265402593,5.228526960521,4.993363558328,5.155984969543,5.394300173157,5.937704630822,5.952744874598,6.106011758711,6.194953025864,6.351364428879,6.057456336644,5.963359247074,5.784915779091,5.620544455426,5.507328209529,5.506847628423,5.965402892146,5.908554064466,6.141310705865,5.771694738315,5.486847948282
Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,1.607337099785,1.671602818855,1.888919723104,1.86097850333,1.768024077363,1.930832529147,2.151858288088,2.029796891584,1.810891842163,1.871687468783,2.008149791628,2.311981619338,2.311381885452,2.262734568238,2.343340178317,2.424645354568,2.735484925148,2.644932414372,2.737854387524,2.78588398869,2.674889480115,2.495136417781
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",0.232226344126,0.224822238579,0.202252924937,0.201894281213,0.168763891224,0.133644405461,0.124638202065,0.122588163925,0.119655796641,0.119086246345,0.11722515272,0.117912528891,0.107135755196,0.104728504485,0.097017502885,0.101044333826,0.105748669463,0.098297188201,0.105990133931,0.095316730094,0.083750523777,0.079520769927
"Estructura porcentual en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",1.078318018134,1.004477837696,0.960851849194,0.895050197603,0.801873556943,0.684352855602,0.678506165551,0.635199036288,0.600638242327,0.563622593322,0.488546562159,0.451351106585,0.426029273269,0.363839339568,0.311036063686,0.275327466344,0.254568811638,0.221471605146,0.22418257002,0.215542613815,0.21097383003,0.170497367683
