Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023<R>,2024<P>
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,1.70848953112,1.815736367092,1.970710771088,1.947611878821,1.927117929777,2.152862284119,2.260661921811,2.186361898914,1.994822118553,2.134734477271,2.269605240072,2.389067109299,2.368173766513,2.31167190916,2.386695854578,2.424645354568,2.689286621315,2.50906756684,2.622885506212,2.645537075432,2.473553529801,2.347463892632
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",0.189375395627,0.193286254978,0.172828484757,0.173127346082,0.148478046442,0.120283611677,0.114153913541,0.109110704467,0.102541165885,0.109638760176,0.106044518815,0.110795083863,0.105773544802,0.106737234652,0.092481177383,0.101044333826,0.107392222127,0.103030160091,0.109003820306,0.100867734555,0.091349514204,0.088498424555
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",0.840235028287,0.803901822581,0.779437864935,0.730234287194,0.672605150418,0.574919779374,0.58659114684,0.561172583035,0.510153682268,0.47337017923,0.417086737618,0.397410980436,0.372467064505,0.330568722539,0.292182780534,0.275327466344,0.255059845091,0.228852277953,0.237490051865,0.229892339681,0.227381852687,0.181502982889
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,0.28069772722,0.282410062916,0.226230366621,0.219911162927,0.22688973241,0.213765965638,0.206875984251,0.173503677729,0.162156970702,0.179673708196,0.126681772314,0.128711551601,0.132793048741,0.123492773944,0.119251465251,0.12157176548,0.115837982442,0.115940937993,0.115185720732,0.114655579396,0.107302456171,0.100761930105
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,0.349047148659,0.334569680767,0.341846734728,0.358792769407,0.365104512417,0.376668795048,0.428224764286,0.471930781223,0.547921999389,0.510801706344,0.367383968974,0.370400374524,0.39565131602,0.432223694737,0.446352694724,0.423543597314,0.407173677277,0.437247519503,0.456750609952,0.448150157835,0.397450943822,0.366360955842
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,3.186080241436,3.161352238127,3.213188447909,3.155353096411,2.856618480559,2.731014617598,2.583898311487,2.486903985632,2.428555680036,2.525528132946,2.350331356007,2.343718001908,2.404453139806,2.440926131477,2.487444621182,2.556235364988,2.608516819646,2.666626612705,2.825659653415,3.039736656953,3.147648899082,3.221077576394
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,0.316202860577,0.325883107725,0.339716297738,0.346628197926,0.319229060605,0.309022655515,0.320870412504,0.317583071105,0.332649918139,0.346097062077,0.299996513311,0.289658992036,0.291612763436,0.317992687956,0.319920202233,0.299411831575,0.293674467662,0.297084573675,0.311827252667,0.249145187472,0.224004620674,0.209993548424
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,1.849542296953,2.014050686077,1.785672042842,1.696677722813,1.575506099274,1.487926011276,1.426586628405,1.574554424729,1.575346238077,1.523479249039,1.32876699835,1.431508976414,1.435802878557,1.374117486599,1.353612218925,1.252392578682,1.172264820303,1.156779361046,1.185862564825,1.097190076742,1.016717898048,0.951325916386
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",7.400587905571,6.135620556169,6.301657615994,6.894895697195,6.775733130443,5.691753854903,5.789257654502,6.009289794739,5.514778687577,5.924232829948,6.513832308663,7.394651423902,7.598757106015,7.266324897481,7.106480892716,6.851932217587,6.979366050684,6.346132374991,6.407269015623,7.334809458616,8.534271406913,8.819364238508
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",0.435797848775,0.46008457814,0.449978099563,0.423717324553,0.399212994418,0.387775528514,0.383886333823,0.395829701106,0.408811942515,0.38406459013,0.350901932346,0.331567337952,0.348752246175,0.340609829596,0.308632778604,0.291162048746,0.281346465555,0.294013232243,0.319028199647,0.305645571851,0.258820343628,0.24301100888
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,0.266880454511,0.258853348459,0.280559725914,0.285484968848,0.293191943587,0.257139079051,0.278099544541,0.262170237972,0.274476006343,0.277131025816,0.286261504804,0.297263126567,0.297527191093,0.289090302794,0.272855325142,0.273931144025,0.26244144651,0.233471265162,0.272791071791,0.250035567497,0.240560010314,0.250943965206
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,57.300798329396,57.493173698363,57.321901299675,57.105683879271,57.219144736922,57.296816824535,58.318931348104,58.429277371516,59.089261977974,58.759204098918,58.918804934953,58.101521674482,57.643477999602,58.538496195857,58.465145156502,59.405595154854,59.408665751414,59.405117175967,59.652219318049,58.86290516556,59.04019685769,59.633011156365
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,11.015352974106,11.069177812048,11.096825818159,11.420093526873,11.554510790337,11.493961487726,11.223072545377,11.752278403815,12.33383965676,12.40840465943,12.36195935194,12.815721768281,12.961643622059,13.375969749362,13.159146184233,13.871255684659,13.834567591941,14.09554116393,14.340757590157,14.563303091664,14.689387422421,14.57646865944
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,9.617562625521,9.823226758934,9.906013591551,9.767407320185,9.531237576202,9.363398109681,9.034820669261,9.434070591807,9.691513166717,9.421758526617,9.380949254443,9.02244697889,8.547559889862,8.737243199124,8.514432158219,8.772189227088,8.607882447394,8.548789412443,8.625700019244,8.780423514285,8.99589294883,9.179217139143
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",5.482413058854,5.548390558775,5.505869823764,5.458589475482,5.448810943531,5.220764436398,5.251008870257,5.359961387335,5.335205616826,5.300649916017,5.375690515849,5.452493358976,5.58089925479,5.703386567257,5.800525305649,5.945030563035,5.893736044349,5.271419614109,5.892878537542,6.433963392701,6.446024820992,6.694765374111
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,0.287638001021,0.317093479221,0.346987943551,0.373471583172,0.430986616999,0.456786137551,0.50736983265,0.49254031547,0.500278058237,0.560915073431,0.56934925162,0.580358014016,0.664843620398,0.787288206495,0.829588900832,0.883448182564,0.904004877772,0.878238276781,0.883376017482,0.914260179234,0.985964250028,1.015208706046
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,1.207369803558,1.443866463249,1.235353733985,1.308360834097,1.36138041961,1.632917586156,1.855384186612,2.11240529239,2.023158787702,2.059493085244,2.348544717767,2.279100910929,2.387666979454,2.569895460772,2.841490890005,2.871145553399,2.988206902837,3.1534625204,3.145098601642,3.253823235225,3.395632537458,3.314208042748
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,8.984230632565,9.017770924131,9.031550785042,8.926683312168,8.960474075352,9.075439221309,9.855417099267,9.605059193136,9.626174375814,9.542391922909,9.471303376347,9.369198218176,9.273731403385,9.206510860661,9.165447641892,9.120756290216,9.231049878981,10.139670884731,9.903184918965,9.604349201955,9.73614824243,10.001121681131
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",1.854496795142,1.711076286474,1.761914062153,1.740377896981,1.792018952427,1.994355912948,1.789792022959,1.736189126002,1.796870476314,1.725395686234,1.728838369565,1.796368754719,1.794296506062,1.7211348442,1.794243075921,1.799448449834,1.700959841162,1.880866343329,1.961376612687,1.948385926628,1.961530641413,2.257323781994
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,0.022441467069,0.021287409103,0.019911663391,0.020336996958,0.020360461067,0.019648233015,0.021739714813,0.021825384116,0.022135796526,0.022383933909,0.02103122404,0.021610921503,0.022028327703,0.023383000415,0.023890605905,0.023098491214,0.023787360819,0.026084576163,0.027399394498,0.029352889327,0.028529084442,0.029245906363
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",3.356159105305,3.455075866104,3.461533001494,3.645289373201,3.778990696253,3.972386060499,3.753424682401,3.498567708405,3.545865150333,3.406413396798,3.420284212435,3.196690164924,3.083135081242,3.073062111136,3.225747738439,3.211287196029,3.284319683634,3.453021344814,2.658216833006,0.981597998917,0.940777106277,0.917618831898
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,4.016669107507,3.973064782613,3.890834880621,3.670650302509,3.64644177608,3.54325180794,3.838447444989,3.691524984035,3.599039011131,3.545672607374,3.546540707916,3.368256831603,3.206799749729,3.171638616189,3.05017395828,2.939833449542,2.873788628896,3.02735410931,2.830043229524,2.784091055534,2.725495978725,2.699982154858
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,2.281316291662,2.218830953424,2.082938520714,2.097925672056,2.083323966736,2.023808340875,2.204202305376,2.066215912864,2.097959578547,2.113072757434,2.088764836155,2.00437525364,1.847499122781,1.930058481522,1.9200479852,2.008978203149,2.12134091588,2.129743262559,2.168088900946,2.099005515718,2.023924551415,1.978612350617
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",0.648812974559,0.642910342734,0.631607893304,0.629919370792,0.646755842351,0.640437468639,0.656702415074,0.640915687799,0.6272878661,0.618657469038,0.625077028588,0.602084586542,0.601155992783,0.610130677995,0.614457297961,0.607409443518,0.598081236684,0.378220936339,0.457327257978,0.624865642252,0.635723945341,0.646160496454
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,2.937291620863,2.726618501885,2.870998537119,2.810408547535,2.743373668564,2.6893517785,2.665049944992,2.483190638779,2.469338540881,2.451123020614,2.528312319756,2.329250014219,2.562326489521,2.540668932252,2.528022852047,2.486402831145,2.47811013126,1.478746448738,2.050712676844,2.342443314376,2.029824840553,1.938408637599
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,2.744626673389,2.771895458389,2.783190333189,2.680111827342,2.708186444411,2.713282621918,2.883703286826,2.732489586526,2.655970014631,2.673639924003,2.626161194568,2.562607243001,2.509061109656,2.548212751543,2.50932081377,2.479214456222,2.500388882028,2.381099419571,2.303893160933,2.227528604073,2.238289036153,2.194859777767
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",2.844417198275,2.75288810128,2.696370711636,2.556057839919,2.512292507003,2.45702762138,2.778796327251,2.802043159037,2.764625881455,2.909232119863,2.825998573964,2.700958655063,2.600830850176,2.539912736933,2.48860974815,2.38609713324,2.368441327778,2.56285886275,2.4041655666,2.27551160367,2.207051451212,2.189809616194
Contribución a la variación del estado en valores constantes|B.1bP---Producto interno bruto<C1>,NA,2.865122771928,2.241912008776,5.110403692379,2.994002487754,2.021107324804,-6.572202233673,5.944097192469,2.834951827307,3.867707255194,1.710030415571,3.538441690719,3.7702131588,3.053197982327,1.892205170391,2.695299654293,0.737883946666,-8.087406603908,5.434906161155,4.967287796865,2.896956584441,0.780589605919
"Contribución a la variación del estado en valores constantes|D.21-D.31---Impuestos sobre los productos, netos",NA,0.174210953471,0.363813292405,0.360101034233,-0.034929393206,0.520276151006,-0.879364374083,0.04009762695,-0.284198323527,0.303240184737,-0.02712027708,0.304765505243,0.353184574652,0.02943714527,0.085070631184,0.1827905773,0.268014303736,-1.042528034231,0.649939499068,0.466670065513,0.220612081966,-0.029575677106
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,NA,2.690911818457,1.878098716371,4.750302658146,3.02893188096,1.500831173798,-5.69283785959,5.903999565519,3.119150150834,3.564467070457,1.737150692651,3.233676185476,3.417028584148,3.023760837057,1.807134539207,2.512509076993,0.469869642931,-7.044878569677,4.784966662086,4.500617731352,2.676344502475,0.810165283025
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,NA,0.657641512992,-0.256951594224,0.361211434308,0.445691254356,0.129496662441,-0.770015268174,0.52671217495,-0.006644445533,0.553945016444,-0.005606546975,0.716043406471,-0.209862975334,0.093894405203,0.093353048758,0.20493800058,0.134923192667,0.152136750791,-0.065548342889,0.255130342749,-0.049195429605,0.145654146342
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",NA,0.657641512992,-0.256951594224,0.361211434308,0.445691254356,0.129496662441,-0.770015268174,0.52671217495,-0.006644445533,0.553945016444,-0.005606546975,0.716043406471,-0.209862975334,0.093894405203,0.093353048758,0.20493800058,0.134923192667,0.152136750791,-0.065548342889,0.255130342749,-0.049195429605,0.145654146342
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",NA,0.548035047891,-0.158240500478,0.128637919026,0.362845288269,0.133975746504,-0.766535132313,0.340910141855,0.040919070366,0.367624667832,0.076334621663,0.690177671844,-0.259557703422,0.029628631266,0.036178252305,0.110480053164,0.06717995469,0.064100563205,-0.135338320043,0.215911736715,-0.143272131952,0.067278153271
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",NA,0.087364309812,0.006837429221,0.161443511061,0.093025919738,0.001510586805,0.059275021117,0.091874624574,0.04017994558,-0.007428836586,0.099341684373,0.027456147137,0.038092053511,0.077125334131,0.051447170178,0.089443780012,0.067595134548,0.091120182881,0.071361018936,0.036184532295,0.098805479787,0.079959182086
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",NA,0.002339686017,-0.002026543575,-0.000071459061,0.016058434349,-0.012813396069,-0.003303362771,0.000450329288,-0.002055428465,0.000413554316,0.004905762191,0.000657234007,-0.000184671656,0.001066358772,0.000738777236,-0.000811291806,-0.000673705281,-0.003080317,-0.001716097018,-0.000733671474,0.001291148392,-0.000992581605
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",NA,0.019902469271,-0.103521979392,0.071201463282,-0.026238388,0.006823725201,-0.059451794207,0.093477079233,-0.085688033013,0.193335630882,-0.186188615202,-0.002247646518,0.011787346233,-0.013925918966,0.004988849039,0.00582545921,0.00082180871,-0.000003678295,0.000145055235,0.003767745214,-0.006019925833,-0.000590607411
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,NA,0.193644924563,1.021216120386,1.686977666718,0.756637152057,0.135632262024,-2.112099006271,1.793848331337,0.790657877723,1.067945933041,0.575626918712,1.279027573603,1.911653241632,0.247552050862,0.680852030277,-0.234037722779,-0.106491153804,-2.389133375473,1.361370719912,2.110911635923,0.837879369615,-0.393792248775
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,NA,-0.027992168172,0.021102951854,-0.019848362115,0.067022754548,0.039878172942,0.044768974521,0.208122751749,0.137167166686,0.055254680235,0.26236053549,-0.08433822807,-0.26387461868,0.1161403446,0.064859511329,-0.243931291117,-0.054074910498,0.185997375772,-0.013095729484,0.022040684677,-0.22620754047,0.02653629805
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,NA,-0.027992168172,0.021102951854,-0.019848362115,0.067022754548,0.039878172942,0.044768974521,0.208122751749,0.137167166686,0.055254680235,0.26236053549,-0.08433822807,-0.26387461868,0.1161403446,0.064859511329,-0.243931291117,-0.054074910498,0.185997375772,-0.013095729484,0.022040684677,-0.22620754047,0.02653629805
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",NA,0.116713959505,0.002468519183,0.237997971821,0.139311679149,-0.020804840809,-0.027125187832,0.037943511311,-0.054091435011,0.028623722036,0.027427743716,0.071687513673,0.037283261825,0.008930501146,0.07437020198,0.01154823363,-0.010986332864,0.068261676309,-0.273569617759,-0.011701662931,-0.04305450555,0.005238315764
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,NA,0.613801583342,0.426539904651,0.154370789703,0.776970044557,1.000847229217,-1.169013579663,0.334323429861,0.94723171603,-0.30879033903,-0.135423502144,-0.523441149104,0.965087378115,0.012427963667,0.398920917333,-0.364741118079,-0.591061059652,-0.759458485761,0.212187549368,0.173953658389,-0.044289744418,-0.600232246146
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,NA,-0.508878450112,0.571104744698,1.31445726731,-0.226667326196,-0.884288299326,-0.960729213298,1.213458638416,-0.239649569982,1.292857869799,0.42126214165,1.815119437103,1.173157220372,0.110053241449,0.142701399634,0.363086452788,0.549631149209,-1.883933941794,1.435848517786,1.926618955788,1.151431160053,0.174665383556
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,NA,0.076028204785,0.139418803599,0.114306337615,-0.01977737264,0.083184946088,-0.091679680375,0.179382712238,0.063843275662,0.199805763858,0.146587758811,0.199340375487,0.312271031665,0.059891717417,0.003198484892,0.276975420641,0.136514021875,0.063816542279,0.152509879993,0.189097399086,-0.236308861528,-0.017562893219
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,NA,0.159269912103,0.199156005432,0.076431937101,0.037204009715,0.26925601166,-0.04077563563,0.055659453354,-0.13498753425999999,0.222477638974,0.17368170272,0.203997615842,0.068391856182,0.014078062735,0.120185127781,0.103300957849,0.284485081005,-0.383137550572,0.256369305349,0.154063009529,-0.100325773779,-0.10776557802
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",NA,0.009448747857,-0.016583107667,0.009146367612,-0.020203863236,-0.025763373879,-0.013632124191,0.001442437246,-0.003662545925,0.011338100572,-0.001780847835,0.008670984486,-0.001033650957,0.004222588945,-0.012506123649,0.011286604024,0.007140318268,-0.012694530008,0.011897915561,-0.003125695082,-0.006871864584,-0.002160280145
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",NA,-0.013300431523,-0.006989646551,-0.011885657765,-0.03749132184,-0.086065625271,-0.026880588989,0.007938079948,-0.03655628963,-0.018474930272,-0.049151131539,-0.005613601367,-0.010901113653,-0.0318054244,-0.032857244325,-0.009434413942,-0.018385575602,-0.044715781378,0.021545135373,0.003821701951,0.004076666559,-0.044462076379
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,NA,0.009803730718,-0.051107810538,0.004919144496,0.013771653716,-0.008803327182,-0.020486289445,-0.023059079285,-0.006749635023,0.024465990541,-0.050825639045,0.00658416249,0.009088078137,-0.005529795915,-0.001984826302,0.005597023604,-0.004879033161,-0.009273659526,0.005505018572,0.005165131268,-0.004244617655,-0.005753988914
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,NA,-0.004891635781,0.014940956959,0.035281793614,0.017242981194,0.019177163239,0.023412171714,0.071758041254,0.0915245429,-0.017363978389,-0.137135359759,0.016122806825,0.040167839476,0.049769023844,0.022574908755,-0.011393328296,-0.013365450837,-0.005288142542,0.04432705749,0.013660455986,-0.039185232726,-0.028230212439
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,NA,0.065848619566,0.12387306746,0.103415929649,-0.213207387479,-0.070407126483,-0.316935328655,0.050829664134,0.010500078032,0.194652487741,-0.135005395885,0.076317740793,0.151388146572,0.110999299067,0.093586045438,0.137688946762,0.071529281516,-0.157551143718,0.312604991307,0.365069471556,0.199098264166,0.098572074071
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,NA,0.019017198278,0.021449330488,0.024626000414,-0.017841411306,-0.003960725563,-0.00924049543,0.015590105015,0.024497311966,0.026833165118,-0.040970517142,-0.00008810674,0.012948194179,0.036088870853,0.007981060885,-0.012438324596,-0.003570387161,-0.020616331417,0.03169019756,-0.050306306702,-0.01865125019,-0.012371884438
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,NA,0.222213413969,-0.188345447269,-0.002287239035,-0.074000931732,-0.057507506397,-0.155097541129,0.241560841678,0.04545212031,0.007056728409,-0.171989930865,0.153395088492,0.058426731204,-0.019730864582,0.00510785272,-0.0674639074,-0.071477804458,-0.109038909695,0.093533721378,-0.034171899293,-0.051018302601,-0.057966030441
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",NA,-1.089174287648,0.307314678669,0.945595085497,0.083703051737,-0.968942821469,-0.282977921283,0.577230166214,-0.338169787987,0.63858612535,0.700987992412,1.142474544105,0.49059502243,-0.110576923375,-0.02537480588,-0.069868569756,0.178933454764,-1.146471204481,0.409365699124,1.291881538155,1.446696085754,0.353935872149
"Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",NA,0.037468717383,-0.000018365526,-0.004607109211,-0.01255188315,-0.003600106294,-0.029118980898,0.035471869434,0.024571863044,-0.009892858369,-0.027162128011,-0.007602277475,0.030333611299,0.002257075866,-0.026137085597,-0.009623040165,-0.007739572788,-0.011111278873,0.042353850683,0.001799667396,-0.039327315237,-0.013912416071
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,NA,-0.000610639819,0.027996279642,0.019514677323,0.016485148824,-0.030855807775,0.002683201012,-0.000345652815,0.020087030928,0.013373636266,0.014025637788,0.021520104164,0.011481473835,0.000389610993,-0.011071995082,0.008459084061,-0.009553184212,-0.047851951865,0.054145745397,-0.010335518062,-0.002506638125,0.012342797401
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,NA,1.839625380902,1.113834190208,2.70211355712,1.826603474546,1.235702249333,-2.810723585145,3.583439059232,2.335136718644,1.942576120972,1.167130320914,1.238605205402,1.715238317851,2.682314380992,1.032929460173,2.541608799192,0.441437604068,-4.807881944995,3.489144285064,2.13457575268,1.887660562465,1.058303385458
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,NA,0.3709703721,0.276429076721,0.906880589984,0.480359603975,0.171755994928,-1.008491966863,1.22777270909,0.931219665671,0.554485769936,0.164947957389,0.907239258356,0.634603447213,0.822720965808,0.032174479348,1.085981406941,0.065394960633,-0.878990154959,1.024623144051,0.9459466788,0.551629506904,0.000863636285
Contribución a la variación del estado en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,NA,0.487111640222,0.304870940917,0.360547672974,0.049195746162,0.021404858525,-0.922364126254,0.960020247729,0.532192304524,0.094651398,0.119607813346,-0.039248250129,-0.152625861304,0.456448642328,-0.061700515378,0.49419385478,-0.100790596967,-0.750468394447,0.545709308591,0.590872400779,0.476076547655,0.254976205207
