Año,Unnamed: 0,sector_economico_1,sector_economico_2,ta,HWES1
2010-06-30,1497,2.0,21.0,16584,16296.16767939815
2010-07-31,1498,2.0,21.0,16503,16308.16069275656
2010-08-31,1499,2.0,21.0,16517,16316.278997225038
2010-09-30,1500,2.0,21.0,16595,16324.642372340662
2010-10-31,1501,2.0,21.0,16544,16335.907273493136
2010-11-30,1502,2.0,21.0,16431,16344.577803764256
2010-12-31,1503,2.0,21.0,16468,16348.178728607412
2011-01-31,1504,2.0,21.0,16533,16353.171281582103
2011-02-28,1505,2.0,21.0,16836,16360.664144849516
2011-03-31,1506,2.0,21.0,16923,16380.469805480787
2011-04-30,1507,2.0,21.0,17005,16403.07523025242
2011-05-31,1508,2.0,21.0,16917,16428.155428991904
2011-06-30,1509,2.0,21.0,17004,16448.523952783908
2011-07-31,1510,2.0,21.0,16972,16471.66878808458
2011-08-31,1511,2.0,21.0,16938,16492.51592191439
2011-09-30,1512,2.0,21.0,17144,16511.07775850129
2011-10-31,1513,2.0,21.0,16920,16537.44951856374
2011-11-30,1514,2.0,21.0,16698,16553.38912195692
2011-12-31,1515,2.0,21.0,16744,16559.414575208713
2012-01-31,1516,2.0,21.0,16903,16567.10563457502
2012-02-29,1517,2.0,21.0,16792,16581.101233134395
2012-03-31,1518,2.0,21.0,17026,16589.888681753797
2012-04-30,1519,2.0,21.0,17045,16608.059986680724
2012-05-31,1520,2.0,21.0,17062,16626.265820569028
2012-06-30,1521,2.0,21.0,16981,16644.42141137865
2012-07-31,1522,2.0,21.0,16879,16658.445519237874
2012-08-31,1523,2.0,21.0,16805,16667.63528926963
2012-09-30,1524,2.0,21.0,16713,16673.358818883396
2012-10-31,1525,2.0,21.0,16725,16675.010534763256
2012-11-30,1526,2.0,21.0,16521,16677.09342914812
2012-12-31,1527,2.0,21.0,16705,16670.589536266947
2013-01-31,1528,2.0,21.0,16727,16672.02330558916
2013-02-28,1529,2.0,21.0,16795,16674.31400118961
2013-03-31,1530,2.0,21.0,16825,16679.34258447338
2013-04-30,1531,2.0,21.0,16971,16685.411643453655
2013-05-31,1532,2.0,21.0,16741,16697.311158309756
2013-06-30,1533,2.0,21.0,16641,16699.131526713518
2013-07-31,1534,2.0,21.0,16460,16696.709379767122
2013-08-31,1535,2.0,21.0,16320,16686.84648894349
2013-09-30,1536,2.0,21.0,16344,16671.561218570845
2013-10-31,1537,2.0,21.0,16305,16657.91283446373
2013-11-30,1538,2.0,21.0,16083,16643.20813302774
2013-12-31,1539,2.0,21.0,16126,16619.86612748492
2014-01-31,1540,2.0,21.0,16073,16599.288372173047
2014-02-28,1541,2.0,21.0,16208,16577.35968999917
2014-03-31,1542,2.0,21.0,16382,16561.969702915874
2014-04-30,1543,2.0,21.0,16485,16554.47096529438
2014-05-31,1544,2.0,21.0,16544,16551.576341740445
2014-06-30,1545,2.0,21.0,16722,16551.260660834592
2014-07-31,1546,2.0,21.0,16610,16558.374799966485
2014-08-31,1547,2.0,21.0,16545,16560.525849967882
2014-09-30,1548,2.0,21.0,16663,16559.878939552553
2014-10-31,1549,2.0,21.0,16660,16564.17565040453
2014-11-30,1550,2.0,21.0,16424,16568.168331637677
2014-12-31,1551,2.0,21.0,16404,16562.161317819442
2015-01-31,1552,2.0,21.0,16280,16555.5712629103
2015-02-28,1553,2.0,21.0,16438,16544.089126955703
2015-03-31,1554,2.0,21.0,16686,16539.668746665884
2015-04-30,1555,2.0,21.0,16885,16545.765882221473
2015-05-31,1556,2.0,21.0,16955,16559.90063712891
2015-06-30,1557,2.0,21.0,16994,16576.36311058187
2015-07-31,1558,2.0,21.0,17159,16593.76464764096
2015-08-31,1559,2.0,21.0,17133,16617.31612065592
2015-09-30,1560,2.0,21.0,17239,16638.802948961922
2015-10-31,1561,2.0,21.0,17364,16663.811159421843
2015-11-30,1562,2.0,21.0,17259,16692.98569444593
2015-12-31,1563,2.0,21.0,17304,16716.569623844018
2016-01-31,1564,2.0,21.0,17530,16741.045889517183
2016-02-29,1565,2.0,21.0,17661,16773.91897745397
2016-03-31,1566,2.0,21.0,17783,16810.88068672672
2016-04-30,1567,2.0,21.0,17916,16851.385658113108
2016-05-31,1568,2.0,21.0,18151,16895.74458902506
2016-06-30,1569,2.0,21.0,18108,16948.046897815682
2016-07-31,1570,2.0,21.0,18063,16996.378277073363
2016-08-31,1571,2.0,21.0,18100,17040.82084886197
2016-09-30,1572,2.0,21.0,17992,17084.953313492722
2016-10-31,1573,2.0,21.0,18043,17122.746925430525
2016-11-30,1574,2.0,21.0,17827,17161.090803537587
2016-12-31,1575,2.0,21.0,17857,17188.837020056857
2017-01-31,1576,2.0,21.0,17945,17216.677144221158
2017-02-28,1577,2.0,21.0,18251,17247.023929878607
2017-03-31,1578,2.0,21.0,18274,17288.856266133665
2017-04-30,1579,2.0,21.0,18339,17329.90392171143
2017-05-31,1580,2.0,21.0,18526,17371.94959164012
2017-06-30,1581,2.0,21.0,18536,17420.035025321784
2017-07-31,1582,2.0,21.0,18699,17466.533565933376
2017-08-31,1583,2.0,21.0,18699,17517.886334019488
2017-09-30,1584,2.0,21.0,18777,17567.099403435343
2017-10-31,1585,2.0,21.0,18797,17617.511928292202
2017-11-30,1586,2.0,21.0,18694,17666.65726461336
2017-12-31,1587,2.0,21.0,18784,17709.46321192114
2018-01-31,1588,2.0,21.0,19028,17754.23557809109
2018-02-28,1589,2.0,21.0,19131,17807.30909567063
2018-03-31,1590,2.0,21.0,19312,17862.46288335102
2018-04-30,1591,2.0,21.0,19545,17922.860263211398
2018-05-31,1592,2.0,21.0,19521,17990.449418910925
2018-06-30,1593,2.0,21.0,19592,18054.222359789637
2018-07-31,1594,2.0,21.0,19707,18118.296428131736
2018-08-31,1595,2.0,21.0,19898,18184.492410292914
2018-09-30,1596,2.0,21.0,19814,18255.88855986404
2018-10-31,1597,2.0,21.0,20008,18320.809869869707
2018-11-30,1598,2.0,21.0,19594,18391.10945862514
2018-12-31,1599,2.0,21.0,19547,18441.229897849094
2019-01-31,1600,2.0,21.0,19529,18487.30365210538
2019-02-28,1601,2.0,21.0,19413,18530.70766660099
2019-03-31,1602,2.0,21.0,19610,18567.469847159282
2019-04-30,1603,2.0,21.0,19771,18610.908603527645
2019-05-31,1604,2.0,21.0,19966,18659.245745047327
2019-06-30,1605,2.0,21.0,20084,18713.69383900369
2019-07-31,1606,2.0,21.0,20158,18770.7899290452
2019-08-31,1607,2.0,21.0,20187,18828.59034866832
2019-09-30,1608,2.0,21.0,20294,18885.19075080714
2019-10-31,1609,2.0,21.0,20436,18943.891136190177
2019-11-30,1610,2.0,21.0,20067,19006.062338848922
2019-12-31,1611,2.0,21.0,20141,19050.26807473022
2020-01-31,1612,2.0,21.0,20371,19095.715238283126
2020-02-29,1613,2.0,21.0,20505,19148.852103354664
2020-03-31,1614,2.0,21.0,20413,19205.358265714887
2020-04-30,1615,2.0,21.0,20240,19255.676671310102
2020-05-31,1616,2.0,21.0,20305,19296.69014333885
2020-06-30,1617,2.0,21.0,20449,19338.703054033063
2020-07-31,1618,2.0,21.0,20517,19384.965426781688
2020-08-31,1619,2.0,21.0,20581,19432.133533999116
2020-09-30,1620,2.0,21.0,20817,19480.00297008249
2020-10-31,1621,2.0,21.0,20902,19535.711179662387
2020-11-30,1622,2.0,21.0,20775,19592.63988050979
2020-12-31,1623,2.0,21.0,20872,19641.904885488548
2021-01-31,1624,2.0,21.0,21057,19693.158848593193
2021-02-28,1625,2.0,21.0,21328,19749.985563235143
2021-03-31,1626,2.0,21.0,21398,19815.736164767015
2021-04-30,1627,2.0,21.0,21745,19881.66382456839
2021-05-31,1628,2.0,21.0,21545,19959.30283187804
2021-06-30,1629,2.0,21.0,20977,20025.373547216455
2021-07-31,1630,2.0,21.0,22711,20065.024649415773
2021-08-31,1631,2.0,21.0,23239,20175.273622356784
2021-09-30,1632,2.0,21.0,23647,20302.92888809192
2021-10-31,1633,2.0,21.0,23795,20442.265184421423
2021-11-30,1634,2.0,21.0,23605,20581.962468403864
2021-12-31,1635,2.0,21.0,23800,20707.922365553706
2022-01-31,1636,2.0,21.0,23877,20836.758933655638
2022-02-28,1637,2.0,21.0,24195,20963.43564475332
2022-03-31,1638,2.0,21.0,24426,21098.084159555267
2022-04-30,1639,2.0,21.0,24776,21236.7473195738
2022-05-31,1640,2.0,21.0,25049,21384.216181258224
2022-06-30,1641,2.0,21.0,25371,21536.91550703913
2022-07-31,1642,2.0,21.0,25657,21696.66902757917
2022-08-31,1643,2.0,21.0,26088,21861.682818096706
2022-09-30,1644,2.0,21.0,26441,22037.77936734268
2022-10-31,1645,2.0,21.0,26724,22221.2468937034
2022-11-30,1646,2.0,21.0,26425,22408.861606465758
2022-12-31,1647,2.0,21.0,26701,22576.200706196352
2023-01-31,1648,2.0,21.0,26951,22748.06734343817
2023-02-28,1649,2.0,21.0,27268,22923.18953746158
2023-03-31,1650,2.0,21.0,27449,23104.223306734017
2023-04-30,1651,2.0,21.0,27612,23285.255668953432
2023-05-31,1652,2.0,21.0,27469,23465.53668274704
2023-06-30,1653,2.0,21.0,27654,23632.347654299247
2023-07-31,1654,2.0,21.0,27644,23799.91650203678
2010-02-28,1655,2.0,22.0,727,727.0
2010-03-31,1656,2.0,22.0,727,727.0
2010-04-30,1657,2.0,22.0,727,727.0
2010-05-31,1658,2.0,22.0,723,727.0
2010-06-30,1659,2.0,22.0,719,726.8333333333334
2010-07-31,1660,2.0,22.0,717,726.5069444444446
2010-08-31,1661,2.0,22.0,720,726.1108217592594
2010-09-30,1662,2.0,22.0,692,725.8562041859569
2010-10-31,1663,2.0,22.0,695,724.4455290115421
2010-11-30,1664,2.0,22.0,676,723.2186319693947
2010-12-31,1665,2.0,22.0,624,721.2511889706699
2011-01-31,1666,2.0,22.0,620,717.199056096892
2011-02-28,1667,2.0,22.0,619,713.1490954261883
2011-03-31,1668,2.0,22.0,615,709.2262164500971
2011-04-30,1669,2.0,22.0,600,705.3001240980097
2011-05-31,1670,2.0,22.0,594,700.9126189272594
2011-06-30,1671,2.0,22.0,585,696.457926471957
2011-07-31,1672,2.0,22.0,596,691.8138462022921
2011-08-31,1673,2.0,22.0,604,687.82160261053
2011-09-30,1674,2.0,22.0,609,684.3290358350913
2011-10-31,1675,2.0,22.0,610,681.1903260086292
2011-11-30,1676,2.0,22.0,609,678.2240624249363
2011-12-31,1677,2.0,22.0,616,675.339726490564
2012-01-31,1678,2.0,22.0,613,672.8672378867905
2012-02-29,1679,2.0,22.0,611,670.3727696415075
2012-03-31,1680,2.0,22.0,625,667.8989042397781
2012-04-30,1681,2.0,22.0,636,666.111449896454
2012-05-31,1682,2.0,22.0,681,664.8568061507684
2012-06-30,1683,2.0,22.0,700,665.5294392278198
2012-07-31,1684,2.0,22.0,732,666.9657125933273
2012-08-31,1685,2.0,22.0,737,669.6754745686054
2012-09-30,1686,2.0,22.0,777,672.4806631282469
2012-10-31,1687,2.0,22.0,794,676.8356354979032
2012-11-30,1688,2.0,22.0,824,681.717484018824
2012-12-31,1689,2.0,22.0,848,687.6459221847065
2013-01-31,1690,2.0,22.0,845,694.3273420936771
2013-02-28,1691,2.0,22.0,853,700.6053695064406
2013-03-31,1692,2.0,22.0,879,706.9551457770056
2013-04-30,1693,2.0,22.0,879,714.1236813696304
2013-05-31,1694,2.0,22.0,871,720.9935279792292
2013-06-30,1695,2.0,22.0,885,727.2437976467612
2013-07-31,1696,2.0,22.0,872,733.8169727448128
2013-08-31,1697,2.0,22.0,871,739.5745988804457
2013-09-30,1698,2.0,22.0,874,745.0506572604271
2013-10-31,1699,2.0,22.0,863,750.4235465412427
2013-11-30,1700,2.0,22.0,794,755.1142321020243
2013-12-31,1701,2.0,22.0,837,756.7344724311067
2014-01-31,1702,2.0,22.0,840,760.0788694131439
2014-02-28,1703,2.0,22.0,843,763.4089165209297
2014-03-31,1704,2.0,22.0,850,766.7252116658909
2014-04-30,1705,2.0,22.0,860,770.1949945131455
2014-05-31,1706,2.0,22.0,863,773.9368697417646
2014-06-30,1707,2.0,22.0,860,777.6478335025245
2014-07-31,1708,2.0,22.0,854,781.0791737732527
2014-08-31,1709,2.0,22.0,859,784.1175415327006
2014-09-30,1710,2.0,22.0,864,787.237643968838
2014-10-31,1711,2.0,22.0,859,790.4360754701365
2014-11-30,1712,2.0,22.0,843,793.2929056588808
2014-12-31,1713,2.0,22.0,804,795.3640345897609
2015-01-31,1714,2.0,22.0,810,795.7238664818542
2015-02-28,1715,2.0,22.0,806,796.3187053784436
2015-03-31,1716,2.0,22.0,826,796.7220926543418
2015-04-30,1717,2.0,22.0,836,797.9420054604109
2015-05-31,1718,2.0,22.0,848,799.5277552328938
2015-06-30,1719,2.0,22.0,860,801.5474320981899
2015-07-31,1720,2.0,22.0,863,803.9829557607654
2015-08-31,1721,2.0,22.0,863,806.4419992707336
2015-09-30,1722,2.0,22.0,863,808.7985826344532
2015-10-31,1723,2.0,22.0,866,811.0569750246843
2015-11-30,1724,2.0,22.0,868,813.3462677319892
2015-12-31,1725,2.0,22.0,917,815.6235065764896
2016-01-31,1726,2.0,22.0,947,819.8475271358026
2016-02-29,1727,2.0,22.0,920,825.1455468384776
2016-03-31,1728,2.0,22.0,901,829.0978157202078
2016-04-30,1729,2.0,22.0,902,832.0937400651991
2016-05-31,1730,2.0,22.0,894,835.0065008958159
2016-06-30,1731,2.0,22.0,898,837.4645633584902
2016-07-31,1732,2.0,22.0,904,839.9868732185531
2016-08-31,1733,2.0,22.0,893,842.6540868344467
2016-09-30,1734,2.0,22.0,898,844.7518332163448
2016-10-31,1735,2.0,22.0,912,846.9705068323304
2016-11-30,1736,2.0,22.0,905,849.68006904765
2016-12-31,1737,2.0,22.0,912,851.9850661706647
2017-01-31,1738,2.0,22.0,915,854.4856884135537
2017-02-28,1739,2.0,22.0,907,857.007118062989
2017-03-31,1740,2.0,22.0,929,859.0901548103644
2017-04-30,1741,2.0,22.0,946,862.0030650265993
2017-05-31,1742,2.0,22.0,933,865.5029373171576
2017-06-30,1743,2.0,22.0,924,868.3153149289427
2017-07-31,1744,2.0,22.0,909,870.6355101402368
2017-08-31,1745,2.0,22.0,899,872.2340305510603
2017-09-30,1746,2.0,22.0,895,873.3492792780995
2017-10-31,1747,2.0,22.0,897,874.251392641512
2017-11-30,1748,2.0,22.0,870,875.199251281449
2017-12-31,1749,2.0,22.0,896,874.9826158113887
2018-01-31,1750,2.0,22.0,910,875.8583401525808
2018-02-28,1751,2.0,22.0,1228,877.2809093128899
2018-03-31,1752,2.0,22.0,1260,891.8942047581861
2018-04-30,1753,2.0,22.0,1264,907.231946226595
2018-05-31,1754,2.0,22.0,1251,922.0972818004869
2018-06-30,1755,2.0,22.0,1256,935.8015617254667
2018-07-31,1756,2.0,22.0,1238,949.1431633202391
2018-08-31,1757,2.0,22.0,1205,961.1788648485625
2018-09-30,1758,2.0,22.0,1210,971.3380788132058
2018-10-31,1759,2.0,22.0,1197,981.2823255293222
2018-11-30,1760,2.0,22.0,1211,990.2705619656005
2018-12-31,1761,2.0,22.0,1282,999.4676218837005
2019-01-31,1762,2.0,22.0,1264,1011.239804305213
2019-02-28,1763,2.0,22.0,1265,1021.7714791258292
2019-03-31,1764,2.0,22.0,1255,1031.9060008289196
2019-04-30,1765,2.0,22.0,1245,1041.2015841277146
2019-05-31,1766,2.0,22.0,1252,1049.6931847890598
2019-06-30,1767,2.0,22.0,1265,1058.122635422849
2019-07-31,1768,2.0,22.0,1300,1066.7425256135637
2019-08-31,1769,2.0,22.0,1255,1076.461587046332
2019-09-30,1770,2.0,22.0,1153,1083.9006875860682
2019-10-31,1771,2.0,22.0,1165,1086.7798256033154
2019-11-30,1772,2.0,22.0,1153,1090.0389995365108
2019-12-31,1773,2.0,22.0,1187,1092.662374555823
2020-01-31,1774,2.0,22.0,1192,1096.5931089493301
2020-02-29,1775,2.0,22.0,1264,1100.5683960764416
2020-03-31,1776,2.0,22.0,1233,1107.3780462399234
2020-04-30,1777,2.0,22.0,1210,1112.61229431326
2020-05-31,1778,2.0,22.0,1213,1116.6701153835409
2020-06-30,1779,2.0,22.0,1239,1120.6838605758935
2020-07-31,1780,2.0,22.0,1252,1125.6136997185647
2020-08-31,1781,2.0,22.0,1293,1130.8797955636246
2020-09-30,1782,2.0,22.0,1310,1137.634804081807
2020-10-31,1783,2.0,22.0,1341,1144.816687245065
2020-11-30,1784,2.0,22.0,1312,1152.9909919431873
2020-12-31,1785,2.0,22.0,1322,1159.616367278888
2021-01-31,1786,2.0,22.0,1340,1166.382351975601
2021-02-28,1787,2.0,22.0,1344,1173.6164206432843
2021-03-31,1788,2.0,22.0,1346,1180.7157364498141
2021-04-30,1789,2.0,22.0,1349,1187.6025807644053
2021-05-31,1790,2.0,22.0,1352,1194.3274732325551
2021-06-30,1791,2.0,22.0,1450,1200.8971618478654
2021-07-31,1792,2.0,22.0,1292,1211.2764467708712
2021-08-31,1793,2.0,22.0,807,1214.6399281554181
2021-09-30,1794,2.0,22.0,729,1197.6549311489425
2021-10-31,1795,2.0,22.0,751,1178.1276423510699
2021-11-30,1796,2.0,22.0,743,1160.3306572531087
2021-12-31,1797,2.0,22.0,767,1142.9418798675624
2022-01-31,1798,2.0,22.0,768,1127.2776348730806
2022-02-28,1799,2.0,22.0,821,1112.3077334200357
2022-03-31,1800,2.0,22.0,831,1100.1699111942007
2022-04-30,1801,2.0,22.0,838,1088.9544982277757
2022-05-31,1802,2.0,22.0,842,1078.4980608016185
2022-06-30,1803,2.0,22.0,863,1068.6439749348845
2022-07-31,1804,2.0,22.0,883,1060.0754759792642
2022-08-31,1805,2.0,22.0,886,1052.6973311467948
2022-09-30,1806,2.0,22.0,908,1045.7516090156785
2022-10-31,1807,2.0,22.0,910,1040.0119586400251
2022-11-30,1808,2.0,22.0,882,1034.5947936966909
2022-12-31,1809,2.0,22.0,852,1028.236677292662
2023-01-31,1810,2.0,22.0,840,1020.8934824054679
2023-02-28,1811,2.0,22.0,839,1013.3562539719068
2023-03-31,1812,2.0,22.0,849,1006.0914100564107
2023-04-30,1813,2.0,22.0,841,999.5459346373937
2023-05-31,1814,2.0,22.0,842,992.9398540275023
2023-06-30,1815,2.0,22.0,838,986.6506934430231
2023-07-31,1816,2.0,22.0,843,980.4569145495637
2010-02-28,1817,2.0,23.0,5270,5270.0
2010-03-31,1818,2.0,23.0,5316,5270.0
2010-04-30,1819,2.0,23.0,5313,5271.916666666667
2010-05-31,1820,2.0,23.0,5312,5273.628472222223
2010-06-30,1821,2.0,23.0,5264,5275.22728587963
2010-07-31,1822,2.0,23.0,5220,5274.759482301311
2010-08-31,1823,2.0,23.0,5259,5272.477837205423
2010-09-30,1824,2.0,23.0,5342,5271.916260655197
2010-10-31,1825,2.0,23.0,5395,5274.83641646123
2010-11-30,1826,2.0,23.0,5338,5279.843232442013
2010-12-31,1827,2.0,23.0,5338,5282.266431090263
2011-01-31,1828,2.0,23.0,5323,5284.588663128169
2011-02-28,1829,2.0,23.0,5307,5286.18913549783
2011-03-31,1830,2.0,23.0,5294,5287.0562548520875
2011-04-30,1831,2.0,23.0,5340,5287.345577566583
2011-05-31,1832,2.0,23.0,5311,5289.539511834642
2011-06-30,1833,2.0,23.0,5397,5290.4336988415325
2011-07-31,1834,2.0,23.0,5442,5294.873961389802
2011-08-31,1835,2.0,23.0,5521,5301.00421299856
2011-09-30,1836,2.0,23.0,5561,5310.170704123621
2011-10-31,1837,2.0,23.0,5596,5320.621924785137
2011-11-30,1838,2.0,23.0,5488,5332.0960112524235
2011-12-31,1839,2.0,23.0,5535,5338.592010783573
2012-01-31,1840,2.0,23.0,5474,5346.775677000924
2012-02-29,1841,2.0,23.0,5523,5352.076690459218
2012-03-31,1842,2.0,23.0,5352,5359.198495023417
2012-04-30,1843,2.0,23.0,5316,5358.898557730775
2012-05-31,1844,2.0,23.0,5353,5357.111117825326
2012-06-30,1845,2.0,23.0,5331,5356.9398212492715
2012-07-31,1846,2.0,23.0,5345,5355.858995363886
2012-08-31,1847,2.0,23.0,5480,5355.406537223724
2012-09-30,1848,2.0,23.0,5535,5360.597931506069
2012-10-31,1849,2.0,23.0,5499,5367.864684359983
2012-11-30,1850,2.0,23.0,5428,5373.328655844984
2012-12-31,1851,2.0,23.0,5431,5375.60662851811
2013-01-31,1852,2.0,23.0,5423,5377.914685663189
2013-02-28,1853,2.0,23.0,5443,5379.793240427222
2013-03-31,1854,2.0,23.0,5446,5382.426855409422
2013-04-30,1855,2.0,23.0,5500,5385.075736434031
2013-05-31,1856,2.0,23.0,5864,5389.864247415947
2013-06-30,1857,2.0,23.0,5869,5409.619903773616
2013-07-31,1858,2.0,23.0,5481,5428.760741116383
2013-08-31,1859,2.0,23.0,5465,5430.9373769032
2013-09-30,1860,2.0,23.0,5516,5432.3566528655665
2013-10-31,1861,2.0,23.0,5480,5435.841792329501
2013-11-30,1862,2.0,23.0,5423,5437.681717649105
2013-12-31,1863,2.0,23.0,5380,5437.069979413725
2014-01-31,1864,2.0,23.0,5186,5434.692063604821
2014-02-28,1865,2.0,23.0,5215,5424.329894287953
2014-03-31,1866,2.0,23.0,5219,5415.607815359289
2014-04-30,1867,2.0,23.0,5244,5407.415823052652
2014-05-31,1868,2.0,23.0,5214,5400.606830425459
2014-06-30,1869,2.0,23.0,5199,5392.831545824398
2014-07-31,1870,2.0,23.0,5204,5384.755231415048
2014-08-31,1871,2.0,23.0,5240,5377.2237634394205
2014-09-30,1872,2.0,23.0,5278,5371.506106629445
2014-10-31,1873,2.0,23.0,5301,5367.610018853218
2014-11-30,1874,2.0,23.0,5281,5364.834601401001
2014-12-31,1875,2.0,23.0,5282,5361.341493009293
2015-01-31,1876,2.0,23.0,5301,5358.035597467239
2015-02-28,1877,2.0,23.0,5322,5355.659114239438
2015-03-31,1878,2.0,23.0,5326,5354.256651146128
2015-04-30,1879,2.0,23.0,5406,5353.079290681707
2015-05-31,1880,2.0,23.0,5391,5355.284320236636
2015-06-30,1881,2.0,23.0,5376,5356.77247356011
2015-07-31,1882,2.0,23.0,5372,5357.573620495105
2015-08-31,1883,2.0,23.0,5270,5358.1747196411425
2015-09-30,1884,2.0,23.0,5452,5354.500772989428
2015-10-31,1885,2.0,23.0,5531,5358.563240781536
2015-11-30,1886,2.0,23.0,5501,5365.748105748971
2015-12-31,1887,2.0,23.0,5422,5371.383601342764
2016-01-31,1888,2.0,23.0,5308,5373.492617953483
2016-02-29,1889,2.0,23.0,5275,5370.763758872088
2016-03-31,1890,2.0,23.0,5309,5366.773602252419
2016-04-30,1891,2.0,23.0,5323,5364.3663688252345
2016-05-31,1892,2.0,23.0,5220,5362.642770124184
2016-06-30,1893,2.0,23.0,5205,5356.699321369009
2016-07-31,1894,2.0,23.0,5339,5350.378516311967
2016-08-31,1895,2.0,23.0,5356,5349.904411465635
2016-09-30,1896,2.0,23.0,5348,5350.1583943212345
2016-10-31,1897,2.0,23.0,5379,5350.068461224516
2016-11-30,1898,2.0,23.0,5148,5351.273942006828
2016-12-31,1899,2.0,23.0,5342,5342.804194423211
2017-01-31,1900,2.0,23.0,5292,5342.770686322244
2017-02-28,1901,2.0,23.0,5217,5340.655241058817
2017-03-31,1902,2.0,23.0,5217,5335.502939348034
2017-04-30,1903,2.0,23.0,5365,5330.565316875199
2017-05-31,1904,2.0,23.0,5497,5332.0000953387325
2017-06-30,1905,2.0,23.0,5488,5338.875091366286
2017-07-31,1906,2.0,23.0,5520,5345.088629226025
2017-08-31,1907,2.0,23.0,5526,5352.376603008274
2017-09-30,1908,2.0,23.0,5620,5359.610911216263
2017-10-31,1909,2.0,23.0,5580,5370.460456582253
2017-11-30,1910,2.0,23.0,5457,5379.191270891326
2017-12-31,1911,2.0,23.0,5529,5382.433301270854
2018-01-31,1912,2.0,23.0,5381,5388.540247051235
2018-02-28,1913,2.0,23.0,5198,5388.226070090767
2018-03-31,1914,2.0,23.0,5112,5380.299983836985
2018-04-30,1915,2.0,23.0,5131,5369.120817843777
2018-05-31,1916,2.0,23.0,4945,5359.199117100287
2018-06-30,1917,2.0,23.0,4988,5341.940820554442
2018-07-31,1918,2.0,23.0,4985,5327.193286364673
2018-08-31,1919,2.0,23.0,4905,5312.935232766145
2018-09-30,1920,2.0,23.0,4817,5295.937931400889
2018-10-31,1921,2.0,23.0,4869,5275.9821842591855
2018-11-30,1922,2.0,23.0,4771,5259.024593248387
2018-12-31,1923,2.0,23.0,4721,5238.690235196371
2019-01-31,1924,2.0,23.0,4706,5217.119808729855
2019-02-28,1925,2.0,23.0,4693,5195.823150032778
2019-03-31,1926,2.0,23.0,4646,5174.87218544808
2019-04-30,1927,2.0,23.0,4611,5152.835844387743
2019-05-31,1928,2.0,23.0,4580,5130.259350871587
2019-06-30,1929,2.0,23.0,4593,5107.331877918605
2019-07-31,1930,2.0,23.0,4550,5085.90138300533
2019-08-31,1931,2.0,23.0,4582,5063.572158713441
2019-09-30,1932,2.0,23.0,4573,5043.506652100382
2019-10-31,1933,2.0,23.0,4566,5023.902208262866
2019-11-30,1934,2.0,23.0,4238,5004.8229495852465
2019-12-31,1935,2.0,23.0,4180,4972.871993352528
2020-01-31,1936,2.0,23.0,4259,4939.835660296173
2020-02-29,1937,2.0,23.0,4245,4911.467507783832
2020-03-31,1938,2.0,23.0,4251,4883.698028292839
2020-04-30,1939,2.0,23.0,4137,4857.335610447304
2020-05-31,1940,2.0,23.0,3923,4827.321626678667
2020-06-30,1941,2.0,23.0,4086,4789.641558900389
2020-07-31,1942,2.0,23.0,4099,4760.323160612873
2020-08-31,1943,2.0,23.0,3997,4732.76802892067
2020-09-30,1944,2.0,23.0,4006,4702.111027715642
2020-10-31,1945,2.0,23.0,4237,4673.106401560824
2020-11-30,1946,2.0,23.0,4230,4654.935301495791
2020-12-31,1947,2.0,23.0,4349,4637.229663933466
2021-01-31,1948,2.0,23.0,4341,4625.220094602905
2021-02-28,1949,2.0,23.0,4345,4613.377590661117
2021-03-31,1950,2.0,23.0,4327,4602.195191050238
2021-04-30,1951,2.0,23.0,4481,4590.728724756478
2021-05-31,1952,2.0,23.0,4496,4586.156694558292
2021-06-30,1953,2.0,23.0,5061,4582.400165618363
2021-07-31,1954,2.0,23.0,5090,4602.341825384265
2021-08-31,1955,2.0,23.0,4967,4622.660915993253
2021-09-30,1956,2.0,23.0,4997,4637.008377826867
2021-10-31,1957,2.0,23.0,5054,4652.008028750748
2021-11-30,1958,2.0,23.0,5025,4668.757694219466
2021-12-31,1959,2.0,23.0,4986,4683.601123626989
2022-01-31,1960,2.0,23.0,5009,4696.201076809198
2022-02-28,1961,2.0,23.0,4998,4709.234365275481
2022-03-31,1962,2.0,23.0,4968,4721.266266722336
2022-04-30,1963,2.0,23.0,5016,4731.5468389422385
2022-05-31,1964,2.0,23.0,4936,4743.3990539863125
2022-06-30,1965,2.0,23.0,4928,4751.42409340355
2022-07-31,1966,2.0,23.0,4927,4758.781422845068
2022-08-31,1967,2.0,23.0,4923,4765.7905302265235
2022-09-30,1968,2.0,23.0,4831,4772.340924800418
2022-10-31,1969,2.0,23.0,4792,4774.785052933735
2022-11-30,1970,2.0,23.0,4653,4775.50234239483
2022-12-31,1971,2.0,23.0,4610,4770.398078128379
2023-01-31,1972,2.0,23.0,4658,4763.71482487303
2023-02-28,1973,2.0,23.0,4702,4759.31004050332
2023-03-31,1974,2.0,23.0,4694,4756.922122149015
2023-04-30,1975,2.0,23.0,4774,4754.300367059473
2023-05-31,1976,2.0,23.0,4799,4755.121185098662
2023-06-30,1977,2.0,23.0,4728,4756.9494690528845
2023-07-31,1978,2.0,23.0,4680,4755.743241175681
2010-02-28,1979,2.0,24.0,12164,12164.0
2010-03-31,1980,2.0,24.0,12311,12164.000000000002
