Año,sector_economico_1,sector_economico_2,ta,asegurados
31/08/2019,6,61,66891,
30/09/2019,6,61,67077,
31/10/2019,6,61,67340,
30/11/2019,6,61,67911,
31/12/2019,6,61,67649,
31/01/2020,6,61,67821,
29/02/2020,6,61,67997,
31/03/2020,6,61,67859,
30/04/2020,6,61,67785,
31/05/2020,6,61,67413,
30/06/2020,6,61,67048,
31/07/2020,6,61,67321,
31/08/2020,6,61,67840,
30/09/2020,6,61,68330,
31/10/2020,6,61,68913,
30/11/2020,6,61,68905,
31/12/2020,6,61,68684,
31/01/2021,6,61,68889,
28/02/2021,6,61,69476,
31/03/2021,6,61,69907,
30/04/2021,6,61,70252,
31/05/2021,6,61,70686,
30/06/2021,6,61,71020,
31/07/2021,6,61,75762,
31/08/2021,6,61,76885,
30/09/2021,6,61,76606,
31/10/2021,6,61,77459,
30/11/2021,6,61,77795,
31/12/2021,6,61,76849,
31/01/2022,6,61,77267,
28/02/2022,6,61,77288,
31/03/2022,6,61,77423,
30/04/2022,6,61,77135,
31/05/2022,6,61,77058,
30/06/2022,6,61,77371,
31/07/2022,6,61,77524,
31/08/2022,6,61,78354,
30/09/2022,6,61,78693,
31/10/2022,6,61,79258,
30/11/2022,6,61,79770,
31/12/2022,6,61,79016,
31/01/2023,6,61,78690,78690
28/02/2023,6,61,79247,79247
31/03/2023,6,61,79957,79957
30/04/2023,6,61,80865,80865
31/05/2023,6,61,81592,81592
30/06/2023,6,61,82029,82029
31/07/2023,6,61,82689,82689
31/08/2023,6,61,83352,83352
30/09/2023,6,61,84099,84099
31/10/2023,6,61,85330,85330
30/11/2023,6,61,85613,85613
31/12/2023,6,61,84867,84867
31/01/2024,6,61,85365,85365
29/02/2024,6,61,85970,85970
31/03/2024,6,61,86469,86469
30/04/2024,6,61,88026,88026
31/05/2024,6,61,88182,88182
30/06/2024,6,61,88363,88363
31/07/2024,6,61,89145,89145
31/08/2024,6,61,89286,89286
30/09/2024,6,61,89597,89597
31/10/2024,6,61,91971,91971
30/11/2024,6,61,91989,91989
31/12/2024,6,61,92145,92145
31/01/2025,6,61,93664,93664
28/02/2025,6,61,94475,94475
31/03/2025,6,61,94198,94198
30/04/2025,6,61,96246,96246
31/05/2025,6,61,96570,96570
30/06/2025,6,61,97224,97224
31/07/2025,6,61,99340,99340
31/08/2025,6,61,98946,98946
30/09/2025,6,61,99715,99715
31/10/2025,6,61,100380,100380
30/11/2025,6,61,101465,101465
31/12/2025,6,61,101401,101401
31/01/2026,6,61,101548,101548
31/03/2010,6,62,42340,
30/04/2010,6,62,42434,
31/05/2010,6,62,42628,
30/06/2010,6,62,42908,
31/07/2010,6,62,43108,
31/08/2010,6,62,43166,
30/09/2010,6,62,43266,
31/10/2010,6,62,43616,
30/11/2010,6,62,44331,
31/12/2010,6,62,44167,
31/01/2011,6,62,43285,
28/02/2011,6,62,43006,
31/03/2011,6,62,43075,
30/04/2011,6,62,43470,
31/05/2011,6,62,44068,
30/06/2011,6,62,44422,
31/07/2011,6,62,45135,
31/08/2011,6,62,44994,
30/09/2011,6,62,45401,
31/10/2011,6,62,46308,
30/11/2011,6,62,47470,
31/12/2011,6,62,47760,
31/01/2012,6,62,46885,
29/02/2012,6,62,47314,
31/03/2012,6,62,47511,
30/04/2012,6,62,47371,
31/05/2012,6,62,47848,
30/06/2012,6,62,48469,
31/07/2012,6,62,48872,
31/08/2012,6,62,49181,
30/09/2012,6,62,49249,
31/10/2012,6,62,49898,
30/11/2012,6,62,50674,
31/12/2012,6,62,50818,
31/01/2013,6,62,49717,
28/02/2013,6,62,49985,
31/03/2013,6,62,50030,
30/04/2013,6,62,49999,
31/05/2013,6,62,50216,
30/06/2013,6,62,50150,
31/07/2013,6,62,50647,
31/08/2013,6,62,51899,
30/09/2013,6,62,52621,
31/10/2013,6,62,53287,
30/11/2013,6,62,54639,
31/12/2013,6,62,55450,
31/01/2014,6,62,54816,
28/02/2014,6,62,55045,
31/03/2014,6,62,55054,
30/04/2014,6,62,55471,
31/05/2014,6,62,56458,
30/06/2014,6,62,57259,
31/07/2014,6,62,57658,
31/08/2014,6,62,57718,
30/09/2014,6,62,57730,
31/10/2014,6,62,58269,
30/11/2014,6,62,59534,
31/12/2014,6,62,59409,
31/01/2015,6,62,58852,
28/02/2015,6,62,59413,
31/03/2015,6,62,60542,
30/04/2015,6,62,60872,
31/05/2015,6,62,61384,
30/06/2015,6,62,62273,
31/07/2015,6,62,62092,
31/08/2015,6,62,61595,
30/09/2015,6,62,61500,
31/10/2015,6,62,62242,
30/11/2015,6,62,63219,
31/12/2015,6,62,62633,
31/01/2016,6,62,61592,
29/02/2016,6,62,61731,
31/03/2016,6,62,61610,
30/04/2016,6,62,61366,
31/05/2016,6,62,61970,
30/06/2016,6,62,62718,
31/07/2016,6,62,62845,
31/08/2016,6,62,62609,
30/09/2016,6,62,63134,
31/10/2016,6,62,63567,
30/11/2016,6,62,63701,
31/12/2016,6,62,62777,
31/01/2017,6,62,62595,
28/02/2017,6,62,61735,
31/03/2017,6,62,61377,
30/04/2017,6,62,61991,
31/05/2017,6,62,62684,
30/06/2017,6,62,63286,
31/07/2017,6,62,64624,
31/08/2017,6,62,64701,
30/09/2017,6,62,64947,
31/10/2017,6,62,66180,
30/11/2017,6,62,67043,
31/12/2017,6,62,66590,
31/01/2018,6,62,65397,
28/02/2018,6,62,65627,
31/03/2018,6,62,65185,
30/04/2018,6,62,64838,
31/05/2018,6,62,65291,
30/06/2018,6,62,64927,
31/07/2018,6,62,65312,
31/08/2018,6,62,65144,
30/09/2018,6,62,65384,
31/10/2018,6,62,66167,
30/11/2018,6,62,66656,
31/12/2018,6,62,66889,
31/01/2019,6,62,65864,
28/02/2019,6,62,66092,
31/03/2019,6,62,65412,
30/04/2019,6,62,64631,
31/05/2019,6,62,65131,
30/06/2019,6,62,65650,
31/07/2019,6,62,65786,
31/08/2019,6,62,65667,
30/09/2019,6,62,65982,
31/10/2019,6,62,66600,
30/11/2019,6,62,67706,
31/12/2019,6,62,66539,
31/01/2020,6,62,66213,
29/02/2020,6,62,66734,
31/03/2020,6,62,66240,
30/04/2020,6,62,64063,
31/05/2020,6,62,62924,
30/06/2020,6,62,62638,
31/07/2020,6,62,62799,
31/08/2020,6,62,62995,
30/09/2020,6,62,63031,
31/10/2020,6,62,64290,
30/11/2020,6,62,65400,
31/12/2020,6,62,64177,
31/01/2021,6,62,63307,
28/02/2021,6,62,63369,
31/03/2021,6,62,63690,
30/04/2021,6,62,64356,
31/05/2021,6,62,64595,
30/06/2021,6,62,64695,
31/07/2021,6,62,67244,
31/08/2021,6,62,67249,
30/09/2021,6,62,67461,
31/10/2021,6,62,67355,
30/11/2021,6,62,68121,
31/12/2021,6,62,67643,
31/01/2022,6,62,67146,
28/02/2022,6,62,66880,
31/03/2022,6,62,66639,
30/04/2022,6,62,66446,
31/05/2022,6,62,66743,
30/06/2022,6,62,67725,
31/07/2022,6,62,67829,
31/08/2022,6,62,68068,
30/09/2022,6,62,68456,
31/10/2022,6,62,69447,
30/11/2022,6,62,70647,
31/12/2022,6,62,70017,
31/01/2023,6,62,69566,69566
28/02/2023,6,62,70037,70037
31/03/2023,6,62,70295,70295
30/04/2023,6,62,70524,70524
31/05/2023,6,62,70798,70798
30/06/2023,6,62,72337,72337
31/07/2023,6,62,72399,72399
31/08/2023,6,62,71794,71794
30/09/2023,6,62,71171,71171
31/10/2023,6,62,71864,71864
30/11/2023,6,62,73456,73456
31/12/2023,6,62,72632,72632
31/01/2024,6,62,71800,71800
29/02/2024,6,62,70824,70824
31/03/2024,6,62,71667,71667
30/04/2024,6,62,71855,71855
31/05/2024,6,62,72110,72110
30/06/2024,6,62,72242,72242
31/07/2024,6,62,72755,72755
31/08/2024,6,62,72095,72095
30/09/2024,6,62,72509,72509
31/10/2024,6,62,72419,72419
30/11/2024,6,62,72987,72987
31/12/2024,6,62,72327,72327
31/01/2025,6,62,70712,70712
28/02/2025,6,62,70940,70940
31/03/2025,6,62,70871,70871
30/04/2025,6,62,70678,70678
31/05/2025,6,62,70796,70796
30/06/2025,6,62,70994,70994
31/07/2025,6,62,72024,72024
31/08/2025,6,62,71236,71236
30/09/2025,6,62,71072,71072
31/10/2025,6,62,70858,70858
30/11/2025,6,62,71633,71633
31/12/2025,6,62,71151,71151
31/01/2026,6,62,69459,69459
31/03/2010,6,63,13033,
30/04/2010,6,63,13093,
31/05/2010,6,63,13173,
30/06/2010,6,63,13367,
31/07/2010,6,63,13468,
31/08/2010,6,63,13578,
30/09/2010,6,63,13607,
31/10/2010,6,63,13781,
30/11/2010,6,63,14082,
31/12/2010,6,63,13874,
31/01/2011,6,63,13601,
28/02/2011,6,63,13607,
31/03/2011,6,63,13523,
30/04/2011,6,63,13473,
31/05/2011,6,63,13376,
30/06/2011,6,63,13518,
31/07/2011,6,63,13643,
31/08/2011,6,63,13621,
30/09/2011,6,63,13361,
31/10/2011,6,63,13867,
30/11/2011,6,63,14157,
31/12/2011,6,63,14001,
31/01/2012,6,63,13699,
29/02/2012,6,63,13857,
31/03/2012,6,63,13606,
30/04/2012,6,63,13576,
31/05/2012,6,63,13595,
30/06/2012,6,63,13690,
31/07/2012,6,63,13645,
31/08/2012,6,63,13790,
30/09/2012,6,63,13763,
31/10/2012,6,63,14089,
30/11/2012,6,63,14209,
31/12/2012,6,63,14064,
31/01/2013,6,63,13619,
28/02/2013,6,63,13638,
31/03/2013,6,63,13760,
30/04/2013,6,63,13881,
31/05/2013,6,63,14164,
30/06/2013,6,63,13932,
31/07/2013,6,63,13916,
31/08/2013,6,63,13844,
30/09/2013,6,63,13811,
31/10/2013,6,63,13908,
30/11/2013,6,63,14107,
31/12/2013,6,63,13979,
31/01/2014,6,63,13591,
28/02/2014,6,63,13744,
31/03/2014,6,63,13944,
30/04/2014,6,63,13972,
31/05/2014,6,63,13990,
30/06/2014,6,63,14029,
31/07/2014,6,63,14135,
31/08/2014,6,63,14125,
30/09/2014,6,63,14473,
31/10/2014,6,63,14643,
30/11/2014,6,63,14613,
31/12/2014,6,63,14973,
31/01/2015,6,63,14393,
28/02/2015,6,63,14705,
31/03/2015,6,63,14705,
30/04/2015,6,63,14702,
31/05/2015,6,63,14169,
30/06/2015,6,63,14650,
31/07/2015,6,63,14670,
31/08/2015,6,63,14412,
30/09/2015,6,63,14503,
31/10/2015,6,63,14682,
30/11/2015,6,63,14669,
31/12/2015,6,63,14572,
31/01/2016,6,63,14618,
29/02/2016,6,63,14554,
31/03/2016,6,63,14657,
30/04/2016,6,63,14754,
31/05/2016,6,63,14802,
30/06/2016,6,63,14904,
31/07/2016,6,63,15107,
31/08/2016,6,63,15137,
30/09/2016,6,63,15401,
31/10/2016,6,63,15763,
30/11/2016,6,63,15929,
31/12/2016,6,63,15770,
31/01/2017,6,63,15443,
28/02/2017,6,63,15348,
31/03/2017,6,63,15241,
30/04/2017,6,63,15221,
31/05/2017,6,63,15150,
30/06/2017,6,63,15172,
31/07/2017,6,63,15436,
31/08/2017,6,63,15430,
30/09/2017,6,63,16997,
31/10/2017,6,63,17220,
30/11/2017,6,63,17296,
31/12/2017,6,63,17028,
31/01/2018,6,63,16888,
28/02/2018,6,63,17057,
31/03/2018,6,63,17149,
30/04/2018,6,63,17363,
31/05/2018,6,63,17544,
30/06/2018,6,63,17556,
31/07/2018,6,63,17710,
31/08/2018,6,63,17872,
30/09/2018,6,63,18116,
31/10/2018,6,63,18322,
30/11/2018,6,63,18335,
31/12/2018,6,63,17999,
31/01/2019,6,63,17765,
28/02/2019,6,63,17668,
31/03/2019,6,63,17871,
30/04/2019,6,63,17153,
31/05/2019,6,63,17110,
30/06/2019,6,63,17065,
31/07/2019,6,63,17159,
31/08/2019,6,63,17777,
30/09/2019,6,63,17702,
31/10/2019,6,63,18087,
30/11/2019,6,63,18588,
31/12/2019,6,63,18453,
31/01/2020,6,63,18180,
29/02/2020,6,63,18374,
31/03/2020,6,63,18423,
30/04/2020,6,63,17567,
31/05/2020,6,63,17370,
30/06/2020,6,63,17591,
31/07/2020,6,63,17898,
31/08/2020,6,63,18016,
30/09/2020,6,63,18273,
31/10/2020,6,63,18732,
30/11/2020,6,63,19075,
31/12/2020,6,63,18967,
31/01/2021,6,63,18507,
28/02/2021,6,63,18772,
31/03/2021,6,63,18476,
30/04/2021,6,63,18507,
31/05/2021,6,63,18613,
30/06/2021,6,63,18566,
31/07/2021,6,63,19400,
31/08/2021,6,63,19831,
30/09/2021,6,63,19673,
31/10/2021,6,63,19960,
30/11/2021,6,63,20104,
31/12/2021,6,63,19911,
31/01/2022,6,63,19663,
28/02/2022,6,63,19888,
31/03/2022,6,63,20212,
30/04/2022,6,63,20414,
31/05/2022,6,63,20603,
30/06/2022,6,63,20479,
31/07/2022,6,63,20623,
31/08/2022,6,63,20836,
30/09/2022,6,63,20883,
31/10/2022,6,63,20915,
30/11/2022,6,63,21079,
31/12/2022,6,63,20604,
31/01/2023,6,63,20200,20200
28/02/2023,6,63,20212,20212
31/03/2023,6,63,20233,20233
30/04/2023,6,63,20120,20120
31/05/2023,6,63,20217,20217
30/06/2023,6,63,20256,20256
31/07/2023,6,63,20458,20458
31/08/2023,6,63,20498,20498
30/09/2023,6,63,20253,20253
31/10/2023,6,63,20443,20443
30/11/2023,6,63,20712,20712
31/12/2023,6,63,20491,20491
31/01/2024,6,63,20360,20360
29/02/2024,6,63,20139,20139
31/03/2024,6,63,20343,20343
30/04/2024,6,63,20301,20301
31/05/2024,6,63,20211,20211
30/06/2024,6,63,20203,20203
31/07/2024,6,63,20278,20278
31/08/2024,6,63,20215,20215
30/09/2024,6,63,20352,20352
31/10/2024,6,63,20521,20521
30/11/2024,6,63,20688,20688
31/12/2024,6,63,20483,20483
31/01/2025,6,63,20074,20074
28/02/2025,6,63,20020,20020
31/03/2025,6,63,19319,19319
30/04/2025,6,63,19421,19421
31/05/2025,6,63,19181,19181
30/06/2025,6,63,19270,19270
31/07/2025,6,63,19659,19659
31/08/2025,6,63,24743,24743
30/09/2025,6,63,19214,19214
31/10/2025,6,63,19075,19075
30/11/2025,6,63,19518,19518
31/12/2025,6,63,20305,20305
31/01/2026,6,63,21688,21688
31/03/2010,6,64,33419,
30/04/2010,6,64,32582,
31/05/2010,6,64,32560,
30/06/2010,6,64,32665,
31/07/2010,6,64,33202,
31/08/2010,6,64,33592,
30/09/2010,6,64,34149,
31/10/2010,6,64,35696,
30/11/2010,6,64,37261,
31/12/2010,6,64,36762,
31/01/2011,6,64,35660,
28/02/2011,6,64,36353,
31/03/2011,6,64,38003,
30/04/2011,6,64,38006,
31/05/2011,6,64,38230,
30/06/2011,6,64,38069,
31/07/2011,6,64,38626,
31/08/2011,6,64,38890,
30/09/2011,6,64,39050,
31/10/2011,6,64,40675,
30/11/2011,6,64,42105,
31/12/2011,6,64,41487,
31/01/2012,6,64,40250,
29/02/2012,6,64,40392,
31/03/2012,6,64,40366,
30/04/2012,6,64,39965,
31/05/2012,6,64,40259,
30/06/2012,6,64,41121,
31/07/2012,6,64,41821,
31/08/2012,6,64,42147,
30/09/2012,6,64,42693,
31/10/2012,6,64,43917,
30/11/2012,6,64,44841,
31/12/2012,6,64,44408,
31/01/2013,6,64,42996,
28/02/2013,6,64,43168,
31/03/2013,6,64,43139,
30/04/2013,6,64,42008,
31/05/2013,6,64,41868,
30/06/2013,6,64,43156,
31/07/2013,6,64,43199,
31/08/2013,6,64,43705,
30/09/2013,6,64,43998,
31/10/2013,6,64,44466,
30/11/2013,6,64,45447,
31/12/2013,6,64,43521,
31/01/2014,6,64,43371,
28/02/2014,6,64,43739,
31/03/2014,6,64,43970,
30/04/2014,6,64,43629,
31/05/2014,6,64,43992,
30/06/2014,6,64,44353,
31/07/2014,6,64,44858,
31/08/2014,6,64,45107,
30/09/2014,6,64,45477,
31/10/2014,6,64,45863,
30/11/2014,6,64,47147,
31/12/2014,6,64,46376,
31/01/2015,6,64,44940,
28/02/2015,6,64,44946,
31/03/2015,6,64,45064,
30/04/2015,6,64,44940,
31/05/2015,6,64,44980,
30/06/2015,6,64,45352,
31/07/2015,6,64,45729,
31/08/2015,6,64,46173,
30/09/2015,6,64,46383,
31/10/2015,6,64,47425,
30/11/2015,6,64,48466,
31/12/2015,6,64,47637,
31/01/2016,6,64,46271,
29/02/2016,6,64,46435,
31/03/2016,6,64,46357,
30/04/2016,6,64,46419,
31/05/2016,6,64,46312,
30/06/2016,6,64,46656,
31/07/2016,6,64,46617,
31/08/2016,6,64,46857,
30/09/2016,6,64,47028,
31/10/2016,6,64,47929,
30/11/2016,6,64,48963,
31/12/2016,6,64,48000,
31/01/2017,6,64,48174,
28/02/2017,6,64,48047,
31/03/2017,6,64,47937,
30/04/2017,6,64,47426,
31/05/2017,6,64,47037,
30/06/2017,6,64,47680,
31/07/2017,6,64,48202,
31/08/2017,6,64,48343,
30/09/2017,6,64,47473,
31/10/2017,6,64,48814,
30/11/2017,6,64,49667,
31/12/2017,6,64,48840,
31/01/2018,6,64,47672,
28/02/2018,6,64,47958,
31/03/2018,6,64,47863,
30/04/2018,6,64,47911,
31/05/2018,6,64,48015,
30/06/2018,6,64,48467,
31/07/2018,6,64,48876,
31/08/2018,6,64,48632,
30/09/2018,6,64,48639,
31/10/2018,6,64,49447,
30/11/2018,6,64,50188,
31/12/2018,6,64,49460,
31/01/2019,6,64,48430,
28/02/2019,6,64,48386,
31/03/2019,6,64,48337,
30/04/2019,6,64,47848,
31/05/2019,6,64,48456,
30/06/2019,6,64,49571,
31/07/2019,6,64,50332,
31/08/2019,6,64,49964,
30/09/2019,6,64,50673,
31/10/2019,6,64,52357,
30/11/2019,6,64,53909,
31/12/2019,6,64,52556,
31/01/2020,6,64,51529,
29/02/2020,6,64,51427,
31/03/2020,6,64,51943,
30/04/2020,6,64,53219,
31/05/2020,6,64,52185,
30/06/2020,6,64,51312,
31/07/2020,6,64,51380,
31/08/2020,6,64,51498,
30/09/2020,6,64,51663,
31/10/2020,6,64,52441,
30/11/2020,6,64,53646,
31/12/2020,6,64,52942,
31/01/2021,6,64,50759,
28/02/2021,6,64,50532,
31/03/2021,6,64,50562,
30/04/2021,6,64,50275,
31/05/2021,6,64,50519,
30/06/2021,6,64,49602,
31/07/2021,6,64,48310,
31/08/2021,6,64,47177,
30/09/2021,6,64,47415,
31/10/2021,6,64,47617,
30/11/2021,6,64,48602,
31/12/2021,6,64,46725,
31/01/2022,6,64,45811,
28/02/2022,6,64,45841,
31/03/2022,6,64,45465,
30/04/2022,6,64,45762,
31/05/2022,6,64,46081,
30/06/2022,6,64,47817,
31/07/2022,6,64,45928,
31/08/2022,6,64,46170,
30/09/2022,6,64,46857,
31/10/2022,6,64,48903,
30/11/2022,6,64,49834,
31/12/2022,6,64,48373,
31/01/2023,6,64,47283,47283
28/02/2023,6,64,47275,47275
31/03/2023,6,64,47198,47198
30/04/2023,6,64,48076,48076
31/05/2023,6,64,48032,48032
30/06/2023,6,64,47918,47918
31/07/2023,6,64,48355,48355
31/08/2023,6,64,47916,47916
30/09/2023,6,64,49004,49004
31/10/2023,6,64,49337,49337
30/11/2023,6,64,51192,51192
31/12/2023,6,64,49395,49395
31/01/2024,6,64,49376,49376
29/02/2024,6,64,49598,49598
31/03/2024,6,64,49597,49597
30/04/2024,6,64,49522,49522
31/05/2024,6,64,50367,50367
30/06/2024,6,64,50986,50986
31/07/2024,6,64,51493,51493
31/08/2024,6,64,51042,51042
30/09/2024,6,64,52532,52532
31/10/2024,6,64,54012,54012
30/11/2024,6,64,54094,54094
31/12/2024,6,64,52009,52009
31/01/2025,6,64,51552,51552
28/02/2025,6,64,52145,52145
31/03/2025,6,64,52526,52526
30/04/2025,6,64,51050,51050
31/05/2025,6,64,51877,51877
30/06/2025,6,64,51724,51724
31/07/2025,6,64,52309,52309
31/08/2025,6,64,52302,52302
30/09/2025,6,64,53368,53368
31/10/2025,6,64,55471,55471
30/11/2025,6,64,56596,56596
31/12/2025,6,64,55791,55791
31/01/2026,6,64,55169,55169
31/03/2010,6,65,15176,
30/04/2010,6,65,15244,
31/05/2010,6,65,15418,
30/06/2010,6,65,15579,
31/07/2010,6,65,15639,
31/08/2010,6,65,15735,
30/09/2010,6,65,15855,
31/10/2010,6,65,15863,
30/11/2010,6,65,16034,
31/12/2010,6,65,16063,
31/01/2011,6,65,15979,
28/02/2011,6,65,16081,
31/03/2011,6,65,16359,
30/04/2011,6,65,16444,
31/05/2011,6,65,16553,
30/06/2011,6,65,16658,
31/07/2011,6,65,16639,
31/08/2011,6,65,16750,
30/09/2011,6,65,16802,
31/10/2011,6,65,16874,
30/11/2011,6,65,16919,
31/12/2011,6,65,16965,
31/01/2012,6,65,16997,
29/02/2012,6,65,17027,
31/03/2012,6,65,17045,
30/04/2012,6,65,17096,
31/05/2012,6,65,17232,
30/06/2012,6,65,17391,
31/07/2012,6,65,17443,
31/08/2012,6,65,17574,
30/09/2012,6,65,17572,
31/10/2012,6,65,17422,
30/11/2012,6,65,17376,
31/12/2012,6,65,17376,
31/01/2013,6,65,17649,
28/02/2013,6,65,17678,
31/03/2013,6,65,17729,
30/04/2013,6,65,17946,
31/05/2013,6,65,18095,
30/06/2013,6,65,18065,
31/07/2013,6,65,18243,
31/08/2013,6,65,18168,
30/09/2013,6,65,18270,
31/10/2013,6,65,18377,
30/11/2013,6,65,18405,
31/12/2013,6,65,18179,
31/01/2014,6,65,18245,
28/02/2014,6,65,18399,
31/03/2014,6,65,18437,
30/04/2014,6,65,18453,
31/05/2014,6,65,18225,
30/06/2014,6,65,18272,
31/07/2014,6,65,18460,
31/08/2014,6,65,18437,
30/09/2014,6,65,18453,
31/10/2014,6,65,18420,
30/11/2014,6,65,18366,
31/12/2014,6,65,18331,
31/01/2015,6,65,18406,
28/02/2015,6,65,18588,
31/03/2015,6,65,18680,
30/04/2015,6,65,18667,
31/05/2015,6,65,18656,
30/06/2015,6,65,19058,
31/07/2015,6,65,19109,
31/08/2015,6,65,19149,
30/09/2015,6,65,19190,
31/10/2015,6,65,19169,
30/11/2015,6,65,19188,
31/12/2015,6,65,19093,
31/01/2016,6,65,19135,
29/02/2016,6,65,19205,
31/03/2016,6,65,19213,
30/04/2016,6,65,19307,
31/05/2016,6,65,19349,
30/06/2016,6,65,19300,
31/07/2016,6,65,19438,
31/08/2016,6,65,19524,
30/09/2016,6,65,19665,
31/10/2016,6,65,19618,
30/11/2016,6,65,19735,
31/12/2016,6,65,19628,
31/01/2017,6,65,19157,
28/02/2017,6,65,19383,
31/03/2017,6,65,19516,
30/04/2017,6,65,19555,
31/05/2017,6,65,19601,
30/06/2017,6,65,19674,
31/07/2017,6,65,19654,
31/08/2017,6,65,19767,
30/09/2017,6,65,19747,
31/10/2017,6,65,19862,
30/11/2017,6,65,19823,
31/12/2017,6,65,19787,
31/01/2018,6,65,19899,
28/02/2018,6,65,19851,
31/03/2018,6,65,19860,
30/04/2018,6,65,19607,
31/05/2018,6,65,19559,
30/06/2018,6,65,19719,
31/07/2018,6,65,19794,
31/08/2018,6,65,19886,
30/09/2018,6,65,19904,
31/10/2018,6,65,20058,
30/11/2018,6,65,20087,
31/12/2018,6,65,19981,
31/01/2019,6,65,19860,
28/02/2019,6,65,20134,
31/03/2019,6,65,20241,
30/04/2019,6,65,20233,
31/05/2019,6,65,20468,
30/06/2019,6,65,20651,
31/07/2019,6,65,20815,
31/08/2019,6,65,20868,
30/09/2019,6,65,20915,
31/10/2019,6,65,20920,
30/11/2019,6,65,21023,
31/12/2019,6,65,21288,
31/01/2020,6,65,21665,
29/02/2020,6,65,21907,
31/03/2020,6,65,22211,
30/04/2020,6,65,22352,
31/05/2020,6,65,22193,
30/06/2020,6,65,22286,
31/07/2020,6,65,22502,
31/08/2020,6,65,22723,
30/09/2020,6,65,22793,
31/10/2020,6,65,22920,
30/11/2020,6,65,22952,
31/12/2020,6,65,22846,
31/01/2021,6,65,22972,
28/02/2021,6,65,23102,
31/03/2021,6,65,23258,
30/04/2021,6,65,23220,
31/05/2021,6,65,23190,
30/06/2021,6,65,23234,
31/07/2021,6,65,23946,
31/08/2021,6,65,24042,
30/09/2021,6,65,23877,
31/10/2021,6,65,23645,
30/11/2021,6,65,23376,
31/12/2021,6,65,23100,
31/01/2022,6,65,22996,
28/02/2022,6,65,22910,
31/03/2022,6,65,22739,
30/04/2022,6,65,22664,
31/05/2022,6,65,22645,
30/06/2022,6,65,22624,
31/07/2022,6,65,22634,
31/08/2022,6,65,22637,
30/09/2022,6,65,22472,
31/10/2022,6,65,22521,
30/11/2022,6,65,22432,
31/12/2022,6,65,22400,
31/01/2023,6,65,22420,22420
28/02/2023,6,65,22551,22551
31/03/2023,6,65,22621,22621
30/04/2023,6,65,22648,22648
31/05/2023,6,65,22678,22678
30/06/2023,6,65,22653,22653
31/07/2023,6,65,22810,22810
31/08/2023,6,65,22905,22905
30/09/2023,6,65,22901,22901
31/10/2023,6,65,22997,22997
30/11/2023,6,65,23137,23137
31/12/2023,6,65,23088,23088
31/01/2024,6,65,23216,23216
29/02/2024,6,65,23314,23314
31/03/2024,6,65,23419,23419
30/04/2024,6,65,23443,23443
31/05/2024,6,65,23454,23454
30/06/2024,6,65,23534,23534
31/07/2024,6,65,23739,23739
31/08/2024,6,65,23844,23844
30/09/2024,6,65,23931,23931
31/10/2024,6,65,24079,24079
30/11/2024,6,65,24545,24545
31/12/2024,6,65,24424,24424
31/01/2025,6,65,24166,24166
28/02/2025,6,65,24249,24249
31/03/2025,6,65,24139,24139
30/04/2025,6,65,24027,24027
31/05/2025,6,65,24027,24027
30/06/2025,6,65,23970,23970
31/07/2025,6,65,24346,24346
31/08/2025,6,65,24385,24385
30/09/2025,6,65,24412,24412
31/10/2025,6,65,24381,24381
30/11/2025,6,65,24452,24452
31/12/2025,6,65,24034,24034
31/01/2026,6,65,24128,24128
31/03/2010,6,66,33889,
30/04/2010,6,66,34012,
31/05/2010,6,66,34494,
30/06/2010,6,66,34523,
31/07/2010,6,66,34620,
31/08/2010,6,66,34923,
30/09/2010,6,66,34838,
31/10/2010,6,66,35202,
30/11/2010,6,66,35495,
31/12/2010,6,66,35206,
31/01/2011,6,66,35351,
28/02/2011,6,66,35727,
31/03/2011,6,66,35899,
30/04/2011,6,66,35820,
31/05/2011,6,66,35832,
30/06/2011,6,66,35813,
31/07/2011,6,66,36967,
31/08/2011,6,66,37004,
30/09/2011,6,66,37314,
31/10/2011,6,66,37359,
30/11/2011,6,66,37498,
31/12/2011,6,66,37350,
31/01/2012,6,66,37399,
29/02/2012,6,66,37668,
31/03/2012,6,66,37895,
30/04/2012,6,66,38347,
31/05/2012,6,66,38744,
30/06/2012,6,66,38808,
31/07/2012,6,66,39254,
31/08/2012,6,66,39183,
30/09/2012,6,66,39273,
31/10/2012,6,66,39558,
30/11/2012,6,66,39637,
31/12/2012,6,66,39396,
31/01/2013,6,66,39590,
28/02/2013,6,66,39487,
31/03/2013,6,66,39851,
30/04/2013,6,66,39862,
31/05/2013,6,66,39653,
30/06/2013,6,66,39791,
31/07/2013,6,66,39965,
31/08/2013,6,66,39943,
30/09/2013,6,66,40099,
31/10/2013,6,66,40448,
30/11/2013,6,66,40445,
31/12/2013,6,66,39912,
31/01/2014,6,66,39888,
28/02/2014,6,66,40267,
31/03/2014,6,66,40295,
30/04/2014,6,66,40497,
31/05/2014,6,66,40670,
30/06/2014,6,66,40910,
31/07/2014,6,66,41449,
31/08/2014,6,66,42125,
30/09/2014,6,66,42334,
31/10/2014,6,66,42875,
30/11/2014,6,66,43093,
31/12/2014,6,66,43144,
31/01/2015,6,66,43285,
28/02/2015,6,66,43466,
31/03/2015,6,66,43438,
30/04/2015,6,66,43780,
31/05/2015,6,66,43979,
30/06/2015,6,66,44312,
