Año,sector_economico_1,sector_economico_2,ta,asegurados
31/05/2012,2,26,3200,
30/06/2012,2,26,3216,
31/07/2012,2,26,3198,
31/08/2012,2,26,3161,
30/09/2012,2,26,3210,
31/10/2012,2,26,3212,
30/11/2012,2,26,3266,
31/12/2012,2,26,3203,
31/01/2013,2,26,3416,
28/02/2013,2,26,3436,
31/03/2013,2,26,3495,
30/04/2013,2,26,3529,
31/05/2013,2,26,3576,
30/06/2013,2,26,3574,
31/07/2013,2,26,3551,
31/08/2013,2,26,3552,
30/09/2013,2,26,3505,
31/10/2013,2,26,3520,
30/11/2013,2,26,3543,
31/12/2013,2,26,3500,
31/01/2014,2,26,3578,
28/02/2014,2,26,3616,
31/03/2014,2,26,3640,
30/04/2014,2,26,3600,
31/05/2014,2,26,3661,
30/06/2014,2,26,3674,
31/07/2014,2,26,3638,
31/08/2014,2,26,3747,
30/09/2014,2,26,3743,
31/10/2014,2,26,3769,
30/11/2014,2,26,3804,
31/12/2014,2,26,3786,
31/01/2015,2,26,3825,
28/02/2015,2,26,3880,
31/03/2015,2,26,3899,
30/04/2015,2,26,3929,
31/05/2015,2,26,3936,
30/06/2015,2,26,3995,
31/07/2015,2,26,3931,
31/08/2015,2,26,3945,
30/09/2015,2,26,3935,
31/10/2015,2,26,3977,
30/11/2015,2,26,3961,
31/12/2015,2,26,3960,
31/01/2016,2,26,4001,
29/02/2016,2,26,4047,
31/03/2016,2,26,4123,
30/04/2016,2,26,4214,
31/05/2016,2,26,4226,
30/06/2016,2,26,4226,
31/07/2016,2,26,4222,
31/08/2016,2,26,4257,
30/09/2016,2,26,4285,
31/10/2016,2,26,4330,
30/11/2016,2,26,4367,
31/12/2016,2,26,4299,
31/01/2017,2,26,4082,
28/02/2017,2,26,4076,
31/03/2017,2,26,4187,
30/04/2017,2,26,4226,
31/05/2017,2,26,4289,
30/06/2017,2,26,4309,
31/07/2017,2,26,4238,
31/08/2017,2,26,4274,
30/09/2017,2,26,4322,
31/10/2017,2,26,4448,
30/11/2017,2,26,4523,
31/12/2017,2,26,4487,
31/01/2018,2,26,4505,
28/02/2018,2,26,4601,
31/03/2018,2,26,4604,
30/04/2018,2,26,4745,
31/05/2018,2,26,4640,
30/06/2018,2,26,4632,
31/07/2018,2,26,4591,
31/08/2018,2,26,4828,
30/09/2018,2,26,4763,
31/10/2018,2,26,4798,
30/11/2018,2,26,4836,
31/12/2018,2,26,4820,
31/01/2019,2,26,4857,
28/02/2019,2,26,5076,
31/03/2019,2,26,4744,
30/04/2019,2,26,4840,
31/05/2019,2,26,4952,
30/06/2019,2,26,4909,
31/07/2019,2,26,4993,
31/08/2019,2,26,4805,
30/09/2019,2,26,4743,
31/10/2019,2,26,4618,
30/11/2019,2,26,4446,
31/12/2019,2,26,4490,
31/01/2020,2,26,4567,
29/02/2020,2,26,4582,
31/03/2020,2,26,4636,
30/04/2020,2,26,4572,
31/05/2020,2,26,4478,
30/06/2020,2,26,4406,
31/07/2020,2,26,4384,
31/08/2020,2,26,4403,
30/09/2020,2,26,4836,
31/10/2020,2,26,5076,
30/11/2020,2,26,5163,
31/12/2020,2,26,5097,
31/01/2021,2,26,5148,
28/02/2021,2,26,5236,
31/03/2021,2,26,5226,
30/04/2021,2,26,5273,
31/05/2021,2,26,5373,
30/06/2021,2,26,5451,
31/07/2021,2,26,5480,
31/08/2021,2,26,5588,
30/09/2021,2,26,5701,
31/10/2021,2,26,5730,
30/11/2021,2,26,5790,
31/12/2021,2,26,5678,
31/01/2022,2,26,5723,
28/02/2022,2,26,5773,
31/03/2022,2,26,5839,
30/04/2022,2,26,5822,
31/05/2022,2,26,5951,
30/06/2022,2,26,5991,
31/07/2022,2,26,5763,
31/08/2022,2,26,5824,
30/09/2022,2,26,5943,
31/10/2022,2,26,5960,
30/11/2022,2,26,5885,
31/12/2022,2,26,5827,
31/01/2023,2,26,5770,5770
28/02/2023,2,26,5783,5783
31/03/2023,2,26,5762,5762
30/04/2023,2,26,5709,5709
31/05/2023,2,26,5698,5698
30/06/2023,2,26,5672,5672
31/07/2023,2,26,5600,5600
31/08/2023,2,26,5596,5596
30/09/2023,2,26,5338,5338
31/10/2023,2,26,5436,5436
30/11/2023,2,26,5546,5546
31/12/2023,2,26,5388,5388
31/01/2024,2,26,5365,5365
29/02/2024,2,26,5342,5342
31/03/2024,2,26,5368,5368
30/04/2024,2,26,5443,5443
31/05/2024,2,26,5443,5443
30/06/2024,2,26,5395,5395
31/07/2024,2,26,5383,5383
31/08/2024,2,26,5305,5305
30/09/2024,2,26,5372,5372
31/10/2024,2,26,5417,5417
30/11/2024,2,26,5468,5468
31/12/2024,2,26,5273,5273
31/01/2025,2,26,5300,5300
28/02/2025,2,26,5396,5396
31/03/2025,2,26,5430,5430
30/04/2025,2,26,5449,5449
31/05/2025,2,26,5405,5405
30/06/2025,2,26,5319,5319
31/07/2025,2,26,5186,5186
31/08/2025,2,26,5323,5323
30/09/2025,2,26,5245,5245
31/10/2025,2,26,5309,5309
30/11/2025,2,26,5382,5382
31/12/2025,2,26,5335,5335
31/01/2026,2,26,5158,5158
31/03/2010,2,27,15461,
30/04/2010,2,27,15599,
31/05/2010,2,27,15416,
30/06/2010,2,27,15393,
31/07/2010,2,27,15567,
31/08/2010,2,27,15676,
30/09/2010,2,27,15827,
31/10/2010,2,27,15977,
30/11/2010,2,27,16153,
31/12/2010,2,27,16128,
31/01/2011,2,27,15933,
28/02/2011,2,27,16050,
31/03/2011,2,27,16083,
30/04/2011,2,27,15934,
31/05/2011,2,27,16006,
30/06/2011,2,27,15901,
31/07/2011,2,27,15897,
31/08/2011,2,27,16014,
30/09/2011,2,27,16075,
31/10/2011,2,27,16145,
30/11/2011,2,27,16375,
31/12/2011,2,27,16233,
31/01/2012,2,27,16283,
29/02/2012,2,27,16284,
31/03/2012,2,27,16387,
30/04/2012,2,27,16403,
31/05/2012,2,27,16329,
30/06/2012,2,27,16161,
31/07/2012,2,27,16310,
31/08/2012,2,27,16518,
30/09/2012,2,27,16786,
31/10/2012,2,27,17010,
30/11/2012,2,27,17016,
31/12/2012,2,27,16894,
31/01/2013,2,27,16818,
28/02/2013,2,27,16482,
31/03/2013,2,27,16356,
30/04/2013,2,27,16432,
31/05/2013,2,27,16443,
30/06/2013,2,27,16366,
31/07/2013,2,27,16112,
31/08/2013,2,27,16397,
30/09/2013,2,27,16730,
31/10/2013,2,27,16846,
30/11/2013,2,27,16842,
31/12/2013,2,27,16525,
31/01/2014,2,27,16163,
28/02/2014,2,27,16232,
31/03/2014,2,27,16224,
30/04/2014,2,27,15794,
31/05/2014,2,27,16399,
30/06/2014,2,27,16190,
31/07/2014,2,27,15679,
31/08/2014,2,27,15682,
30/09/2014,2,27,16038,
31/10/2014,2,27,16314,
30/11/2014,2,27,16426,
31/12/2014,2,27,16312,
31/01/2015,2,27,16337,
28/02/2015,2,27,16393,
31/03/2015,2,27,16700,
30/04/2015,2,27,16905,
31/05/2015,2,27,16955,
30/06/2015,2,27,16845,
31/07/2015,2,27,16934,
31/08/2015,2,27,16875,
30/09/2015,2,27,16999,
31/10/2015,2,27,17737,
30/11/2015,2,27,17874,
31/12/2015,2,27,17640,
31/01/2016,2,27,17434,
29/02/2016,2,27,17458,
31/03/2016,2,27,17533,
30/04/2016,2,27,17553,
31/05/2016,2,27,17692,
30/06/2016,2,27,17714,
31/07/2016,2,27,17835,
31/08/2016,2,27,18010,
30/09/2016,2,27,18302,
31/10/2016,2,27,18588,
30/11/2016,2,27,18677,
31/12/2016,2,27,18419,
31/01/2017,2,27,18241,
28/02/2017,2,27,18277,
31/03/2017,2,27,18454,
30/04/2017,2,27,18321,
31/05/2017,2,27,18317,
30/06/2017,2,27,18311,
31/07/2017,2,27,18510,
31/08/2017,2,27,18533,
30/09/2017,2,27,18980,
31/10/2017,2,27,19450,
30/11/2017,2,27,19282,
31/12/2017,2,27,19229,
31/01/2018,2,27,19220,
28/02/2018,2,27,19362,
31/03/2018,2,27,19158,
30/04/2018,2,27,19361,
31/05/2018,2,27,19366,
30/06/2018,2,27,19260,
31/07/2018,2,27,19139,
31/08/2018,2,27,19196,
30/09/2018,2,27,19480,
31/10/2018,2,27,19840,
30/11/2018,2,27,19884,
31/12/2018,2,27,19846,
31/01/2019,2,27,19774,
28/02/2019,2,27,19891,
31/03/2019,2,27,19745,
30/04/2019,2,27,19957,
31/05/2019,2,27,19983,
30/06/2019,2,27,20128,
31/07/2019,2,27,20273,
31/08/2019,2,27,19954,
30/09/2019,2,27,20193,
31/10/2019,2,27,20533,
30/11/2019,2,27,20845,
31/12/2019,2,27,20689,
31/01/2020,2,27,20643,
29/02/2020,2,27,20678,
31/03/2020,2,27,20413,
30/04/2020,2,27,19200,
31/05/2020,2,27,18158,
30/06/2020,2,27,18223,
31/07/2020,2,27,18525,
31/08/2020,2,27,19027,
30/09/2020,2,27,19592,
31/10/2020,2,27,20303,
30/11/2020,2,27,20598,
31/12/2020,2,27,20599,
31/01/2021,2,27,21101,
28/02/2021,2,27,21549,
31/03/2021,2,27,21716,
30/04/2021,2,27,22119,
31/05/2021,2,27,22532,
30/06/2021,2,27,22512,
31/07/2021,2,27,22843,
31/08/2021,2,27,22990,
30/09/2021,2,27,23100,
31/10/2021,2,27,23369,
30/11/2021,2,27,23549,
31/12/2021,2,27,23069,
31/01/2022,2,27,23083,
28/02/2022,2,27,22864,
31/03/2022,2,27,22932,
30/04/2022,2,27,22862,
31/05/2022,2,27,22565,
30/06/2022,2,27,22395,
31/07/2022,2,27,21982,
31/08/2022,2,27,21970,
30/09/2022,2,27,21986,
31/10/2022,2,27,22004,
30/11/2022,2,27,21938,
31/12/2022,2,27,21607,
31/01/2023,2,27,21691,21691
28/02/2023,2,27,21659,21659
31/03/2023,2,27,21431,21431
30/04/2023,2,27,21296,21296
31/05/2023,2,27,21173,21173
30/06/2023,2,27,21259,21259
31/07/2023,2,27,21139,21139
31/08/2023,2,27,21206,21206
30/09/2023,2,27,21356,21356
31/10/2023,2,27,21603,21603
30/11/2023,2,27,21827,21827
31/12/2023,2,27,21693,21693
31/01/2024,2,27,21773,21773
29/02/2024,2,27,21769,21769
31/03/2024,2,27,21502,21502
30/04/2024,2,27,21290,21290
31/05/2024,2,27,21118,21118
30/06/2024,2,27,20924,20924
31/07/2024,2,27,20822,20822
31/08/2024,2,27,20510,20510
30/09/2024,2,27,20594,20594
31/10/2024,2,27,20749,20749
30/11/2024,2,27,20873,20873
31/12/2024,2,27,20461,20461
31/01/2025,2,27,20444,20444
28/02/2025,2,27,20479,20479
31/03/2025,2,27,20471,20471
30/04/2025,2,27,20424,20424
31/05/2025,2,27,20205,20205
30/06/2025,2,27,20064,20064
31/07/2025,2,27,20151,20151
31/08/2025,2,27,20178,20178
30/09/2025,2,27,20202,20202
31/10/2025,2,27,20197,20197
30/11/2025,2,27,20207,20207
31/12/2025,2,27,19871,19871
31/01/2026,2,27,19855,19855
31/03/2010,2,28,6269,
30/04/2010,2,28,6337,
31/05/2010,2,28,6451,
30/06/2010,2,28,6491,
31/07/2010,2,28,6590,
31/08/2010,2,28,6509,
30/09/2010,2,28,6611,
31/10/2010,2,28,6721,
30/11/2010,2,28,6709,
31/12/2010,2,28,6667,
31/01/2011,2,28,6702,
28/02/2011,2,28,6667,
31/03/2011,2,28,6707,
30/04/2011,2,28,6679,
31/05/2011,2,28,6729,
30/06/2011,2,28,6738,
31/07/2011,2,28,6737,
31/08/2011,2,28,6654,
30/09/2011,2,28,6740,
31/10/2011,2,28,6772,
30/11/2011,2,28,6835,
31/12/2011,2,28,6799,
31/01/2012,2,28,6977,
29/02/2012,2,28,7049,
31/03/2012,2,28,6925,
30/04/2012,2,28,6983,
31/05/2012,2,28,7000,
30/06/2012,2,28,7078,
31/07/2012,2,28,7154,
31/08/2012,2,28,7046,
30/09/2012,2,28,6996,
31/10/2012,2,28,7077,
30/11/2012,2,28,7889,
31/12/2012,2,28,7111,
31/01/2013,2,28,7002,
28/02/2013,2,28,7172,
31/03/2013,2,28,7175,
30/04/2013,2,28,7271,
31/05/2013,2,28,7371,
30/06/2013,2,28,7312,
31/07/2013,2,28,7537,
31/08/2013,2,28,7742,
30/09/2013,2,28,8039,
31/10/2013,2,28,8083,
30/11/2013,2,28,7672,
31/12/2013,2,28,7655,
31/01/2014,2,28,7727,
28/02/2014,2,28,7741,
31/03/2014,2,28,7861,
30/04/2014,2,28,7994,
31/05/2014,2,28,8052,
30/06/2014,2,28,8033,
31/07/2014,2,28,8250,
31/08/2014,2,28,8397,
30/09/2014,2,28,8576,
31/10/2014,2,28,8601,
30/11/2014,2,28,8629,
31/12/2014,2,28,8542,
31/01/2015,2,28,8507,
28/02/2015,2,28,8585,
31/03/2015,2,28,8654,
30/04/2015,2,28,9018,
31/05/2015,2,28,8599,
30/06/2015,2,28,8647,
31/07/2015,2,28,8626,
31/08/2015,2,28,8719,
30/09/2015,2,28,8823,
31/10/2015,2,28,8851,
30/11/2015,2,28,8942,
31/12/2015,2,28,8757,
31/01/2016,2,28,8763,
29/02/2016,2,28,8715,
31/03/2016,2,28,8682,
30/04/2016,2,28,8920,
31/05/2016,2,28,8991,
30/06/2016,2,28,8998,
31/07/2016,2,28,9035,
31/08/2016,2,28,9088,
30/09/2016,2,28,9138,
31/10/2016,2,28,9344,
30/11/2016,2,28,9343,
31/12/2016,2,28,9006,
31/01/2017,2,28,8566,
28/02/2017,2,28,8941,
31/03/2017,2,28,9092,
30/04/2017,2,28,9119,
31/05/2017,2,28,9121,
30/06/2017,2,28,9070,
31/07/2017,2,28,9439,
31/08/2017,2,28,9335,
30/09/2017,2,28,9424,
31/10/2017,2,28,9389,
30/11/2017,2,28,9422,
31/12/2017,2,28,9357,
31/01/2018,2,28,9516,
28/02/2018,2,28,9563,
31/03/2018,2,28,9551,
30/04/2018,2,28,9593,
31/05/2018,2,28,10453,
30/06/2018,2,28,10984,
31/07/2018,2,28,11226,
31/08/2018,2,28,11342,
30/09/2018,2,28,11331,
31/10/2018,2,28,11410,
30/11/2018,2,28,11356,
31/12/2018,2,28,11294,
31/01/2019,2,28,11273,
28/02/2019,2,28,11371,
31/03/2019,2,28,10947,
30/04/2019,2,28,10840,
31/05/2019,2,28,10812,
30/06/2019,2,28,10919,
31/07/2019,2,28,11008,
31/08/2019,2,28,10997,
30/09/2019,2,28,11062,
31/10/2019,2,28,11071,
30/11/2019,2,28,11022,
31/12/2019,2,28,10838,
31/01/2020,2,28,10705,
29/02/2020,2,28,10822,
31/03/2020,2,28,10773,
30/04/2020,2,28,10686,
31/05/2020,2,28,10478,
30/06/2020,2,28,10456,
31/07/2020,2,28,10498,
31/08/2020,2,28,10621,
30/09/2020,2,28,10816,
31/10/2020,2,28,10929,
30/11/2020,2,28,10971,
31/12/2020,2,28,10914,
31/01/2021,2,28,11086,
28/02/2021,2,28,11211,
31/03/2021,2,28,11253,
30/04/2021,2,28,11325,
31/05/2021,2,28,11437,
30/06/2021,2,28,11642,
31/07/2021,2,28,11900,
31/08/2021,2,28,12013,
30/09/2021,2,28,12153,
31/10/2021,2,28,12143,
30/11/2021,2,28,12155,
31/12/2021,2,28,11913,
31/01/2022,2,28,11824,
28/02/2022,2,28,11975,
31/03/2022,2,28,12001,
30/04/2022,2,28,11923,
31/05/2022,2,28,11956,
30/06/2022,2,28,12034,
31/07/2022,2,28,12036,
31/08/2022,2,28,12070,
30/09/2022,2,28,12107,
31/10/2022,2,28,12176,
30/11/2022,2,28,12161,
31/12/2022,2,28,11936,
31/01/2023,2,28,12087,12087
28/02/2023,2,28,12208,12208
31/03/2023,2,28,12297,12297
30/04/2023,2,28,12387,12387
31/05/2023,2,28,12540,12540
30/06/2023,2,28,12650,12650
31/07/2023,2,28,12669,12669
31/08/2023,2,28,12796,12796
30/09/2023,2,28,12964,12964
31/10/2023,2,28,13055,13055
30/11/2023,2,28,13040,13040
31/12/2023,2,28,12786,12786
31/01/2024,2,28,12986,12986
29/02/2024,2,28,13133,13133
31/03/2024,2,28,13092,13092
30/04/2024,2,28,12955,12955
31/05/2024,2,28,12969,12969
30/06/2024,2,28,13034,13034
31/07/2024,2,28,13303,13303
31/08/2024,2,28,13301,13301
30/09/2024,2,28,13188,13188
31/10/2024,2,28,13266,13266
30/11/2024,2,28,13214,13214
31/12/2024,2,28,13008,13008
31/01/2025,2,28,13361,13361
28/02/2025,2,28,13392,13392
31/03/2025,2,28,13254,13254
30/04/2025,2,28,13274,13274
31/05/2025,2,28,13298,13298
30/06/2025,2,28,13333,13333
31/07/2025,2,28,13390,13390
31/08/2025,2,28,13267,13267
30/09/2025,2,28,13303,13303
31/10/2025,2,28,13207,13207
30/11/2025,2,28,13244,13244
31/12/2025,2,28,13026,13026
31/01/2026,2,28,13384,13384
31/03/2010,2,29,12232,
30/04/2010,2,29,12198,
31/05/2010,2,29,12237,
30/06/2010,2,29,12162,
31/07/2010,2,29,12369,
31/08/2010,2,29,12287,
30/09/2010,2,29,12238,
31/10/2010,2,29,12300,
30/11/2010,2,29,12321,
31/12/2010,2,29,12152,
31/01/2011,2,29,12194,
28/02/2011,2,29,12153,
31/03/2011,2,29,12187,
30/04/2011,2,29,12253,
31/05/2011,2,29,12367,
30/06/2011,2,29,12199,
31/07/2011,2,29,12155,
31/08/2011,2,29,12148,
30/09/2011,2,29,12143,
31/10/2011,2,29,12084,
30/11/2011,2,29,12003,
31/12/2011,2,29,11830,
31/01/2012,2,29,11819,
29/02/2012,2,29,11801,
31/03/2012,2,29,11932,
30/04/2012,2,29,11910,
31/05/2012,2,29,12027,
30/06/2012,2,29,11990,
31/07/2012,2,29,11983,
31/08/2012,2,29,11975,
30/09/2012,2,29,11984,
31/10/2012,2,29,12048,
30/11/2012,2,29,12082,
31/12/2012,2,29,12001,
31/01/2013,2,29,11850,
28/02/2013,2,29,11821,
31/03/2013,2,29,11805,
30/04/2013,2,29,11818,
31/05/2013,2,29,11782,
30/06/2013,2,29,11919,
31/07/2013,2,29,11997,
31/08/2013,2,29,11913,
30/09/2013,2,29,11945,
31/10/2013,2,29,12015,
30/11/2013,2,29,12091,
31/12/2013,2,29,11982,
31/01/2014,2,29,11929,
28/02/2014,2,29,11958,
31/03/2014,2,29,11959,
30/04/2014,2,29,11920,
31/05/2014,2,29,11978,
30/06/2014,2,29,12029,
31/07/2014,2,29,12177,
31/08/2014,2,29,12261,
30/09/2014,2,29,12386,
31/10/2014,2,29,12381,
30/11/2014,2,29,12454,
31/12/2014,2,29,12302,
31/01/2015,2,29,12199,
28/02/2015,2,29,12312,
31/03/2015,2,29,12515,
30/04/2015,2,29,12499,
31/05/2015,2,29,12589,
30/06/2015,2,29,12688,
31/07/2015,2,29,13287,
31/08/2015,2,29,13070,
30/09/2015,2,29,13289,
31/10/2015,2,29,13409,
30/11/2015,2,29,13425,
31/12/2015,2,29,13249,
31/01/2016,2,29,13152,
29/02/2016,2,29,13200,
31/03/2016,2,29,12788,
30/04/2016,2,29,12754,
31/05/2016,2,29,12843,
30/06/2016,2,29,12970,
31/07/2016,2,29,12952,
31/08/2016,2,29,13239,
30/09/2016,2,29,13418,
31/10/2016,2,29,13273,
30/11/2016,2,29,13367,
31/12/2016,2,29,13193,
31/01/2017,2,29,13351,
28/02/2017,2,29,13157,
31/03/2017,2,29,12900,
30/04/2017,2,29,12614,
31/05/2017,2,29,12714,
30/06/2017,2,29,12960,
31/07/2017,2,29,12800,
31/08/2017,2,29,12700,
30/09/2017,2,29,12816,
31/10/2017,2,29,12874,
30/11/2017,2,29,12880,
31/12/2017,2,29,12802,
31/01/2018,2,29,12666,
28/02/2018,2,29,12486,
31/03/2018,2,29,12316,
30/04/2018,2,29,12334,
31/05/2018,2,29,12245,
30/06/2018,2,29,12221,
31/07/2018,2,29,12102,
31/08/2018,2,29,12082,
30/09/2018,2,29,12130,
31/10/2018,2,29,12416,
30/11/2018,2,29,12372,
31/12/2018,2,29,12222,
31/01/2019,2,29,14144,
28/02/2019,2,29,14215,
31/03/2019,2,29,14223,
30/04/2019,2,29,14266,
31/05/2019,2,29,14326,
30/06/2019,2,29,14412,
31/07/2019,2,29,14426,
31/08/2019,2,29,14544,
30/09/2019,2,29,14613,
31/10/2019,2,29,14737,
30/11/2019,2,29,14715,
31/12/2019,2,29,14769,
31/01/2020,2,29,14953,
29/02/2020,2,29,15035,
31/03/2020,2,29,14717,
30/04/2020,2,29,14086,
31/05/2020,2,29,13518,
30/06/2020,2,29,13445,
31/07/2020,2,29,13581,
31/08/2020,2,29,13399,
30/09/2020,2,29,13404,
31/10/2020,2,29,13591,
30/11/2020,2,29,13791,
31/12/2020,2,29,13680,
31/01/2021,2,29,13547,
28/02/2021,2,29,13447,
31/03/2021,2,29,13540,
30/04/2021,2,29,13681,
31/05/2021,2,29,13853,
30/06/2021,2,29,11914,
31/07/2021,2,29,11763,
31/08/2021,2,29,11616,
30/09/2021,2,29,11464,
31/10/2021,2,29,11377,
30/11/2021,2,29,11740,
31/12/2021,2,29,11688,
31/01/2022,2,29,11573,
28/02/2022,2,29,11620,
31/03/2022,2,29,11682,
30/04/2022,2,29,11637,
31/05/2022,2,29,11525,
30/06/2022,2,29,11175,
31/07/2022,2,29,10870,
31/08/2022,2,29,10909,
30/09/2022,2,29,11124,
31/10/2022,2,29,11090,
30/11/2022,2,29,11172,
31/12/2022,2,29,10936,
31/01/2023,2,29,11235,11235
28/02/2023,2,29,11134,11134
31/03/2023,2,29,10912,10912
30/04/2023,2,29,10765,10765
31/05/2023,2,29,10753,10753
30/06/2023,2,29,11239,11239
31/07/2023,2,29,11156,11156
31/08/2023,2,29,11143,11143
30/09/2023,2,29,11196,11196
31/10/2023,2,29,11112,11112
30/11/2023,2,29,11087,11087
31/12/2023,2,29,10845,10845
31/01/2024,2,29,10663,10663
29/02/2024,2,29,10805,10805
31/03/2024,2,29,10763,10763
30/04/2024,2,29,10741,10741
31/05/2024,2,29,10820,10820
30/06/2024,2,29,10824,10824
31/07/2024,2,29,10867,10867
31/08/2024,2,29,10836,10836
30/09/2024,2,29,10545,10545
31/10/2024,2,29,10684,10684
30/11/2024,2,29,10637,10637
31/12/2024,2,29,10523,10523
31/01/2025,2,29,10567,10567
28/02/2025,2,29,10630,10630
31/03/2025,2,29,10559,10559
30/04/2025,2,29,10494,10494
31/05/2025,2,29,10561,10561
30/06/2025,2,29,10572,10572
31/07/2025,2,29,10692,10692
31/08/2025,2,29,10623,10623
30/09/2025,2,29,10671,10671
31/10/2025,2,29,10685,10685
30/11/2025,2,29,10705,10705
31/12/2025,2,29,10309,10309
31/01/2026,2,29,10199,10199
31/03/2010,3,30,22525,
30/04/2010,3,30,22684,
31/05/2010,3,30,22909,
30/06/2010,3,30,22987,
31/07/2010,3,30,23236,
31/08/2010,3,30,23286,
30/09/2010,3,30,23259,
31/10/2010,3,30,23444,
30/11/2010,3,30,23498,
31/12/2010,3,30,23394,
31/01/2011,3,30,23526,
28/02/2011,3,30,23643,
31/03/2011,3,30,23954,
30/04/2011,3,30,24129,
31/05/2011,3,30,24241,
30/06/2011,3,30,24242,
31/07/2011,3,30,24478,
31/08/2011,3,30,24437,
30/09/2011,3,30,24592,
31/10/2011,3,30,24472,
30/11/2011,3,30,24703,
31/12/2011,3,30,24611,
31/01/2012,3,30,24781,
29/02/2012,3,30,25015,
31/03/2012,3,30,25306,
30/04/2012,3,30,25309,
31/05/2012,3,30,25379,
30/06/2012,3,30,26763,
31/07/2012,3,30,27038,
31/08/2012,3,30,26645,
30/09/2012,3,30,26919,
31/10/2012,3,30,27051,
30/11/2012,3,30,26986,
31/12/2012,3,30,26887,
31/01/2013,3,30,27222,
28/02/2013,3,30,27103,
31/03/2013,3,30,27237,
30/04/2013,3,30,27787,
31/05/2013,3,30,27945,
30/06/2013,3,30,28653,
31/07/2013,3,30,28887,
31/08/2013,3,30,28977,
30/09/2013,3,30,28940,
31/10/2013,3,30,29123,
30/11/2013,3,30,29101,
31/12/2013,3,30,28779,
31/01/2014,3,30,28818,
28/02/2014,3,30,29089,
31/03/2014,3,30,29191,
30/04/2014,3,30,29173,
31/05/2014,3,30,29271,
30/06/2014,3,30,29655,
31/07/2014,3,30,29972,
31/08/2014,3,30,30020,
30/09/2014,3,30,30451,
31/10/2014,3,30,30491,
30/11/2014,3,30,30905,
31/12/2014,3,30,31363,
31/01/2015,3,30,31275,
28/02/2015,3,30,31808,
31/03/2015,3,30,31943,
30/04/2015,3,30,32044,
31/05/2015,3,30,32431,
30/06/2015,3,30,32729,
31/07/2015,3,30,33207,
31/08/2015,3,30,33164,
30/09/2015,3,30,33415,
31/10/2015,3,30,34225,
30/11/2015,3,30,34365,
31/12/2015,3,30,34132,
31/01/2016,3,30,34727,
29/02/2016,3,30,35063,
31/03/2016,3,30,35206,
30/04/2016,3,30,34871,
31/05/2016,3,30,35131,
30/06/2016,3,30,35079,
31/07/2016,3,30,34850,
31/08/2016,3,30,34748,
30/09/2016,3,30,34860,
31/10/2016,3,30,34995,
30/11/2016,3,30,34843,
31/12/2016,3,30,34605,
31/01/2017,3,30,35482,
28/02/2017,3,30,35832,
31/03/2017,3,30,36131,
30/04/2017,3,30,36028,
31/05/2017,3,30,36289,
30/06/2017,3,30,36567,
31/07/2017,3,30,36920,
31/08/2017,3,30,37044,
30/09/2017,3,30,37405,
31/10/2017,3,30,37710,
30/11/2017,3,30,38118,
31/12/2017,3,30,38093,
31/01/2018,3,30,38148,
28/02/2018,3,30,38748,
31/03/2018,3,30,39403,
30/04/2018,3,30,39704,
31/05/2018,3,30,39755,
30/06/2018,3,30,40379,
31/07/2018,3,30,40938,
31/08/2018,3,30,41034,
30/09/2018,3,30,41241,
31/10/2018,3,30,41170,
30/11/2018,3,30,41127,
31/12/2018,3,30,40975,
31/01/2019,3,30,40996,
28/02/2019,3,30,41417,
31/03/2019,3,30,41394,
30/04/2019,3,30,41594,
31/05/2019,3,30,41817,
30/06/2019,3,30,41899,
31/07/2019,3,30,42635,
31/08/2019,3,30,42623,
30/09/2019,3,30,43029,
31/10/2019,3,30,43488,
30/11/2019,3,30,43707,
31/12/2019,3,30,43114,
31/01/2020,3,30,43368,
29/02/2020,3,30,44231,
31/03/2020,3,30,44780,
30/04/2020,3,30,44814,
31/05/2020,3,30,44838,
30/06/2020,3,30,45055,
31/07/2020,3,30,45371,
31/08/2020,3,30,46005,
30/09/2020,3,30,46546,
31/10/2020,3,30,47135,
30/11/2020,3,30,47185,
31/12/2020,3,30,46509,
31/01/2021,3,30,45829,
28/02/2021,3,30,46197,
31/03/2021,3,30,46354,
30/04/2021,3,30,46709,
31/05/2021,3,30,47190,
30/06/2021,3,30,44220,
31/07/2021,3,30,42321,
31/08/2021,3,30,42539,
30/09/2021,3,30,42777,
31/10/2021,3,30,42632,
30/11/2021,3,30,42945,
31/12/2021,3,30,42672,
31/01/2022,3,30,42870,
28/02/2022,3,30,43273,
31/03/2022,3,30,43761,
30/04/2022,3,30,43688,
31/05/2022,3,30,43891,
30/06/2022,3,30,44082,
31/07/2022,3,30,44194,
31/08/2022,3,30,44320,
30/09/2022,3,30,44328,
31/10/2022,3,30,44392,
30/11/2022,3,30,44490,
31/12/2022,3,30,44022,
31/01/2023,3,30,44398,44398
28/02/2023,3,30,44828,44828
31/03/2023,3,30,44845,44845
30/04/2023,3,30,44874,44874
31/05/2023,3,30,45223,45223
30/06/2023,3,30,45517,45517
31/07/2023,3,30,45871,45871
31/08/2023,3,30,46126,46126
30/09/2023,3,30,46527,46527
31/10/2023,3,30,46621,46621
30/11/2023,3,30,46778,46778
31/12/2023,3,30,46326,46326
31/01/2024,3,30,46592,46592
29/02/2024,3,30,46845,46845
31/03/2024,3,30,47205,47205
30/04/2024,3,30,47809,47809
31/05/2024,3,30,47947,47947
