,111,112,113-115,114,21-1,21-2,22,23,311,312,313-314,315-316,321,322-323,324-326,327,331-332,333-336,337,339,43,46,48-49,51,52,53,54,55,56,61,62,71,72,81
313-314,377.317,3.4659999999999997,48.55200000000001,1.116,0.0,0.0,0.066,19.11,996.583,0.177,18116.631,16226.675,41.535,7105.767,1104.026,163.142,157.094,15604.81,2324.855,1910.2779999999998,2566.446,2378.21,102.762,6.961,4.434,264.567,15.807,8.084,3061.364,234.70999999999998,1441.0810000000001,470.39099999999996,2545.579,1943.1460000000002
315-316,0.0,13.592,1.7100000000000002,3.1390000000000002,150.56,178.64,75.239,7671.3460000000005,578.342,22.532,202.77599999999998,33296.866,5.1370000000000005,117.05099999999999,1464.725,235.75099999999998,235.305,3177.822,723.2610000000001,556.946,1206.757,349.002,243.57999999999998,202.679,81.17999999999999,33.711000000000006,60.757000000000005,62.684,579.8109999999999,959.058,1516.394,862.804,404.268,329.19100000000003
321,890.069,4.671,6.367,28.302,10.649,14067.752,158.569,17124.829,541.81,367.176,202.64,333.35,10956.946,201.711,1292.809,365.622,2668.022,7657.0380000000005,9427.666,1478.569,1764.889,1102.676,1826.203,360.177,11.425,648.456,180.808,17.777,190.84199999999998,92.324,2149.563,85.423,1556.904,122.273
322-323,1103.317,397.44199999999995,135.60399999999998,28.248,89.428,55.260000000000005,65.635,561.7810000000001,7931.928000000001,1698.825,820.603,2477.012,221.653,47557.100999999995,7471.115,3677.886,5851.323999999999,59533.483,2179.453,7342.005,14473.706,8419.34,853.7180000000001,814.425,12399.429999999998,1175.554,7309.919,949.784,6340.714999999999,6481.695,4766.091,3190.4359999999997,6098.8150000000005,1065.357
324-326,37622.711,6072.969,1537.437,2314.034,27589.549000000003,45811.776,55533.11,70601.942,54585.426,30050.541,10451.041,5388.296,4090.862,22420.929,269361.17799999996,22545.781000000003,27145.451,210865.01499999998,9021.558,12418.725,13636.654999999999,14026.277999999998,224806.076,8218.855,2858.763,13829.81,7141.584,2115.112,27864.793999999998,5871.291,58282.595,3074.116,15085.069,16335.911
327,180.345,157.797,37.646,173.162,497.525,2057.396,108.815,179071.11,12082.609,18182.505,33.75,82.946,269.746,210.42899999999997,5349.224,39522.34,2322.7470000000003,16116.026000000002,880.989,1498.583,2365.0,328.239,14916.426000000001,4781.109,66.945,7395.187,1995.472,75.378,1294.497,467.189,631.321,423.40000000000003,2353.831,430.634
331-332,0.094,718.162,263.374,184.319,23327.096,2036.183,18619.845,163939.857,4341.358,9901.780999999999,106.896,258.829,927.4069999999999,766.479,6875.659000000001,2514.6859999999997,141023.454,266462.88300000003,6451.478,7127.715,756.616,766.325,21248.839,4027.465,52.092,3965.0099999999998,851.152,244.34199999999998,4188.205,3913.0119999999997,2676.5919999999996,1049.8319999999999,1360.1,11794.756
333-336,1985.944,296.933,85.407,2.975,1622.6750000000002,3594.648,1563.533,25374.629,901.546,98.393,825.7629999999999,936.0419999999999,262.61,1294.814,5877.782,1259.4759999999999,14767.623,532228.272,1708.107,5177.094000000001,17119.713,9641.046999999999,38723.187,12021.098,4339.198,5926.178,6990.915,259.075,4816.562,937.336,710.1,372.246,3555.55,8220.835
337,0.0,0.0,0.0,0.0,0.0,0.0,2.94,3472.364,2.839,0.19,0.0,0.0,0.451,0.021,0.0,0.0,0.989,90.75200000000001,1821.676,3.077,5.811,95.431,0.0,0.675,1565.9260000000002,22.292,28.161,61.391,63.656,401.475,165.478,69.698,256.829,9.134
339,0.0,1.339,75.955,2.345,118.789,341.331,315.904,9660.139,86.177,1.678,206.18200000000002,1460.7020000000002,21.266,302.398,2557.3729999999996,881.465,633.7339999999999,5308.39,78.851,11063.915,723.545,963.803,1116.599,102.808,2718.556,255.392,2128.255,123.851,575.703,1188.874,10535.474,487.81899999999996,2933.0649999999996,1067.082
43,11782.426,19557.693,554.4780000000001,580.938,9600.142,6868.239,9209.642,116268.823,91247.115,8942.18,4126.707,6127.568,2789.203,16903.398999999998,84401.618,13989.242,52854.66,250435.62800000003,5424.101,8443.878,15976.807,5206.575,32360.775999999998,8261.963,4028.516,9668.967999999999,7014.972,757.267,10535.376,4275.839,19333.275999999998,2706.016,17367.895,8524.835
46,11320.37,18790.722,532.732,558.154,9223.668,6598.9,8848.266,111698.558,87668.803,8591.502,3964.879,5887.276,2679.822,16240.518,81105.206,13440.65,50781.92,240614.619,5211.402,8112.74,15340.595,5002.396,31091.719,7937.957,3870.5340000000006,9300.12,6736.688,727.57,10122.224,4108.158,18575.112,2599.895,16686.799,8190.519
48-49,5535.827,7025.652,251.372,2647.5130000000004,18189.515,6582.579,3458.9610000000002,34947.854,36295.631,6084.628000000001,1856.0510000000002,2186.2889999999998,1017.857,4924.512000000001,32645.033,6030.019,20762.439,73174.413,1279.954,2082.071,38535.816999999995,33745.51,163258.729,6659.11,13605.94,9031.133,5361.596,1345.743,9313.123,4959.6,6426.6269999999995,1268.337,6102.877,3645.658
51,0.0,19.731,162.46300000000002,82.638,6296.537,1160.982,467.29800000000006,5010.823,4442.557,592.712,151.256,404.759,125.931,820.95,2215.77,669.017,1937.761,6387.267,206.496,280.913,12069.092999999999,7572.130999999999,10162.874,32384.74,10700.141000000001,12139.26,6447.761,9032.162,11301.253,7380.657,2953.725,1728.7869999999998,6163.483,3267.483
52,2717.973,444.88100000000003,20.634,24.016,4083.085,6648.326,1236.9270000000001,6581.716,3640.9080000000004,389.846,301.803,495.717,158.138,1315.5610000000001,5267.637,1427.934,3863.705,4910.591,173.168,219.921,46050.215,26618.193,8039.568,4091.179,110846.095,2500.081,2702.6009999999997,20971.306999999997,1928.023,1531.43,3426.3599999999997,157.922,1979.001,225.363
53,0.051,91.486,84.023,58.568999999999996,3955.541,8431.108,2239.166,21416.048,15236.873,2082.349,1530.354,2956.987,603.849,3877.487,11019.115,2237.787,6297.805,37847.69,1843.239,1714.15,64681.228,118276.67300000001,20373.746,42761.31,30165.718,16978.31,11017.591,4310.077,12102.313,11829.236,14217.423999999999,6602.5419999999995,21760.898999999998,14945.444
54,191.484,434.653,716.936,188.109,10016.119,11144.448,10939.184,49720.692,16162.139,1617.036,330.61400000000003,956.472,245.069,2932.571,10165.0,1335.829,5469.838,22174.233,692.572,538.779,36150.685,36818.195,20699.979,18544.597,27959.431,42030.146,16093.637,13572.548,16133.464,9846.401,11987.599,1581.9930000000002,3315.974,6105.035
55,0.0,0.0,0.002,0.0,18109.127,1981.1360000000002,0.566,222.93,211.797,12.452,9.764,2.634,3.487,8.908,51014.18,12.997,964.067,22.387,0.0,15.959,54117.077,32469.12,1566.1009999999999,2072.591,23855.388,908.4590000000001,381.2,18638.377,5106.494,6.012,0.36,183.043,1645.247,7.49
56,0.0,175.195,399.171,472.396,2756.217,20677.212,6226.361999999999,18062.432,34203.223,11220.215999999999,3245.6130000000003,5328.612999999999,860.514,11111.455999999998,45590.894,10669.562,32657.991,97845.63500000001,1648.038,2991.352,134796.618,65462.386999999995,34794.467,48257.231999999996,141232.588,14519.602,14033.499,2915.29,21403.18,14123.794,25326.271999999997,9853.546,45645.566,5251.609
61,0.0,0.563,8.449,1.59,45.831,17.044999999999998,88.03,91.04,170.901,24.875,7.625,3.984,1.236,22.237000000000002,46.562999999999995,1.817,59.379999999999995,4077.151,2.654,12.837,28.511,5.635,681.8919999999999,982.092,44.552,820.206,1041.735,0.0,727.636,938.983,238.909,131.488,10.472999999999999,92.37299999999999
62,0.0,0.0,0.0,0.0,0.0,2.226,0.013,0.131,0.084,0.005,0.0,0.002,0.0,0.041,64.541,0.0,0.182,0.0,0.0,0.0,0.098,5.266,1187.074,0.028,25681.911,0.9990000000000001,2.526,2.143,1.078,20.396,18600.156,0.017,49.175999999999995,6.567000000000001
71,0.0,0.0,0.0,0.0,0.0,8.629,0.003,0.843,0.133,0.008,0.234,0.0,0.0,0.0,0.895,0.135,3.3890000000000002,1.327,0.376,0.0,0.114,1.988,0.0,0.9109999999999999,0.0,0.044,0.062,79.226,243.138,97.22,73.936,91.86800000000001,51.598,30.187999999999995
72,0.0,6.036,39.016000000000005,65.953,4448.85,894.049,242.60000000000002,1482.41,756.4,62.114999999999995,35.72,83.414,31.034,392.297,2013.316,201.989,855.793,4923.9580000000005,63.668,78.022,1172.9779999999998,551.93,5009.865,1591.938,2739.116,1393.6280000000002,1474.5810000000001,246.185,720.512,3122.01,1917.9599999999998,127.047,736.478,384.74
81,643.176,379.362,70.761,129.505,24956.755,4108.741,6127.691,7636.055,3418.958,555.364,134.82999999999998,191.434,87.44399999999999,995.4269999999999,4968.436,723.671,2605.317,8240.402,104.578,123.702,1858.604,2276.305,27306.177,4035.8379999999997,4858.124,2646.158,2074.488,29.607,914.612,2908.922,5915.043000000001,1138.139,1210.843,1053.03
