,111,112,113-115,114,21-1,21-2,22,23,311,312,313-314,315-316,321,322-323,324-326,327,331-332,333-336,337,339,43,46,48-49,51,52,53,54,55,56,61,62,71,72,81
339,0.0,2.907255239327886e-07,0.0011279554374922654,0.0001029783625992,0.0,0.0004549244444443804,0.00013679208043729292,0.0008916371620973525,6.434988982423435e-06,3.7299617560753307e-07,0.0006051758601621221,0.0020659040029724005,7.70374321666913e-05,0.000259695717094027,0.0002158179720901171,0.0015504095601472634,0.0001970107137972775,0.0001865970813740302,0.00011346985135576617,0.01835467820855413,3.980782579430178e-05,9.110934111901954e-05,0.0001154084785091372,6.803449773793314e-05,0.000569726614587489,2.5393006940975666e-05,0.0008933774466677932,0.0005799642979014,0.00013708776829633967,0.0003720257640391657,0.003513402304035607,0.00053126829509668,0.0008893477174241564,0.00039962683218726765
43,0.01064168584176691,0.014696839186652764,0.0139837473909945,0.0255113194079653,0.0,0.0119828075585205,0.0123405424533138,0.03714255662335151,0.02358192810801894,0.00687954257588935,0.0248743937769648,0.0227262361034456,0.0306752895092811,0.0455014317484472,0.024651765995382095,0.035337574356628,0.0385530944509346,0.03046785430938664,0.027014988116862048,0.0247222247808188,0.003042262141283884,0.0017034543260013683,0.011576123219362102,0.0120291013773176,0.002921978727070052,0.0033272903296513692,0.010191567768619155,0.0035460983276596,0.008682683817953743,0.004195824525597,0.022314285515704527,0.010199744198696062,0.018226396959866255,0.011049600105745887
46,0.006193536645961861,0.008553663511935476,0.0134353206350825,0.0245107825152313,0.0,0.0115129000021579,0.008032858359501484,0.021615160338765687,0.013724850506870206,0.004003940614390758,0.0238989493375756,0.017456976171550665,0.02035298190314256,0.02924097567422527,0.014349883423292315,0.0339518015898511,0.03309771890594978,0.017732507159169637,0.015722947535926853,0.0237527095806381,0.0017695026827711873,0.0009914225895431533,0.006737384366408173,0.011013291236734923,0.0017006119270299486,0.0019386593500693773,0.005928759939359176,0.0034070344544993,0.005053383607070478,0.0026951965102761525,0.012987075122256594,0.005936317292853737,0.010607891070537726,0.0064309388192878335
48-49,0.0029509637648751684,0.00311600830122328,0.0063395167151249,0.1162629226866558,0.0,0.0114844252501636,0.003059573438574153,0.006589230273254349,0.005536307123101431,0.002762840674311569,0.011128333709229386,0.006316339570296663,0.007532031774652769,0.00863890025837407,0.005627558659688218,0.0152321508759645,0.013184710345102347,0.005254249098010025,0.00376250451128267,0.0060959463497251,0.004330887168402841,0.0065162841684628,0.03446880912171795,0.009001768673578226,0.0058246007625725495,0.0018342497447861462,0.004597426508110747,0.0063017891995289,0.004530070278559432,0.0031702479193235944,0.004377904497488291,0.00282162462087768,0.0037800183774142136,0.002788959182476202
51,0.0,5.340620170367461e-06,0.003007669092132141,0.0036289662808,0.0,0.0019289858280559442,0.00025225498777243073,0.0005765724113591915,0.0004135513618154919,0.00016424651094399404,0.0005534564709451488,0.0007136496181443825,0.0005687071011156866,0.0008789063257453304,0.00023310855913682128,0.0014669608674960286,0.0007509708125133324,0.00027989626634163084,0.0003704460208096277,0.000580964763340457,0.0008277850057855906,0.0008923449314109262,0.0013094744601010514,0.026716692832444357,0.002795488661776362,0.001504662390464597,0.003374117974349897,0.0422954315497056,0.0033548014467698877,0.002879202568247628,0.001227959013196182,0.0023471275208492813,0.0023297864758490545,0.0015254929091040224
52,0.0013979545984762274,0.00019038046868118002,0.0005203824924808,0.0010546389578607,0.0,0.0115991320401501,0.0010556643308667743,0.0011973465647778635,0.0005358485871938186,0.000170797477953888,0.0017459441575721393,0.001381841637044815,0.0011290890073740122,0.0022267569249279826,0.0008761638283095723,0.0036070377438146,0.002367351495882536,0.0003402136514643558,0.000491153078012385,0.0006438909226332,0.004993562870154726,0.0049594001444350335,0.0016377557858304101,0.005336133697738257,0.045785142560489545,0.000489933200250298,0.0022359866371882246,0.0982035618633017,0.0009048745482438491,0.0009445181044979189,0.002252074442194703,0.0003389797627267018,0.001182692572527313,0.0001663471674449245
53,3.136886104444595e-08,4.68181036106233e-05,0.002119031606364,0.0025719998802025,0.0,0.014709497539195,0.0022853289161254963,0.004659085828386747,0.0026816918866547647,0.0010909944345310018,0.0092244562102793,0.009857221655466916,0.005155857839760062,0.007848611226365985,0.002191779402533851,0.0056527697860109,0.0045937268539532,0.0031357251989025535,0.006251892838039857,0.0050187368420103,0.008387600984717608,0.026353016014334114,0.004963270699143159,0.0622588279585499,0.014900419142987878,0.00397885300820308,0.010900704389629517,0.0201830488345382,0.006792430269794755,0.00872469950983585,0.01117509725726197,0.016948175554206846,0.015551895682521005,0.013192352949143924
54,0.00010877201653039269,0.00020542721337297738,0.0180808831360487,0.0082606212410153,0.0,0.0194433792606721,0.010311063599800127,0.009989750887246867,0.002627047845448905,0.0007824287855510057,0.0019928293489645,0.002944648648471672,0.001932489202635406,0.00548210206574783,0.0018672979624297938,0.0033743755819822,0.0037014339957967147,0.0016966932786978237,0.0021694563605707826,0.0015774523915652,0.004329444243440903,0.0075761721489079215,0.00465718075835284,0.026713597677925423,0.012754671032991268,0.009096628305370606,0.01470544706367025,0.0635569617649788,0.008362585033160045,0.006706986237738163,0.008701992758615138,0.003750355643416298,0.0021886369777810426,0.004976886230014334
55,0.0,0.0,3.2822119916078033e-09,0.0,0.0,0.0002917957003149943,2.708465568354684e-08,2.2739156962544048e-06,1.747741902551903e-06,3.058810642385482e-07,3.1670846905530264e-06,4.116852829255316e-07,1.39594720744019e-06,8.454095301479013e-07,0.0004757573429445922,2.5263036065856056e-06,3.3120059785201666e-05,8.696389469903706e-08,0.0,2.9258002800732643e-06,0.00032903212381206703,0.00033919247471359297,1.7887980217592645e-05,0.00015157128706285602,0.0005524789899339284,9.98190039962247e-06,1.7683379696795303e-05,0.04945408573685434,0.00013437673909575597,2.0790130618953826e-07,1.3267141495273842e-08,2.202973994928943e-05,5.5129248560504014e-05,3.099843169419828e-07
56,0.0,8.785024070504191e-05,0.0100669574443182,0.0207448045110582,0.0,0.0360749024957827,0.006226713162188033,0.0038503452567505035,0.005898507443579561,0.005760130244840945,0.0195634572092558,0.017405293728211455,0.0071993384822834515,0.022038168900377336,0.008885672526766718,0.0269518849218315,0.023447198779661144,0.007943321556710814,0.0054772071358794696,0.0087581649737895,0.01712776008436077,0.01429174086024544,0.008305567891808568,0.0702606796855341,0.06835681281071113,0.003334112254404756,0.013604918787967468,0.0136515984370676,0.011770561512890425,0.010207214139648478,0.01950579845111348,0.024783714600087197,0.031964444943215764,0.0045422171610081
